MRA_term,Modified_term,State
Primary hypercholesterolaemia,prmiary hypercholetvsreolaemia,NO return
Primary hypercholesterolaemia,primagry hpyercholexsterolaemai,NO return
Primary hypercholesterolaemia,frimary jhypercholesterolamima,NO return
Cerebral microembolism,cerebrl mrioembolism,NO return
Manufacturing process control procedure not performed,nmufacturing proess lontrol proceduri not wperformed,NO return
Hereditary multiple osteochondromas,ehreditary mmltiple osteochonradomas,NO return
Hereditary multiple osteochondromas,hereeitary qultiple osteochodgnromas,NO return
Immunoreactive trypsinogen abnormal,immuneoactive jrypsinogen abormal,NO return
Oligoasthenoteratozoospermia,oligoasthenoterantomzopsermia,NO return
Oligoasthenoteratozoospermia,oligoatihenoteratozoospermivt,NO return
Oligoasthenoteratozoospermia,eoligoasthuenoetratozoosperima,NO return
Oligoasthenoteratozoospermia,oligoastheunoteratozoospvirmai,NO return
Oligoasthenoteratozoospermia,oligoastheyoteraozoospermbfa,NO return
Neonatal hypocalcaemia,neonatla hypocalcaeam,NO return
Adenovirus encephalomyeloradiculitis,denovirus eniephalomyeloradfclitis,NO return
Adenovirus encephalomyeloradiculitis,adenovrius encewhalomyelvfradiculitis,NO return
Adenovirus encephalomyeloradiculitis,adenoyirus yncephalomyeloradicdltiis,NO return
Adenovirus encephalomyeloradiculitis,adennvirus encphalomyleouadiculitis,NO return
Adenovirus encephalomyeloradiculitis,adenoviurs encepkwhalomyekoradiculitis,NO return
Benzodiazepine drug level therapeutic,benzoiedazepine drug elvel threapeutic,NO return
Oligoasthenozoospermia,oligoaschenozoospeormpa,NO return
Oligoasthenozoospermia,boigoashenozoospermia,NO return
Oligoasthenozoospermia,olgioasuthenozoosermia,NO return
Oligoasthenozoospermia,olgoasthnzoospermia,NO return
Oligoasthenozoospermia,solignastheaozoospermia,NO return
Radiofrequency-induced thermochemotherapeutic effect,padiofrquency inducced thermocemohterapeutyc effeat,NO return
Radiofrequency-induced thermochemotherapeutic effect,radziofreqency inbuced tlerdochemotehrapeutic efect,NO return
Radiofrequency-induced thermochemotherapeutic effect,radfiofrequncy indcuced themrochmortherapeutic exffect,NO return
Radiofrequency-induced thermochemotherapeutic effect,rdiofrequmncy inuced thermocheotherapotic aeffect,NO return
Radiofrequency-induced thermochemotherapeutic effect,radiofrequeqny induxed thermochefmotheraeptic efzect,NO return
Erysipelothrix sepsis,erysipelortix szpsis,NO return
Pulmonary paracoccidioidomycosis,pulmopary apracoccidioidoqmycosi,NO return
Pulmonary paracoccidioidomycosis,pumonary paqracoccihioidomycsois,NO return
Pulmonary paracoccidioidomycosis,pulmoanry paracotccndioidmmycosis,NO return
Pulmonary paracoccidioidomycosis,pulmnoary paracoccidioidoyosjis,NO return
Pulmonary paracoccidioidomycosis,pulmnoary pracoccidiuidomyicosis,NO return
Disseminated paracoccidioidomycosis,dsisemintaed parahcoccidiojidomycois,NO return
Disseminated paracoccidioidomycosis,dmssemianted aracoccdiiiidomycosis,NO return
Disseminated paracoccidioidomycosis,dissrsminated apracoccidioidomyosi,NO return
Disseminated paracoccidioidomycosis,dissminaetd paracocciidoridomycogis,NO return
Disseminated paracoccidioidomycosis,disesmianted paracoccidioihdomyosins,NO return
Disseminated sporotrichosis,sdseminated sporotrphosis,NO return
Pseudohypoaldosteronism,pseudohypoaldosterlonkiso,NO return
Pseudohypoaldosteronism,psevdoypoyldosteronism,NO return
Pseudohypoaldosteronism,speudohypoldaosteronism,NO return
Pseudohypoaldosteronism,pseudhyyoaldosetronism,NO return
Pseudohypoaldosteronism,sudohypoaldostronism,NO return
Counterfeit product administered,coutnerfeit prdouct mainistered,NO return
Incorrect dose administered by product,incorrecz dose adikmnistered by prozuct,NO return
Haemoglobin distribution width,hanmoglobin distribuiston wdidth,NO return
Musculoskeletal procedural complication,mruscuoskeletal proccdural colmication,NO return
Hypophosphataemic osteomalacia,hypophopwshataemic osteomalacaih,NO return
Bergmeister's papilla,bergmeishter' papmilla,NO return
Electrocardiogram PR segment elevation,electrocardigzoram pr segmento elevaeion,NO return
Lateropulsion,latoepulsion,NO return
Recalled product administered,racalled prodpuct mainistered,NO return
Product administration error,prodcut adminirsation errbor,NO return
Otolithiasis,otiothiasis,NO return
Infantile fibromatosis,infantmle fiobmatosis,NO return
Glucosylsphingosine decreased,glucosylsphnoigosine edcreased,NO return
Mucopolysaccharidosis IX,mucopolysacbcharidis ix,NO return
Mucopolysaccharidosis IX,mucmpolysaccharidoii ix,NO return
Mucopolysaccharidosis IX,umcopolysaccharpdoscis ix,NO return
Mucopolysaccharidosis IX,mucoployasccharidsois ix,NO return
Mucopolysaccharidosis IX,mucopolysacardiosis ix,NO return
Subacute inflammatory demyelinating polyneuropathy,subacue nifalmmatory demyellinatinwg lpyneuropathy,NO return
Degenerative bone disease,degenaetive bone disase,NO return
Contraindicated product prescribed,contahrindicated prodjct presribed,NO return
High carbohydrate diet,high cabqrohydrate diet,NO return
Human herpesvirus 6 encephalitis,ghuman hsrpesvirus 6 enpchalitis,NO return
PSTPIP1-associated myeloid-related proteinaemia inflammatory syndrome,pspip1 associatd yeloid relatad proteinaeibma inflammnatoyr synbdrome,NO return
Neuroprosthesis implantation,neoprosthesis impltaation,NO return
Periprosthetic metallosis,periopsthetic xmetallosis,NO return
Neonatal bradyarrhythmia,neontal rpbadyarrhythmia,NO return
Microblepharoexfoliation procedure,imcroblepharoefxoliatioz proedure,NO return
Microblepharoexfoliation procedure,microblepahroxefoliatoin pyocedure,NO return
Microblepharoexfoliation procedure,microblepharsexfolitaon prcedure,NO return
Microblepharoexfoliation procedure,microblephxroxcoliation procedrue,NO return
Microblepharoexfoliation procedure,micrbolepharoexfloiauion procyedure,NO return
Prophylaxis of hypovolaemic shock,prophylaxzis of hypovolaecm shosk,NO return
Stereotactic electroencephalography,sturetactic leectroenecphalogriphy,NO return
Stereotactic electroencephalography,hstereotaztic elcroencephalogracphy,NO return
Stereotactic electroencephalography,teeotactic eslectraencehalography,NO return
Stereotactic electroencephalography,stereoatcstic electtrencephalogrphy,NO return
Stereotactic electroencephalography,streeotatcic eelctroencephaograph,NO return
Anticoagulant-related nephropathy,taicoagulant erlated nephroypathy,NO return
Out of specification product use,out of specificiaon pruoduct use,NO return
Reactive angioendotheliomatosis,raective angioendtheliomatossfi,NO return
Reactive angioendotheliomatosis,reapctive angioendohelimatossi,NO return
Reactive angioendotheliomatosis,reactivr angioendothelohimanosis,NO return
Reactive angioendotheliomatosis,rearctive naioendotheliomatsis,NO return
Reactive angioendotheliomatosis,reactbive anigoendotheliomnzosis,NO return
Laryngotracheobronchoscopy,laryngptracheobrochosfopy,NO return
Laryngotracheobronchoscopy,laryngnoftracheobrvnchoscopy,NO return
Laryngotracheobronchoscopy,lanrgotracheobornchoscopy,NO return
Laryngotracheobronchoscopy,laryngotrachveeobroknchoscopy,NO return
Laryngotracheobronchoscopy,laryngotracheobiognchoscoy,NO return
Abetalipoproteinaemia,vabetalipoprofteianemia,NO return
Abetalipoproteinaemia,abetalicpohroteniaemia,NO return
Abetalipoproteinaemia,abetalipoproveinemja,NO return
Abetalipoproteinaemia,abetaliporotenamia,NO return
Abetalipoproteinaemia,abetalipooqprteinaemia,NO return
Foreign body in skin or subcutaneous tissue,fohreign body in skin or subcutaonus tiwssue,NO return
Carbohydrate antigen 50 increased,carbohydrea antgien 50 incfreased,NO return
Hyperphenylalaninaemia,hayperthunylalaninaemia,NO return
Hyperphenylalaninaemia,hyperphenydlalawinaeaia,NO return
Hyperphenylalaninaemia,hsyperphenyllkaninaemia,NO return
Hyperphenylalaninaemia,hyperpheylalanqianemia,NO return
Hyperphenylalaninaemia,hyperpohenyjalaninaemi,NO return
Supernumerary rib,superneurary rib,NO return
Pleuroparenchymal fibroelastosis,pleuroparenycmal fibqoelastsis,NO return
Paratracheal air cyst,paraatcheal air cyst,NO return
Occupational exposure to SARS-CoV-2,cfocupational exposuer to sars cov 2,NO return
Otospondylomegaepiphyseal dysplasia,topondylomegaepiphyseajl dysplaisa,NO return
Otospondylomegaepiphyseal dysplasia,otospondlomegaaepiphyeal dysplaia,NO return
Otospondylomegaepiphyseal dysplasia,otospondlomegaefpipyseal dyeplasia,NO return
Otospondylomegaepiphyseal dysplasia,otoponylomegaepiahyseal dyslasia,NO return
Otospondylomegaepiphyseal dysplasia,otspondylomegdaeppihyseal dysplasi,NO return
COVID-19 immunisation,cvoid 19 immunshiation,NO return
Globotriaosylsphingosine increased,globotridgosylspmingosine increasied,NO return
Globotriaosylsphingosine increased,glzobotriaosylsipngosine increaesd,NO return
Globotriaosylsphingosine increased,globotraioslysmphingosine invreased,NO return
Globotriaosylsphingosine increased,glootfioasylsphingosine inchreased,NO return
Globotriaosylsphingosine increased,globotrcaosyspjhingosine incerased,NO return
Multisystem inflammatory syndrome in children,mltisystem inflmkamatory syndrme in childen,NO return
