MRA_term,Modified_term,SearcherReturned_term,State,Rank
Computerised tomogram thorax normal,Computerised tomogram thorax normal,Computerised tomogram thorax abnormal,Unmatched,1st
Ultrasound biliary tract abnormal,Ultrasound biliary tract abnormal,Ultrasound biliary tract normal,Unmatched,1st
Hypotelorism of orbit,Hypotelorism of orbit,Hypertelorism of orbit,Unmatched,1st
Anticonvulsant drug level decreased,Anticonvulsant drug level decreased,Anticonvulsant drug level increased,Unmatched,1st
Bone density increased,Bone density increased,Bone density decreased,Unmatched,1st
Head lag normal,Head lag normal,Head lag abnormal,Unmatched,1st
Ear tube insertion,Ear tube insertion,Ear lobe infection,Unmatched,1st
Ventricular internal diameter normal,Ventricular internal diameter normal,Ventricular internal diameter abnormal,Unmatched,1st
Band neutrophil count decreased,Band neutrophil count decreased,Band neutrophil count increased,Unmatched,1st
Muscle enzyme decreased,Muscle enzyme decreased,Muscle enzyme increased,Unmatched,1st
Schirmer's test normal,Schirmer's test normal,Schirmer's test abnormal,Unmatched,1st
Rheumatoid factor increased,Rheumatoid factor increased,Rheumatoid factor decreased,Unmatched,1st
Iron binding capacity unsaturated decreased,Iron binding capacity unsaturated decreased,Iron binding capacity unsaturated increased,Unmatched,1st
Cerebral ventriculogram abnormal,Cerebral ventriculogram abnormal,Cerebral ventriculogram normal,Unmatched,1st
Lactate pyruvate ratio decreased,Lactate pyruvate ratio decreased,Lactate pyruvate ratio increased,Unmatched,1st
Lactate pyruvate ratio normal,Lactate pyruvate ratio normal,Lactate pyruvate ratio abnormal,Unmatched,1st
Hepatitis E antibody positive,Hepatitis E antibody positive,Hepatitis A antibody positive,Unmatched,1st
Hepatitis E antibody,Hepatitis E antibody,Hepatitis A antibody,Unmatched,1st
Hepatitis E antibody negative,Hepatitis E antibody negative,Hepatitis A antibody negative,Unmatched,1st
Hepatitis E antibody abnormal,Hepatitis E antibody abnormal,Hepatitis A antibody abnormal,Unmatched,1st
Hepatitis E antibody normal,Hepatitis E antibody normal,Hepatitis A antibody abnormal,Unmatched,1st
Globulins decreased,Globulins decreased,Globulins increased,Unmatched,1st
Prostatic specific antigen normal,Prostatic specific antigen normal,Prostatic specific antigen abnormal,Unmatched,1st
Plasma cells decreased,Plasma cells decreased,Plasma cells increased,Unmatched,1st
Incision site pain,Incision site pain,Infusion site pain,Unmatched,1st
Ear irrigation,Ear irrigation,Eye irritation,Unmatched,1st
Peritoneal haematoma,Peritoneal haematoma,Perineal haematoma,Unmatched,1st
Urethral stent insertion,Urethral stent insertion,Ureteral stent insertion,Unmatched,1st
Troponin T,Troponin T,Troponin I,Unmatched,1st
Troponin T increased,Troponin T increased,Troponin I increased,Unmatched,1st
Gallbladder cancer stage III,Gallbladder cancer stage III,Gallbladder cancer stage II,Unmatched,1st
Gallbladder cancer stage IV,Gallbladder cancer stage IV,Gallbladder cancer stage II,Unmatched,1st
Biopsy artery normal,Biopsy artery normal,Biopsy artery abnormal,Unmatched,1st
Biopsy bile duct normal,Biopsy bile duct normal,Biopsy bile duct abnormal,Unmatched,1st
Biopsy diaphragm normal,Biopsy diaphragm normal,Biopsy diaphragm abnormal,Unmatched,1st
Biopsy eyelid normal,Biopsy eyelid normal,Biopsy eyelid abnormal,Unmatched,1st
Biopsy fallopian tube normal,Biopsy fallopian tube normal,Biopsy fallopian tube abnormal,Unmatched,1st
Biopsy foetal normal,Biopsy foetal normal,Biopsy foetal abnormal,Unmatched,1st
Biopsy intestine normal,Biopsy intestine normal,Biopsy intestine abnormal,Unmatched,1st
Biopsy ligament normal,Biopsy ligament normal,Biopsy ligament abnormal,Unmatched,1st
Biopsy tendon normal,Biopsy tendon normal,Biopsy tendon abnormal,Unmatched,1st
Biopsy pancreas normal,Biopsy pancreas normal,Biopsy pancreas abnormal,Unmatched,1st
Biopsy seminal vesicle normal,Biopsy seminal vesicle normal,Biopsy seminal vesicle abnormal,Unmatched,1st
Biopsy uterus normal,Biopsy uterus normal,Biopsy uterus abnormal,Unmatched,1st
Biopsy vocal cord normal,Biopsy vocal cord normal,Biopsy vocal cord abnormal,Unmatched,1st
Mediastinal biopsy normal,Mediastinal biopsy normal,Mediastinal biopsy abnormal,Unmatched,1st
Dermatologic examination normal,Dermatologic examination normal,Dermatologic examination abnormal,Unmatched,1st
Biopsy blood vessel abnormal,Biopsy blood vessel abnormal,Biopsy blood vessel normal,Unmatched,1st
Hyaluronic acid abnormal,Hyaluronic acid abnormal,Hyaluronic acid normal,Unmatched,1st
Hyaluronic acid decreased,Hyaluronic acid decreased,Hyaluronic acid increased,Unmatched,1st
Tongue carcinoma stage I,Tongue carcinoma stage I,Tongue carcinoma stage 0,Unmatched,1st
Tongue carcinoma stage III,Tongue carcinoma stage III,Tongue carcinoma stage II,Unmatched,1st
Tongue carcinoma stage IV,Tongue carcinoma stage IV,Tongue carcinoma stage II,Unmatched,1st
Glutamate dehydrogenase level normal,Glutamate dehydrogenase level normal,Glutamate dehydrogenase level abnormal,Unmatched,1st
Infusion site abscess,Infusion site abscess,Incision site abscess,Unmatched,1st
Blood bilirubin abnormal,Blood bilirubin abnormal,Blood bilirubin normal,Unmatched,1st
Cardiac function test abnormal,Cardiac function test abnormal,Cardiac function test normal,Unmatched,1st
Erythroblast count decreased,Erythroblast count decreased,Erythroblast count increased,Unmatched,1st
Erythroblast count abnormal,Erythroblast count abnormal,Erythroblast count normal,Unmatched,1st
Bile output increased,Bile output increased,Bile output decreased,Unmatched,1st
Tandem gait test normal,Tandem gait test normal,Tandem gait test abnormal,Unmatched,1st
Spinal cord infarction,Spinal cord infarction,Spinal cord infection,Unmatched,1st
Pyruvate kinase decreased,Pyruvate kinase decreased,Pyruvate kinase increased,Unmatched,1st
Urine calcium/creatinine ratio decreased,Urine calcium/creatinine ratio decreased,Urine calcium/creatinine ratio increased,Unmatched,1st
5-hydroxyindolacetic acid in urine decreased,5-hydroxyindolacetic acid in urine decreased,5-hydroxyindolacetic acid in urine increased,Unmatched,1st
5-hydroxyindolacetic acid decreased,5-hydroxyindolacetic acid decreased,5-hydroxyindolacetic acid increased,Unmatched,1st
Total cholesterol/HDL ratio decreased,Total cholesterol/HDL ratio decreased,Total cholesterol/HDL ratio increased,Unmatched,1st
Total cholesterol/HDL ratio normal,Total cholesterol/HDL ratio normal,Total cholesterol/HDL ratio abnormal,Unmatched,1st
Application site mass,Application site mass,Application site rash,Unmatched,1st
Vitamin E decreased,Vitamin E decreased,Vitamin C decreased,Unmatched,1st
Vitamin B1 increased,Vitamin B1 increased,Vitamin B12 decreased,Unmatched,1st
Vitamin B1 decreased,Vitamin B1 decreased,Vitamin B12 decreased,Unmatched,1st
Vitamin B2 increased,Vitamin B2 increased,Vitamin B12 decreased,Unmatched,1st
Vitamin B2 decreased,Vitamin B2 decreased,Vitamin B12 decreased,Unmatched,1st
Vitamin K increased,Vitamin K increased,Vitamin C decreased,Unmatched,1st
Vitamin K decreased,Vitamin K decreased,Vitamin C decreased,Unmatched,1st
Anti factor VII antibody positive,Anti factor VII antibody positive,Anti factor VIII antibody positive,Unmatched,1st
Anti factor X antibody positive,Anti factor X antibody positive,Anti factor V antibody positive,Unmatched,1st
Anti factor XI antibody positive,Anti factor XI antibody positive,Anti factor IX antibody positive,Unmatched,1st
Anti factor XII antibody positive,Anti factor XII antibody positive,Anti factor VIII antibody positive,Unmatched,1st
Hepatitis A antigen positive,Hepatitis A antigen positive,Hepatitis D antigen positive,Unmatched,1st
Urine vitamin K decreased,Urine vitamin K decreased,Urine vitamin K increased,Unmatched,1st
Vitamin E,Vitamin E,Vitamin C,Unmatched,1st
Vitamin B1,Vitamin B1,Vitamin B12,Unmatched,1st
Vitamin B2,Vitamin B2,Vitamin B12,Unmatched,1st
Vitamin K,Vitamin K,Vitamin C,Unmatched,1st
Monoblast count decreased,Monoblast count decreased,Monoblast count increased,Unmatched,1st
Plasmablast count decreased,Plasmablast count decreased,Plasmablast count increased,Unmatched,1st
Nicotinamide decreased,Nicotinamide decreased,Nicotinamide increased,Unmatched,1st
Skin laceration,Skin laceration,Skin maceration,Unmatched,1st
Ultrasound testes normal,Ultrasound testes normal,Ultrasound testes abnormal,Unmatched,1st
Tensilon test abnormal,Tensilon test abnormal,Tensilon test normal,Unmatched,1st
General physical condition abnormal,General physical condition abnormal,General physical condition normal,Unmatched,1st
"2',5'-oligoadenylate synthetase test decreased","2',5'-oligoadenylate synthetase test decreased","2',5'-oligoadenylate synthetase test increased",Unmatched,1st
PCO2 abnormal,PCO2 abnormal,PO2 normal,Unmatched,1st
PCO2 normal,PCO2 normal,PO2 normal,Unmatched,1st
Rib deformity,Rib deformity,Limb deformity,Unmatched,1st
Vibration test abnormal,Vibration test abnormal,Vibration test normal,Unmatched,1st
Band neutrophil percentage decreased,Band neutrophil percentage decreased,Band neutrophil percentage increased,Unmatched,1st
Diabetic mastopathy,Diabetic mastopathy,Diabetic gastropathy,Unmatched,1st
Infrequent bowel movements,Infrequent bowel movements,Frequent bowel movements,Unmatched,1st
Oxygen consumption increased,Oxygen consumption increased,Oxygen consumption decreased,Unmatched,1st
Adrenal haematoma,Adrenal haematoma,Renal haematoma,Unmatched,1st
Biopsy spleen abnormal,Biopsy spleen abnormal,Biopsy spleen normal,Unmatched,1st
Urine cytology normal,Urine cytology normal,Urine cytology abnormal,Unmatched,1st
Corneal diameter decreased,Corneal diameter decreased,Corneal diameter increased,Unmatched,1st
Gallbladder cancer stage I,Gallbladder cancer stage I,Gallbladder cancer stage II,Unmatched,1st
Pancreatic carcinoma stage I,Pancreatic carcinoma stage I,Pancreatic carcinoma stage 0,Unmatched,1st
Pancreatic carcinoma stage III,Pancreatic carcinoma stage III,Pancreatic carcinoma stage II,Unmatched,1st
Hepatic cancer stage III,Hepatic cancer stage III,Hepatic cancer stage II,Unmatched,1st
Hepatic cancer stage IV,Hepatic cancer stage IV,Hepatic cancer stage II,Unmatched,1st
Pancreatic carcinoma stage IV,Pancreatic carcinoma stage IV,Pancreatic carcinoma stage II,Unmatched,1st
Small intestine carcinoma stage I,Small intestine carcinoma stage I,Small intestine carcinoma stage 0,Unmatched,1st
Small intestine carcinoma stage III,Small intestine carcinoma stage III,Small intestine carcinoma stage II,Unmatched,1st
Small intestine carcinoma stage IV,Small intestine carcinoma stage IV,Small intestine carcinoma stage II,Unmatched,1st
Bile duct cancer stage III,Bile duct cancer stage III,Bile duct cancer stage II,Unmatched,1st
Bile duct cancer stage IV,Bile duct cancer stage IV,Bile duct cancer stage II,Unmatched,1st
Bile duct cancer stage 0,Bile duct cancer stage 0,Bile duct cancer stage I,Unmatched,1st
Incision site pruritus,Incision site pruritus,Infusion site pruritus,Unmatched,1st
Breast injury,Breast injury,Blast injury,Unmatched,1st
Mitochondrial DNA depletion,Mitochondrial DNA depletion,Mitochondrial DNA deletion,Unmatched,1st
Parathyroid hormone-related protein normal,Parathyroid hormone-related protein normal,Parathyroid hormone-related protein abnormal,Unmatched,1st
Congenital genital malformation male,Congenital genital malformation male,Congenital genital malformation female,Unmatched,1st
Urobilinogen faeces decreased,Urobilinogen faeces decreased,Urobilinogen faeces increased,Unmatched,1st
Urobilinogen faeces normal,Urobilinogen faeces normal,Urobilinogen faeces abnormal,Unmatched,1st
Hepatitis D antibody positive,Hepatitis D antibody positive,Hepatitis A antibody positive,Unmatched,1st
Gastric fluid analysis normal,Gastric fluid analysis normal,Gastric fluid analysis abnormal,Unmatched,1st
Cytology normal,Cytology normal,Cytology abnormal,Unmatched,1st
Saliva analysis normal,Saliva analysis normal,Saliva analysis abnormal,Unmatched,1st
Synovial fluid analysis normal,Synovial fluid analysis normal,Synovial fluid analysis abnormal,Unmatched,1st
Stool analysis normal,Stool analysis normal,Stool analysis abnormal,Unmatched,1st
Hepatitis D antibody,Hepatitis D antibody,Hepatitis A antibody,Unmatched,1st
Hepatitis D antibody negative,Hepatitis D antibody negative,Hepatitis A antibody negative,Unmatched,1st
Hepatitis D RNA positive,Hepatitis D RNA positive,Hepatitis C RNA positive,Unmatched,1st
Hepatitis D RNA,Hepatitis D RNA,Hepatitis C RNA,Unmatched,1st
Hepatitis D RNA negative,Hepatitis D RNA negative,Hepatitis C RNA negative,Unmatched,1st
Alpha globulin decreased,Alpha globulin decreased,Alpha globulin increased,Unmatched,1st
Beta globulin decreased,Beta globulin decreased,Beta globulin increased,Unmatched,1st
Beta globulin normal,Beta globulin normal,Beta globulin abnormal,Unmatched,1st
Urine chromium decreased,Urine chromium decreased,Urine chromium increased,Unmatched,1st
Urine copper decreased,Urine copper decreased,Urine copper increased,Unmatched,1st
Blood alkaline phosphatase increased,Blood alkaline phosphatase increased,Blood alkaline phosphatase decreased,Unmatched,1st
Blood alkaline phosphatase abnormal,Blood alkaline phosphatase abnormal,Blood alkaline phosphatase normal,Unmatched,1st
Urine aluminium decreased,Urine aluminium decreased,Urine aluminium increased,Unmatched,1st
Urine antimony decreased,Urine antimony decreased,Urine antimony increased,Unmatched,1st
Urine arsenic decreased,Urine arsenic decreased,Urine arsenic increased,Unmatched,1st
Urine barbiturates decreased,Urine barbiturates decreased,Urine barbiturates increased,Unmatched,1st
Urine beryllium decreased,Urine beryllium decreased,Urine beryllium increased,Unmatched,1st
Insulin-like growth factor increased,Insulin-like growth factor increased,Insulin-like growth factor decreased,Unmatched,1st
Factor XIII Inhibition,Factor XIII Inhibition,Factor VIII inhibition,Unmatched,1st
Plasminogen activator inhibitor decreased,Plasminogen activator inhibitor decreased,Plasminogen activator inhibitor increased,Unmatched,1st
Drug clearance increased,Drug clearance increased,Drug clearance decreased,Unmatched,1st
Pyridinoline urine decreased,Pyridinoline urine decreased,Pyridinoline urine increased,Unmatched,1st
Sex hormone binding globulin decreased,Sex hormone binding globulin decreased,Sex hormone binding globulin increased,Unmatched,1st
Retinogram abnormal,Retinogram abnormal,Retinogram normal,Unmatched,1st
Blood smear test abnormal,Blood smear test abnormal,Blood smear test normal,Unmatched,1st
Plasmin decreased,Plasmin decreased,Plasmin increased,Unmatched,1st
LDL/HDL ratio,LDL/HDL ratio,CD4/CD8 ratio,Unmatched,1st
Endocrine test abnormal,Endocrine test abnormal,Endocrine test normal,Unmatched,1st
CSF test abnormal,CSF test abnormal,CSF test normal,Unmatched,1st
X-ray with contrast lower gastrointestinal tract abnormal,X-ray with contrast lower gastrointestinal tract abnormal,X-ray with contrast lower gastrointestinal tract normal,Unmatched,1st
X-ray with contrast upper gastrointestinal tract abnormal,X-ray with contrast upper gastrointestinal tract abnormal,X-ray with contrast upper gastrointestinal tract normal,Unmatched,1st
Galactose elimination capacity test abnormal,Galactose elimination capacity test abnormal,Galactose elimination capacity test normal,Unmatched,1st
Galactose elimination capacity test decreased,Galactose elimination capacity test decreased,Galactose elimination capacity test increased,Unmatched,1st
Urine casomorphin abnormal,Urine casomorphin abnormal,Urine casomorphin normal,Unmatched,1st
Citric acid urine decreased,Citric acid urine decreased,Citric acid urine increased,Unmatched,1st
Hair metal test abnormal,Hair metal test abnormal,Hair metal test normal,Unmatched,1st
CSF lactate abnormal,CSF lactate abnormal,CSF lactate normal,Unmatched,1st
CSF lactate decreased,CSF lactate decreased,CSF lactate increased,Unmatched,1st
CSF myelin basic protein abnormal,CSF myelin basic protein abnormal,CSF myelin basic protein normal,Unmatched,1st
CSF myelin basic protein decreased,CSF myelin basic protein decreased,CSF myelin basic protein increased,Unmatched,1st
Russell's viper venom time abnormal,Russell's viper venom time abnormal,Russell's viper venom time normal,Unmatched,1st
Urine cortisol/creatinine ratio increased,Urine cortisol/creatinine ratio increased,Urine cortisol/creatinine ratio decreased,Unmatched,1st
Urine cortisol/creatinine ratio normal,Urine cortisol/creatinine ratio normal,Urine cortisol/creatinine ratio abnormal,Unmatched,1st
Cytogenetic analysis abnormal,Cytogenetic analysis abnormal,Cytogenetic analysis normal,Unmatched,1st
Urine output increased,Urine output increased,Urine output decreased,Unmatched,1st
Glucose-6-phosphate dehydrogenase abnormal,Glucose-6-phosphate dehydrogenase abnormal,Glucose-6-phosphate dehydrogenase normal,Unmatched,1st
Porphyrins urine abnormal,Porphyrins urine abnormal,Porphyrins urine normal,Unmatched,1st
Red blood cell spherocytes present,Red blood cell spherocytes present,Red blood cell siderocytes present,Unmatched,1st
Reticulocyte percentage abnormal,Reticulocyte percentage abnormal,Reticulocyte percentage normal,Unmatched,1st
Reticulocyte percentage decreased,Reticulocyte percentage decreased,Reticulocyte percentage increased,Unmatched,1st
Blood 25-hydroxycholecalciferol,Blood 25-hydroxycholecalciferol,"Blood 1,25-dihydroxycholecalciferol",Unmatched,1st
Blood urea nitrogen/creatinine ratio decreased,Blood urea nitrogen/creatinine ratio decreased,Blood urea nitrogen/creatinine ratio increased,Unmatched,1st
Myoglobin blood decreased,Myoglobin blood decreased,Myoglobin blood increased,Unmatched,1st
Porphyrins urine decreased,Porphyrins urine decreased,Porphyrins urine increased,Unmatched,1st
B-lymphocyte count,B-lymphocyte count,T-lymphocyte count,Unmatched,1st
Albumin CSF normal,Albumin CSF normal,Albumin CSF abnormal,Unmatched,1st
Albumin CSF decreased,Albumin CSF decreased,Albumin CSF increased,Unmatched,1st
Alpha tumour necrosis factor decreased,Alpha tumour necrosis factor decreased,Alpha tumour necrosis factor increased,Unmatched,1st
Base excess decreased,Base excess decreased,Base excess increased,Unmatched,1st
B-lymphocyte count increased,B-lymphocyte count increased,B-lymphocyte count decreased,Unmatched,1st
Hepatitis E antigen,Hepatitis E antigen,Hepatitis D antigen,Unmatched,1st
Blood galactose abnormal,Blood galactose abnormal,Blood galactose normal,Unmatched,1st
Blood galactose decreased,Blood galactose decreased,Blood galactose increased,Unmatched,1st
Gastric pH decreased,Gastric pH decreased,Gastric pH increased,Unmatched,1st
Head circumference abnormal,Head circumference abnormal,Head circumference normal,Unmatched,1st
Haemoglobin E,Haemoglobin E,Haemoglobin S,Unmatched,1st
Haemoglobin E absent,Haemoglobin E absent,Haemoglobin A absent,Unmatched,1st
Haemoglobin E present,Haemoglobin E present,Haemoglobin A present,Unmatched,1st
Hepatitis E antigen positive,Hepatitis E antigen positive,Hepatitis D antigen positive,Unmatched,1st
Hepatitis E antigen negative,Hepatitis E antigen negative,Hepatitis D antigen negative,Unmatched,1st
Histamine level decreased,Histamine level decreased,Histamine level increased,Unmatched,1st
Intelligence test abnormal,Intelligence test abnormal,Intelligence test normal,Unmatched,1st
Light chain analysis decreased,Light chain analysis decreased,Light chain analysis increased,Unmatched,1st
Urine lactic acid decreased,Urine lactic acid decreased,Urine lactic acid increased,Unmatched,1st
Left ventricular end-diastolic pressure decreased,Left ventricular end-diastolic pressure decreased,Left ventricular end-diastolic pressure increased,Unmatched,1st
Blood mercury abnormal,Blood mercury abnormal,Blood mercury normal,Unmatched,1st
Urine mercury abnormal,Urine mercury abnormal,Urine mercury normal,Unmatched,1st
Liver function test normal,Liver function test normal,Liver function test abnormal,Unmatched,1st
Antineutrophil cytoplasmic antibody decreased,Antineutrophil cytoplasmic antibody decreased,Antineutrophil cytoplasmic antibody increased,Unmatched,1st
Platelet factor 4 decreased,Platelet factor 4 decreased,Platelet factor 4 increased,Unmatched,1st
Platelet morphology normal,Platelet morphology normal,Platelet morphology abnormal,Unmatched,1st
Potassium chloride sensitivity test abnormal,Potassium chloride sensitivity test abnormal,Potassium chloride sensitivity test normal,Unmatched,1st
Proerythroblast count abnormal,Proerythroblast count abnormal,Proerythroblast count normal,Unmatched,1st
Proerythroblast count decreased,Proerythroblast count decreased,Proerythroblast count increased,Unmatched,1st
Protein C increased,Protein C increased,Protein C decreased,Unmatched,1st
Pulmonary arterial pressure decreased,Pulmonary arterial pressure decreased,Pulmonary arterial pressure increased,Unmatched,1st
Pulmonary arterial pressure abnormal,Pulmonary arterial pressure abnormal,Pulmonary arterial pressure normal,Unmatched,1st
Rheumatoid factor quantitative decreased,Rheumatoid factor quantitative decreased,Rheumatoid factor quantitative increased,Unmatched,1st
Right ventricular systolic pressure decreased,Right ventricular systolic pressure decreased,Right ventricular systolic pressure increased,Unmatched,1st
Reverse tri-iodothyronine decreased,Reverse tri-iodothyronine decreased,Reverse tri-iodothyronine increased,Unmatched,1st
Urine selenium abnormal,Urine selenium abnormal,Urine selenium normal,Unmatched,1st
Urine selenium decreased,Urine selenium decreased,Urine selenium increased,Unmatched,1st
Infusion,Infusion,Infusion site joint effusion,Unmatched,1st
Eosinophil cationic protein decreased,Eosinophil cationic protein decreased,Eosinophil cationic protein increased,Unmatched,1st
Icterus index decreased,Icterus index decreased,Icterus index increased,Unmatched,1st
Alpha 1 foetoprotein amniotic fluid decreased,Alpha 1 foetoprotein amniotic fluid decreased,Alpha 1 foetoprotein amniotic fluid increased,Unmatched,1st
Type I hyperlipidaemia,Type I hyperlipidaemia,Type II hyperlipidaemia,Unmatched,1st
Type III hyperlipidaemia,Type III hyperlipidaemia,Type II hyperlipidaemia,Unmatched,1st
Type IV hyperlipidaemia,Type IV hyperlipidaemia,Type II hyperlipidaemia,Unmatched,1st
Type V hyperlipidaemia,Type V hyperlipidaemia,Type I hyperlipidaemia,Unmatched,1st
Hepatic enzyme increased,Hepatic enzyme increased,Hepatic enzyme decreased,Unmatched,1st
5'nucleotidase decreased,5'nucleotidase decreased,5'nucleotidase increased,Unmatched,1st
Glutamate dehydrogenase decreased,Glutamate dehydrogenase decreased,Glutamate dehydrogenase increased,Unmatched,1st
Computerised tomogram coronary artery abnormal,Computerised tomogram coronary artery abnormal,Computerised tomogram coronary artery normal,Unmatched,1st
CSF cell count decreased,CSF cell count decreased,CSF cell count increased,Unmatched,1st
Normetanephrine urine decreased,Normetanephrine urine decreased,Normetanephrine urine increased,Unmatched,1st
Light chain analysis abnormal,Light chain analysis abnormal,Light chain analysis normal,Unmatched,1st
Calcium ionised normal,Calcium ionised normal,Calcium ionised abnormal,Unmatched,1st
Calcium ionised increased,Calcium ionised increased,Calcium ionised decreased,Unmatched,1st
Abortion induced complete,Abortion induced complete,Abortion induced incomplete,Unmatched,1st
Analgesic drug level increased,Analgesic drug level increased,Analgesic drug level decreased,Unmatched,1st
Intraocular pressure test normal,Intraocular pressure test normal,Intraocular pressure test abnormal,Unmatched,1st
Angiogram abnormal,Angiogram abnormal,Audiogram abnormal,Unmatched,1st
Arterial stenosis,Arterial stenosis,Arterial restenosis,Unmatched,1st
Basophil count abnormal,Basophil count abnormal,Basophil count normal,Unmatched,1st
Ultrasound thyroid normal,Ultrasound thyroid normal,Ultrasound thyroid abnormal,Unmatched,1st
Sputum abnormal,Sputum abnormal,Sputum normal,Unmatched,1st
Benign male reproductive tract neoplasm,Benign male reproductive tract neoplasm,Benign female reproductive tract neoplasm,Unmatched,1st
Blood electrolytes normal,Blood electrolytes normal,Blood electrolytes abnormal,Unmatched,1st
Blood test abnormal,Blood test abnormal,Blood test normal,Unmatched,1st
Breast cancer male,Breast cancer male,Breast cancer female,Unmatched,1st
Complement factor increased,Complement factor increased,Complement factor decreased,Unmatched,1st
Complement factor normal,Complement factor normal,Complement factor abnormal,Unmatched,1st
Congenital hair disorder,Congenital hair disorder,Congenital nail disorder,Unmatched,1st
Sputum decreased,Sputum decreased,Sputum increased,Unmatched,1st
Cranial nerve injury,Cranial nerve injury,Radial nerve injury,Unmatched,1st
Drug abuser,Drug abuser,Drug abuse,Unmatched,1st
Eosinophil count abnormal,Eosinophil count abnormal,Eosinophil count normal,Unmatched,1st
Eye injury,Eye injury,Ear injury,Unmatched,1st
Diabetic cystopathy,Diabetic cystopathy,Diabetic mastopathy,Unmatched,1st
Feeding disorder,Feeding disorder,Reading disorder,Unmatched,1st
Head deformity,Head deformity,Hand deformity,Unmatched,1st
Heart injury,Heart injury,Head injury,Unmatched,1st
Hip deformity,Hip deformity,Rib deformity,Unmatched,1st
Lens disorder,Lens disorder,Lung disorder,Unmatched,1st
Limb injury,Limb injury,Lip injury,Unmatched,1st
Limb operation,Limb operation,Lip operation,Unmatched,1st
Male genital tract tuberculosis,Male genital tract tuberculosis,Female genital tract tuberculosis,Unmatched,1st
Internal injury,Internal injury,Sternal injury,Unmatched,1st
Jaw disorder,Jaw disorder,Ear disorder,Unmatched,1st
Mental disorder,Mental disorder,Renal disorder,Unmatched,1st
Monocyte count abnormal,Monocyte count abnormal,Monocyte count normal,Unmatched,1st
Neutrophil count abnormal,Neutrophil count abnormal,Neutrophil count normal,Unmatched,1st
Spinal vascular disorder,Spinal vascular disorder,Seminal vesicular disorder,Unmatched,1st
Toxicologic test normal,Toxicologic test normal,Toxicologic test abnormal,Unmatched,1st
Vitamin C abnormal,Vitamin C abnormal,Vitamin C normal,Unmatched,1st
Cyst aspiration normal,Cyst aspiration normal,Cyst aspiration abnormal,Unmatched,1st
Anal cancer,Anal cancer,Renal cancer,Unmatched,1st
Decreased appetite,Decreased appetite,Increased appetite,Unmatched,1st
Antibody test normal,Antibody test normal,Antibody test abnormal,Unmatched,1st
Retinol binding protein increased,Retinol binding protein increased,Retinol binding protein decreased,Unmatched,1st
Urine retinol binding protein decreased,Urine retinol binding protein decreased,Urine retinol binding protein increased,Unmatched,1st
Culture,Culture,Suture rupture,Unmatched,1st
Glucocorticoids abnormal,Glucocorticoids abnormal,Glucocorticoids normal,Unmatched,1st
Retinal function test normal,Retinal function test normal,Retinal function test abnormal,Unmatched,1st
Central nervous system function test normal,Central nervous system function test normal,Central nervous system function test abnormal,Unmatched,1st
Peripheral nervous system function test normal,Peripheral nervous system function test normal,Peripheral nervous system function test abnormal,Unmatched,1st
Glucocorticoids decreased,Glucocorticoids decreased,Glucocorticoids increased,Unmatched,1st
Renal function test abnormal,Renal function test abnormal,Retinal function test abnormal,Unmatched,1st
Renal injury,Renal injury,Anal injury,Unmatched,1st
Renal neoplasm,Renal neoplasm,Retinal neoplasm,Unmatched,1st
Pulse waveform normal,Pulse waveform normal,Pulse waveform abnormal,Unmatched,1st
Renal function test normal,Renal function test normal,Retinal function test abnormal,Unmatched,1st
Scan brain,Scan brain,Scar pain,Unmatched,1st
Scan normal,Scan normal,Scan abnormal,Unmatched,1st
Scan myocardial perfusion normal,Scan myocardial perfusion normal,Scan myocardial perfusion abnormal,Unmatched,1st
HIV infection CDC group IV,HIV infection CDC group IV,HIV infection CDC Group II,Unmatched,1st
Karyotype analysis abnormal,Karyotype analysis abnormal,Karyotype analysis normal,Unmatched,1st
Platelet function test normal,Platelet function test normal,Platelet function test abnormal,Unmatched,1st
Pharyngeal injury,Pharyngeal injury,Laryngeal injury,Unmatched,1st
Sensory level normal,Sensory level normal,Sensory level abnormal,Unmatched,1st
Urine electrolytes decreased,Urine electrolytes decreased,Urine electrolytes increased,Unmatched,1st
X-ray gastrointestinal tract normal,X-ray gastrointestinal tract normal,X-ray gastrointestinal tract abnormal,Unmatched,1st
X-ray limb normal,X-ray limb normal,X-ray limb abnormal,Unmatched,1st
Adrenal neoplasm,Adrenal neoplasm,Renal neoplasm,Unmatched,1st
Echocardiogram abnormal,Echocardiogram abnormal,Echocardiogram normal,Unmatched,1st
Hodgkin's disease stage IV,Hodgkin's disease stage IV,Hodgkin's disease stage II,Unmatched,1st
Ultrasonic angiogram normal,Ultrasonic angiogram normal,Ultrasonic angiogram abnormal,Unmatched,1st
Ultrasound scan normal,Ultrasound scan normal,Ultrasound scan abnormal,Unmatched,1st
17 ketosteroids urine abnormal,17 ketosteroids urine abnormal,17 ketosteroids urine normal,Unmatched,1st
Abortion complete,Abortion complete,Abortion incomplete,Unmatched,1st
Abortion spontaneous incomplete,Abortion spontaneous incomplete,Abortion spontaneous complete,Unmatched,1st
Aldosterone urine abnormal,Aldosterone urine abnormal,Aldosterone urine normal,Unmatched,1st
Anal infection,Anal infection,Oral infection,Unmatched,1st
Anal neoplasm,Anal neoplasm,Nasal neoplasm,Unmatched,1st
Androgens decreased,Androgens decreased,Androgens increased,Unmatched,1st
