MRA_term,Modified_term,State
Mucinous cystadenocarcinoma ovary,muqcinous cyskavdnocarcinoma ovray,NO return
Mucinous cystadenocarcinoma ovary,mcuinous cystadenoacrczinoima svary,NO return
Prophylaxis of neural tube defect,prophylxtais of nueral tbe efect,NO return
Cardiac cirrhosis,wcardiac cirrhsuois,NO return
Secondary immunodeficiency,econadry imunmodeficinecy,NO return
Secondary immunodeficiency,secodayr imdunodeficiencoyn,NO return
Secondary immunodeficiency,scoendary imtmdunodecficiency,NO return
Secondary immunodeficiency,weconary immunodifidcincy,NO return
Secondary immunodeficiency,secnadry zmmuodeficency,NO return
Immunosuppressant drug therapy,immunosupprkessyawnt dru thertapy,NO return
Immunosuppressant drug therapy,dimmunouprpessant rdug therayp,NO return
Immunosuppressant drug therapy,mmunosupreasant drg therxpy,NO return
Immunosuppressant drug therapy,imqmunojuhppressant gdrug therypy,NO return
Immunosuppressant drug therapy,immunosippresvsagnt frug therlapy,NO return
Prophylaxis against gastrointestinal ulcer,popihylaxis aganist gasrtoingtestianl ulclr,NO return
Prophylaxis against gastrointestinal ulcer,pophylxis agaisnt agstrointstial ulcr,NO return
Prophylaxis against gastrointestinal ulcer,prophylxsi againt gtnastrointesinal ulcex,NO return
Prophylaxis against gastrointestinal ulcer,prfophylaxi gainst gastqointesntal lucer,NO return
Prophylaxis against gastrointestinal ulcer,prophbylaxs gaainst gatqroinsestinal ulce,NO return
Neuroglycopenia,neuromglecobpenia,NO return
Neuroglycopenia,nturoglyzvpenia,NO return
Neuroglycopenia,neurogliycoepnkia,NO return
Neuroglycopenia,zeuroglmcoppenia,NO return
Neuroglycopenia,nevurogycopenuia,NO return
Creatinine urine decreased,creatiijnne uzrine ecreasedf,NO return
Sweat gland infection,sweayt lgand infectni,NO return
Electrocardiogram U-wave abnormality,electsrojardiogjam u wae anoirmality,NO return
Electrocardiogram U-wave abnormality,elecwrordiogram u waved abnramlity,NO return
Electrocardiogram U-wave abnormality,weletrocadiogram u ave bnkormality,NO return
Electrocardiogram U-wave abnormality,elenctrocradbiogram u ave abnocruality,NO return
Electrocardiogram U-wave abnormality,electsoardiogarm u awve aqnbormality,NO return
Electroglottography,leeictroglttography,NO return
Electroglottography,elctorslottography,NO return
Electroglottography,lectrogcototgraphy,NO return
Electroglottography,elcjtroglottorgaphy,NO return
Electroglottography,electroglcoography,NO return
Urine phosphorus normal,urne opsphorus nolrmal,NO return
Biliary cancer metastatic,iliary canner metaastic,NO return
Skin cancer metastatic,ksin cancen mtleastatic,NO return
Arteriovenous graft site haemorrhage,bjrteriovenous garft sitwe haermrhage,NO return
BK virus infection,bk viruss infetbcion,NO return
Catheter site haematoma,ycatheter siet ehmatoma,NO return
Corneal neovascularisation,cyorneal enotasculavrisation,NO return
Corneal neovascularisation,coreal neovascularismaatiov,NO return
Corneal neovascularisation,coneal neovsculariatizn,NO return
Corneal neovascularisation,cornal enovasculahrisatihn,NO return
Corneal neovascularisation,corneak novascutaristion,NO return
Retinal neovascularisation,ertinal ngovascnlaristion,NO return
Retinal neovascularisation,retdnal neovasuclaistaion,NO return
Retinal neovascularisation,retfinal seovacularisatqion,NO return
Retinal neovascularisation,ertinal neojvarculorisation,NO return
Retinal neovascularisation,retinla eohvascularisgation,NO return
Necrotising ulcerative gingivostomatitis,nceroitsing uleeraive hingivosotmatitiu,NO return
Necrotising ulcerative gingivostomatitis,neccotisnig ulcraitve gneigvostomatitis,NO return
Necrotising ulcerative gingivostomatitis,necrotiini luceratiie gingivosstmoatihis,NO return
Necrotising ulcerative gingivostomatitis,npcrotisirg ulceratv gingivostomoaiqis,NO return
Necrotising ulcerative gingivostomatitis,necrqtisdng uceartive dgnivostomatitis,NO return
Postmenopausal haemorrhage,postmenopaushafl haoerrhage,NO return
Protein induced by vitamin K absence or antagonist II increased,prtein indced by viamin k aisence or aangonist ii inceasde,NO return
Injection site movement impairment,incjtion hite cmovement imparmehnt,NO return
Lumboperitoneal shunt,umbwperitnoeal shznt,NO return
Lumboperitoneal shunt,lumboapertionela shuntf,NO return
Lumboperitoneal shunt,gmbopnritoneal hsunt,NO return
Lumboperitoneal shunt,lmbopreitooeal shpunt,NO return
Lumboperitoneal shunt,lumbpoeirtoxneal xhunt,NO return
Cytomegalovirus myocarditis,cytomgalqovrius myocadritus,NO return
Cytomegalovirus myocarditis,cbtomgwalovirus myocarditosi,NO return
Cytomegalovirus myocarditis,ctympegalovirus myocaaitis,NO return
Cytomegalovirus myocarditis,ctomeabovirus mocvrditis,NO return
Cytomegalovirus myocarditis,caytomegaloirsu myocardiots,NO return
Cytomegalovirus syndrome,cyotdmegaovirus sydrome,NO return
Cytomegalovirus syndrome,cytmehjlovirus sdyndrome,NO return
Cytomegalovirus syndrome,cktaomecgalovirus syndroem,NO return
Cytomegalovirus syndrome,ctyomegaolvius syndroem,NO return
Cytomegalovirus syndrome,cyomegalovjarus szyndrome,NO return
Obsessive rumination,obsesvse ruinption,NO return
Obsessive rumination,soessive ruminytiodn,NO return
Adhesiolysis,adhesioliys,NO return
Anorectal agenesis,anoretvcal agenesi,NO return
Pseudoparalysis,psseudopartamlysis,NO return
Pseudoparalysis,phesudooaralysis,NO return
Pseudoparalysis,peudoparxaylsis,NO return
Pseudoparalysis,psedoparkalysi,NO return
Pseudoparalysis,pseuodapralsyis,NO return
Lupus miliaris disseminatus faciei,lutpus miiaris disseminast faciie,NO return
Holoprosencephaly,ohlprosecnephaly,NO return
Holoprosencephaly,oioprosencephali,NO return
Holoprosencephaly,oloprosecnephdly,NO return
Holoprosencephaly,holrproseneecphaly,NO return
Holoprosencephaly,holorprosenepthaly,NO return
Transient psychosis,tracsientc psycshis,NO return
Panencephalitis,uannecephalits,NO return
Panencephalitis,pnnecsphalitis,NO return
Panencephalitis,panncphaliis,NO return
Panencephalitis,pnaencpehalittis,NO return
Panencephalitis,apnencvphalitns,NO return
Rectovaginal septum abscess,recvtaginal sehtum bscess,NO return
Subdiaphragmatic abscess,ssbdiaphraggmatc abscyess,NO return
Subdiaphragmatic abscess,sbdaphragmatci abscss,NO return
Subdiaphragmatic abscess,subniaphragatib abscemss,NO return
Subdiaphragmatic abscess,sudibaphragatic absness,NO return
Subdiaphragmatic abscess,cuqdiaphragmati bascess,NO return
Blood incompatibility haemolytic anaemia of newborn,jlood itcmaptibility hfaemolyttc anaemcia of newbrn,NO return
Blood incompatibility haemolytic anaemia of newborn,lbood nicompaxtbility hadmolytac uanaemia of enwborn,NO return
Blood incompatibility haemolytic anaemia of newborn,bbood irncompatoibiilty ahemolytwic anahemia of eewborn,NO return
Blood incompatibility haemolytic anaemia of newborn,blod incompaztijilidty haemyltic anaekmia of nnwborn,NO return
Blood incompatibility haemolytic anaemia of newborn,bloo inacompktifility hamoytic aanemia of newobrn,NO return
Cerebrovascular arteriovenous malformation,cergbrovasuliar arteriovenolu maflfoemation,NO return
Cerebrovascular arteriovenous malformation,cererovadculra hartriovenous aformation,NO return
Cerebrovascular arteriovenous malformation,cereborvasclra awrteqiovenous malfromaiton,NO return
Cerebrovascular arteriovenous malformation,cerhbyovasculor arwerivenous malfomption,NO return
Cerebrovascular arteriovenous malformation,cerebrovsscylra arteriovonus mrlformationj,NO return
Mastocytic leukaemia,masctytic xeukaelia,NO return
Lymphatic sinus catarrh,lymphact sinzus rcatarrh,NO return
Biliary anastomosis,bilfary anastomossci,NO return
Catheter site infection,ctheter usite infecotn,NO return
Neonatal cholestasis,neonatla cholestias,NO return
Peritoneal candidiasis,pietoneal candiiasias,NO return
Mediastinal operation,mediatina opaetion,NO return
Dehydroepiandrosterone decreased,deydoepiandrosteroec dsecrbeased,NO return
Dehydroepiandrosterone decreased,dehydroeapindrosteruowne derrease,NO return
Dehydroepiandrosterone decreased,dehydrwepisandrosternok edcreascd,NO return
Dehydroepiandrosterone decreased,dehyaroeiandrsoterooe drecraesed,NO return
Dehydroepiandrosterone decreased,dehydroenadrosetrone idecrased,NO return
Dehydroepiandrosterone test,xeyhdroepiandooterone tets,NO return
Dehydroepiandrosterone test,dhyhndroepiandorsterone itest,NO return
Dehydroepiandrosterone test,dheydoepiandresteroe tet,NO return
Dehydroepiandrosterone test,dehtydroupianrdostebrone tesw,NO return
Dehydroepiandrosterone test,dehydroetiandrtsteoee tset,NO return
Secondary sexual characteristics absence,secosdayr sebual mharacetristcs absencxe,NO return
Secondary sexual characteristics absence,escnodary seuxal characterstris absenc,NO return
Secondary sexual characteristics absence,econdayr sefxual clharactritics absefnce,NO return
Secondary sexual characteristics absence,ecnodary sexaul camhracteritics abence,NO return
Secondary sexual characteristics absence,esconadry sequal cafracuteristics abtence,NO return
Retroperitoneal neoplasm,retropeitone neotlasm,NO return
Retroperitoneal neoplasm,retroperiotnas neopalsm,NO return
Retroperitoneal neoplasm,oetqopeirtoneal neolpasm,NO return
Retroperitoneal neoplasm,ryetropetitoweal ngoplasm,NO return
Retroperitoneal neoplasm,retbdopritoneal neopsasm,NO return
Neuroectodermal neoplasm,neuroetcodbermall neoplasmm,NO return
Neuroectodermal neoplasm,enuroeoctdermal noplasm,NO return
Neuroectodermal neoplasm,nuvroectodtermal neoplams,NO return
Neuroectodermal neoplasm,necrocetodermll neoplam,NO return
Neuroectodermal neoplasm,neuroectoedrmbe neoplacsm,NO return
Postoperative renal failure,potbsoperative lrenal failune,NO return
Varicophlebitis,varicuphtlebitsi,NO return
Varicophlebitis,vrariophlebiti,NO return
Varicophlebitis,vfarijophlrebitis,NO return
Varicophlebitis,varicopihlejiti,NO return
Varicophlebitis,varicpolebitbs,NO return
Cytomegalovirus pericarditis,yctomegalovrilus pericardiosi,NO return
Cytomegalovirus pericarditis,cntlmegaloviru perjicardiits,NO return
Cytomegalovirus pericarditis,ctomegvovirus periecnarditis,NO return
Cytomegalovirus pericarditis,cytomegaloivrsd perickrditi,NO return
Cytomegalovirus pericarditis,cytpoegalovirut pericanrdiis,NO return
Diabetic gastroenteropathy,jiabetic gatsroentertoapthy,NO return
Diabetic gastroenteropathy,dmiabetic gastrbnteropaty,NO return
Diabetic gastroenteropathy,diabeti gactroentegopaxthy,NO return
Diabetic gastroenteropathy,doabetic agstyroeteropathy,NO return
Diabetic gastroenteropathy,duabetic agsdroenterpathy,NO return
Gastrointestinal ulcer haemorrhage,gsatrotgntestinal ulcrr mhaemorrhaeg,NO return
Gastrointestinal ulcer haemorrhage,gastoiontestgnal zlcer haemormrage,NO return
Gastrointestinal ulcer haemorrhage,gaptroinletsinal ucer haemrhrage,NO return
Gastrointestinal ulcer haemorrhage,gastroietseinal unlcer xhaemhrrhage,NO return
Gastrointestinal ulcer haemorrhage,oaistroinestinal ulier haemorhagle,NO return
Egobronchophony,egobrdoncihophoy,NO return
Egobronchophony,ggoboncophony,NO return
Egobronchophony,egoxbrbonchopkhony,NO return
Egobronchophony,gcebronchophony,NO return
Egobronchophony,egobrocnjohphony,NO return
Postoperative thoracic procedure complication,posoperatvie tworacic rocedue complitcion,NO return
Dental examination abnormal,dekntal exianation abnormrl,NO return
Ophthalmological examination normal,bphthalollgical exapminajtion norgal,NO return
Ophthalmological examination normal,opthalmoloihcal examnatioi normjal,NO return
Ophthalmological examination normal,bphthamologiacl exumniation nodrmal,NO return
Ophthalmological examination normal,ophythlamplogical exnamnation nourmal,NO return
Ophthalmological examination normal,ophdthalumflogical xaminatoin nowmal,NO return
Ophthalmological examination abnormal,phtzhamological uxmaination abnormkl,NO return
Ophthalmological examination abnormal,ophtalmologciaa xeaminaton abnromal,NO return
Ophthalmological examination abnormal,pohtalmoklogical eiaminatino banormal,NO return
Ophthalmological examination abnormal,obxthhalmological exainatin abbnormal,NO return
Ophthalmological examination abnormal,ophthfalmoloicl exaimnartion abnromal,NO return
Podiatric examination normal,pdqoiatric eexaminaton jormal,NO return
Dermatofibrosis lenticularis disseminata,dermaofiebrnsis lentciularsi disseimnyta,NO return
Dermatofibrosis lenticularis disseminata,deratofizmrosis lendticulamris dlisslminata,NO return
Dermatofibrosis lenticularis disseminata,dertaofbirosis lqnoicularis fissemnata,NO return
Dermatofibrosis lenticularis disseminata,dermatofirlosi lenticxlcaris disseminmt,NO return
Dermatofibrosis lenticularis disseminata,derwatvofibrcosis lpentmcularis issmeinata,NO return
Mucopolysaccharidosis I,kucpoolysacchridotsis i,NO return
Mucopolysaccharidosis I,mufypohysraccharidosis i,NO return
Mucopolysaccharidosis I,mcopolysxacharidoiss i,NO return
Mucopolysaccharidosis I,mucooplysacchradioss i,NO return
Mucopolysaccharidosis I,muopolfsaccharigfsis i,NO return
Mucopolysaccharidosis II,mucpolsyxaccharidosris ii,NO return
Mucopolysaccharidosis II,ucoplysaclharidsois ii,NO return
Mucopolysaccharidosis II,muccpolysachcarridoss ii,NO return
Mucopolysaccharidosis II,mucopolyadccharditosis ii,NO return
Mucopolysaccharidosis II,mucopolyasccharxidssi ii,NO return
Mucopolysaccharidosis III,uopolysaccharbidsis ii,NO return
Mucopolysaccharidosis III,muchpolysahaidosis hiii,NO return
Mucopolysaccharidosis III,hmucopolysacchaedionis ii,NO return
Mucopolysaccharidosis III,ucopolysscchardisis iiie,NO return
Mucopolysaccharidosis III,muopslykaccharidosif qiii,NO return
Mucopolysaccharidosis V,ouzopolysacchlyridosis v,NO return
Mucopolysaccharidosis V,mucopolsyacaridmsis v,NO return
Mucopolysaccharidosis V,mucopovsabccharidossi v,NO return
Mucopolysaccharidosis V,ucooplysagccharidowsis v,NO return
Mucopolysaccharidosis V,mucnomlysacchardiosis v,NO return
Mucopolysaccharidosis VI,mcopolysacchrdaosis vi,NO return
Mucopolysaccharidosis VI,mucopolyscawaridois vi,NO return
Mucopolysaccharidosis VI,umcopolygsachcareidosis vi,NO return
Mucopolysaccharidosis VI,mwucocpolysacchariddosips vi,NO return
Mucopolysaccharidosis VI,mucpooasacchairdosis vi,NO return
Mucopolysaccharidosis VII,tucpoolysacchariovis ivi,NO return
Mucopolysaccharidosis VII,ucopolysaychrisdosis viji,NO return
Mucopolysaccharidosis VII,mucpolcsaclharidosijs vbi,NO return
Mucopolysaccharidosis VII,mucopoysacharidosiqa vi,NO return
Mucopolysaccharidosis VII,mcopylksacchariodsis vi,NO return
Electrocardiogram P wave biphasic,electocariogeram p wvae biphtasic,NO return
Electrocardiogram P wave biphasic,eleyctrocardiagrma p awve ibphasic,NO return
Electrocardiogram P wave biphasic,elescrtocardiogrsam p ave ibphasic,NO return
Electrocardiogram P wave biphasic,leectrocarjieogram p wavt ibphasic,NO return
Electrocardiogram P wave biphasic,eljectrocarcikogram p wavfe bphasic,NO return
Necrobiosis lipoidica diabeticorum,necroiosisy itlpoidica ridabeticorum,NO return
Hydrocholecystis,hdrocholfcyrstis,NO return
Hydrocholecystis,hydrcholeybstis,NO return
Hydrocholecystis,hydropholystis,NO return
Hydrocholecystis,hydrcolceystis,NO return
Hydrocholecystis,hyocholecystcs,NO return
Neonatal hypoparathyroidism,neonatalf hypoparatfhyrvodism,NO return
Neonatal hypoparathyroidism,sneonatal hypopamathroipdism,NO return
Neonatal hypoparathyroidism,nemnatal jtypcoparathyroidism,NO return
Neonatal hypoparathyroidism,enonatal hhyoparathyrzidism,NO return
Neonatal hypoparathyroidism,nkeonatal hponarathyroidisw,NO return
Hereditary pancreatitis,herietary apncreattis,NO return
Oesophagobronchial fistula,oesophagobrnovhila fstula,NO return
Oesophagobronchial fistula,oesohagorrponchial fistla,NO return
Oesophagobronchial fistula,oeonphagobornchial fistuma,NO return
Oesophagobronchial fistula,oespagboronchial fistlua,NO return
Oesophagobronchial fistula,osophgabronchial fsitula,NO return
Gastrointestinal mucosal disorder,catroitnestinal mucojal edisorder,NO return
Gastrointestinal mucosal disorder,gsatroinsestinla mucyosal risorder,NO return
Gastrointestinal mucosal disorder,gastrointesstknaa mucoal dasorder,NO return
Gastrointestinal mucosal disorder,astroitesitnal mucosla disordaer,NO return
Gastrointestinal mucosal disorder,gastrointestiekla mucsal disordre,NO return
Cystoprostatectomy,cystogrostatecytonmy,NO return
Cystoprostatectomy,cysprprostatectmmy,NO return
Cystoprostatectomy,cystoprsooazectomy,NO return
Cystoprostatectomy,cynostoprostatetomy,NO return
Cystoprostatectomy,cystoprowstatecutomi,NO return
Pancreatic sphincterectomy,pakcreatmic sphijtrectomy,NO return
Pancreatic sphincterectomy,pancrqativc sphicerectoym,NO return
Pancreatic sphincterectomy,pnacreaitc sphirnctereetomny,NO return
Pancreatic sphincterectomy,pancevatic phicntefectomy,NO return
Pancreatic sphincterectomy,pajncreatirc pshinctrecaomy,NO return
Oesophagogastrectomy,oesopagoigastrectozy,NO return
Oesophagogastrectomy,osophagogasrtkectomy,NO return
Oesophagogastrectomy,ohsophgogastrectom,NO return
Oesophagogastrectomy,esophagoastrectoym,NO return
Oesophagogastrectomy,oesophagogastreoctohmya,NO return
Dermatofibrosarcoma protuberans,dermntfoitrosarcoma sootuberans,NO return
Dermatofibrosarcoma protuberans,dermtofiborsarcmoa protuberxnt,NO return
Dermatofibrosarcoma protuberans,dermatoifbbrosrcoma protubrnas,NO return
Dermatofibrosarcoma protuberans,dematofihbrosrcoma pruotuberyns,NO return
Dermatofibrosarcoma protuberans,drbematofibrosarcoa protyubeans,NO return
Enterostomy closure,enteroosmy closuer,NO return
Gastrointestinal tract mucosal pigmentation,gstoriyntestinal tratc mucosa pigmentatwrn,NO return
Gastrointestinal tract mucosal pigmentation,gastzintestinaj tarct mucostal pigmntatoin,NO return
Gastrointestinal tract mucosal pigmentation,galrointestinla trcat mucsoal pimenxation,NO return
Gastrointestinal tract mucosal pigmentation,gmatstrointesuinal trract mcuosal pygmentatoin,NO return
Gastrointestinal tract mucosal pigmentation,gawtrointystnal trat muocsal pigmenztxation,NO return
Pyopneumothorax,ypopuneumothrax,NO return
Pyopneumothorax,pyoneumothodanx,NO return
Pyopneumothorax,pyopnuemothriax,NO return
Pyopneumothorax,kyopneuothourax,NO return
Pyopneumothorax,jpyoneumothopax,NO return
Gastrointestinal ulcer management,yasrointestinaj ulcre mananezent,NO return
Gastrointestinal ulcer management,gasroincestial ulcuer manaegmet,NO return
Gastrointestinal ulcer management,gstrointestal ulcejr manageemtn,NO return
Gastrointestinal ulcer management,gaskrointemsztinal lucer imnaagement,NO return
Gastrointestinal ulcer management,gasroqntestianl ucer maasgement,NO return
Post cholecystectomy syndrome,vost cholecyastecwmy syndroem,NO return
Post cholecystectomy syndrome,psot cjhloecysttectomy iyndrome,NO return
Post cholecystectomy syndrome,poqt ncholkcystcetomy syndroma,NO return
Post cholecystectomy syndrome,potst chqolecysetctom syndrfome,NO return
Post cholecystectomy syndrome,pots chlecystectmwy syndromoe,NO return
Cell-mediated cytotoxicity,cll rmediated cytotoxicyi,NO return
T-lymphocyte count increased,t lymhocte counu incraxesed,NO return
Cervical spinal cord paralysis,cervicalw spinau czord rpalysis,NO return
Pseudoneurologic symptom,psuedomnvurologic slymptom,NO return
Pseudoneurologic symptom,pseemoneuroqlogic ysmptom,NO return
Pseudoneurologic symptom,pseudoferuologgc swmptom,NO return
Pseudoneurologic symptom,pseuodnurologxc symtom,NO return
Pseudoneurologic symptom,opstuzoneurologic sympnom,NO return
Oesophageal dilation procedure,oesopshageawl diilation procuere,NO return
Intervertebral disc operation,intervrtebal disfc oproeation,NO return
Therapeutic embolisation,therapeuct bolisation,NO return
Hernial eventration,helrnial eventriaon,NO return
Choroidal infarction,icoroidal infarcotn,NO return
Ocular haemangiopericytoma,oclar hamesngiopedricytoma,NO return
Ocular haemangiopericytoma,ojular paemageiopericytoma,NO return
Ocular haemangiopericytoma,oculay haemacgiogehicytoma,NO return
Ocular haemangiopericytoma,oculra haecmangiopereicjytoma,NO return
Ocular haemangiopericytoma,ocluar haemagniopricyotma,NO return
Scleral pigmentation,csleral pmientation,NO return
Rhinolaryngitis,rhinolasrynkgqitis,NO return
Rhinolaryngitis,rhinolasrngitiv,NO return
Rhinolaryngitis,rhinolcaryngtiias,NO return
Rhinolaryngitis,rohinolarenfgitis,NO return
Rhinolaryngitis,rhilorharyngitis,NO return
Angiogram peripheral,anigogrym peripherlca,NO return
Pulmonary valve sclerosis,pumnlonary vajve scylerosi,NO return
Peripheral artery angioplasty,peripxhreal atrery angiolupasty,NO return
Gastric varices haemorrhage,gatsric vairces haemorarge,NO return
Choledocholithotomy,mholedocholihtotom,NO return
Choledocholithotomy,choledcuolithotmoy,NO return
Choledocholithotomy,choledfchoitotomy,NO return
Choledocholithotomy,cloedocholithotoym,NO return
Choledocholithotomy,hcoledocholrthotvomy,NO return
Bone electrostimulation therapy,obne leetrostimulatilon therajy,NO return
Bone electrostimulation therapy,btne electrbostimultaino tehrapy,NO return
Bone electrostimulation therapy,sone elsectrostikulaqion therpay,NO return
Bone electrostimulation therapy,bhne leectrotsimulatoin threapy,NO return
Bone electrostimulation therapy,obne electrosimuatiozn hherapy,NO return
Chronic inflammatory demyelinating polyradiculoneuropathy,chronc inflrimmatory demeldinating plyradiluoneuropathhy,NO return
Chronic inflammatory demyelinating polyradiculoneuropathy,chqronic infbamatory demelinatign polyaadiicloneurosathy,NO return
Chronic inflammatory demyelinating polyradiculoneuropathy,cronic rinflammtory dvmyelinatig polyadicuvloneuroptmhy,NO return
Chronic inflammatory demyelinating polyradiculoneuropathy,chrnoic inflammawtozy dsmyeilnating plyradiculonetroptary,NO return
Chronic inflammatory demyelinating polyradiculoneuropathy,chroncic ineammatory demelinatiag olyradicvulonweunopathy,NO return
Peripheral neuroepithelioma of soft tissue,prjipheral neuzroepithwelioam of sot tiusue,NO return
Peripheral neuroepithelioma of soft tissue,perppherla naeuoepitheioma of sof tsisue,NO return
Peripheral neuroepithelioma of soft tissue,periphejnl neuroepityhelboa of aoft issue,NO return
Peripheral neuroepithelioma of soft tissue,bripheral eurocpithelipma of sof tgssue,NO return
Peripheral neuroepithelioma of soft tissue,perftipheral nenroepitheldomk of sofc tissvue,NO return
Encephalocutaneous angiomatosis,ehncephabouctaneous aniomathsis,NO return
Encephalocutaneous angiomatosis,encepalcouaneous wangioamtosis,NO return
Encephalocutaneous angiomatosis,enwephaocustaneous angiomatoseigs,NO return
Encephalocutaneous angiomatosis,encephalkcutneus atngizomatosis,NO return
Encephalocutaneous angiomatosis,encephalovatneous fngiozatosis,NO return
Injection site lymphadenopathy,ixnjeciton ite luymphadenophy,NO return
Injection site lymphadenopathy,iqzjection siet lymphvadecopaphy,NO return
Injection site lymphadenopathy,injectinv ite symphadvenopathyf,NO return
Injection site lymphadenopathy,injectdioon sgite lyxmphadenpoath,NO return
Injection site lymphadenopathy,injewtios sith glmypvhadenopathy,NO return
Purpura non-thrombocytopenic,prpura onn thrmeocytopeic,NO return
Purpura non-thrombocytopenic,pupura vnon throwmbocyioenic,NO return
Purpura non-thrombocytopenic,urpura nron thrmobnocytmpenic,NO return
Purpura non-thrombocytopenic,purpur nsn thrombooytopen,NO return
Purpura non-thrombocytopenic,purprua cnon thrmbcytopenhc,NO return
Corynebacterium sepsis,corynbacfvterium spesis,NO return
Corynebacterium sepsis,coorypebacteriu skepsis,NO return
Corynebacterium sepsis,corynhbacteurm sepiss,NO return
Corynebacterium sepsis,coyrnebacteijum sesis,NO return
Corynebacterium sepsis,corynebareium espsis,NO return
Aortogram,aortogmr,NO return
Primitive neuroectodermal tumour,fprimitie neurweckodefrmal tumor,NO return
Primitive neuroectodermal tumour,pritive ennoectodermal tumouk,NO return
Primitive neuroectodermal tumour,rpimftive neruoectobdpermal tuour,NO return
Primitive neuroectodermal tumour,criitive neuoecyodermaj tmuour,NO return
Primitive neuroectodermal tumour,rpimitivye elnuroectodermal umour,NO return
Nicotine dependence,nyicotine deefpndence,NO return
Hereditary haemochromatosis,wereditfary haymhchromaosis,NO return
Hereditary haemochromatosis,hereldntary ihaemorhruomatosis,NO return
Hereditary haemochromatosis,hvreditayr ahemocchrtmatosis,NO return
Hereditary haemochromatosis,hbereditray hazemtchromaotsis,NO return
Hereditary haemochromatosis,heerdiatry haemohromfatosjs,NO return
Ear tube insertion,zar utbe inrstion,NO return
Electrocardiogram U wave present,leecwrlcardiogram u waev upresent,NO return
Electrocardiogram U wave present,jlectrocarvoigram u waev presendt,NO return
Electrocardiogram U wave present,electrocradioogarm u bwave persent,NO return
Electrocardiogram U wave present,electrocardigarwm u ave prsent,NO return
Electrocardiogram U wave present,electlofcardhiogram u wav prhsent,NO return
Acute cutaneous lupus erythematosus,aqute cutanlout upus eryetmatosus,NO return
Schirmer's test normal,swhirmer' tst uormal,NO return
Rheumatoid factor increased,rhmeatoid afctor inrceasgd,NO return
Appendiceal mucocoele,appenidcela mcsuocoele,NO return
Electrocardiogram pacemaker spike,eleetrocadrwogram paecmakyr psike,NO return
Electrocardiogram pacemaker spike,electcroardiogam aocemaker psike,NO return
Electrocardiogram pacemaker spike,electrocradiogtarm palcemakre spik,NO return
Electrocardiogram pacemaker spike,leectrcardogram pwcemakpr xpike,NO return
Electrocardiogram pacemaker spike,electrocaridbgdam pacaker psike,NO return
Hypoglobulinaemia,hypoglobulidneamai,NO return
Hypoglobulinaemia,hypoglobllniaemai,NO return
Hypoglobulinaemia,hypogljonulkinaemia,NO return
Hypoglobulinaemia,hyypoglobulinajemiao,NO return
Hypoglobulinaemia,ypogloulienaemia,NO return
Pseudomononucleosis,pnseuomononucelosis,NO return
Pseudomononucleosis,pseudoomnonulceoiss,NO return
Pseudomononucleosis,seudomnonoucleosis,NO return
Pseudomononucleosis,seudomonoauclehsis,NO return
Pseudomononucleosis,meudomononuclesois,NO return
Subacute myelo-opticoneuropathy,subacte myeol lpticoneurputhy,NO return
Subacute myelo-opticoneuropathy,oubacute mgyelo opticoceuropavy,NO return
Subacute myelo-opticoneuropathy,subcute ymelo oeticonmeurpathy,NO return
Subacute myelo-opticoneuropathy,subacutl myeol vphticonueropathy,NO return
Subacute myelo-opticoneuropathy,subacutk myefo opticonerupoaxhy,NO return
Foetal malpresentation,fuoetal malpresejntarionu,NO return
Foetal malpresentation,fetal malpreesntsatoin,NO return
Foetal malpresentation,foteal mdalprecsentaiton,NO return
Foetal malpresentation,foetl malersentaion,NO return
Foetal malpresentation,foetla maplresenatino,NO return
Inhibiting antibodies,incibqiting antiboixdes,NO return
Cystatin C increased,ystatin c incarsed,NO return
Gastrointestinal oedema,gestrintestinl oeema,NO return
Gastrointestinal oedema,gfsfroinntestinal odema,NO return
Gastrointestinal oedema,atsrointstinal oekema,NO return
Gastrointestinal oedema,gsatrintstinal oedma,NO return
Gastrointestinal oedema,gasytrointestiny oedeua,NO return
Pulseless electrical activity,pusleyless electrilc acivity,NO return
Phaeochromocytoma excision,phaaochromoxtoma excilsion,NO return
Phaeochromocytoma excision,phaochreocytoma iexcision,NO return
Phaeochromocytoma excision,ipaeochromocytola excifsion,NO return
Phaeochromocytoma excision,phlaeochromocytosam excisjion,NO return
Phaeochromocytoma excision,phaeochromeomytpoma excisionm,NO return
Hypertensive urgency,hyprwetensive urency,NO return
Right atrial enlargement,rhight atrila eanrgement,NO return
Allergy to arthropod bite,alergy to arthropdio bte,NO return
Carbamoyl phosphate synthetase deficiency,rcbamoyl phzphate synetetase deicincy,NO return
Carbamoyl phosphate synthetase deficiency,carbapyyl phsjophate sykthetasde edficiecny,NO return
Argininosuccinate synthetase deficiency,arginnofsccinate syntheatue defihcincy,NO return
Argininosuccinate synthetase deficiency,argieniousccinate synthensae deicienkcy,NO return
Argininosuccinate synthetase deficiency,agrininouscicnate esynthtase deficilnc,NO return
Argininosuccinate synthetase deficiency,aywrgininosuccinat syntohtase nsficiency,NO return
Argininosuccinate synthetase deficiency,argiinonsuccinaet wynthetas dfciiency,NO return
Argininosuccinate lyase deficiency,arginiopuccniate llyase dekficienyc,NO return
Argininosuccinate lyase deficiency,arginxjnouccinate lase deficibcy,NO return
