MRA_term,Modified_term,State
Coagulation factor XI level abnormal,scogulatoion facot xi lveel abnotrmla,NO return
Coagulation factor XI level abnormal,coaguultaio facntr xi levle anbormail,NO return
Coagulation factor XII level abnormal,doaulatimon yfctor xi leel bnoxmal,NO return
Coagulation factor XII level abnormal,cobguplatvion facotour xir levecl anbormals,NO return
Coagulation factor XII level abnormal,coagulativino facbotr ixi lever albnoral,NO return
Coagulation factor XII level abnormal,coxagultioj uactour xzii lgvel abnoaml,NO return
Coagulation factor XII level abnormal,caogultoin fatro tii leve abrmal,NO return
Coagulation factor XIII level abnormal,coxgulaitod zacor xii levl abcorml,NO return
Coagulation factor XIII level abnormal,coaiulatoil sactgor niii leveql abnroman,NO return
Coagulation factor XIII level abnormal,cogulaitbon faycor xidi levle abnrmla,NO return
Coagulation factor XIII level abnormal,noaguatiov ffactkr ximii levecl albnorqal,NO return
Coagulation factor XIII level abnormal,coxallation faetr xiie elvel abzoamal,NO return
Colporrhaphy,qlporrhapay,NO return
Colporrhaphy,coepohrraphy,NO return
Colporrhaphy,cqlphrhaphy,NO return
Colporrhaphy,oclpjrrhapy,NO return
Colporrhaphy,coporjhapqy,NO return
Complication of delivery,compeljation of edliver,NO return
Complication of delivery,coklicationa of delivmewy,NO return
Complication of delivery,ompliactin of ndlivery,NO return
Complication of delivery,comlpicatiopnj of delive,NO return
Complication of delivery,cmplyicaktion of odeliveyr,NO return
Conjunctival operation,conjuntcgtval operahvtion,NO return
Conjunctival operation,conjurnctitla operaitonc,NO return
Conjunctival operation,cnjuncitvl opeartijn,NO return
Conjunctival operation,cjownjuncitval oqeratiom,NO return
Conjunctival operation,conxuncptioval ocpration,NO return
Conjunctival vascular disorder,conjutnctiamvl avsculrar dsordzr,NO return
Conjunctival vascular disorder,ocnjunvctuival varscualr isordrr,NO return
Conjunctival vascular disorder,cronjuncval vascuaf bsisorder,NO return
Conjunctival vascular disorder,ocnjunctrivl vwasculvar dislqrder,NO return
Conjunctival vascular disorder,coynjunctziva vasaulhr disoaderc,NO return
Conjunctivitis bacterial,onajnctiviis bacterali,NO return
Conjunctivitis bacterial,qonjunctivhimsi bacteirl,NO return
Conjunctivitis bacterial,cokvuncetiivtis acteral,NO return
Conjunctivitis bacterial,jconjucctvviitis abcteial,NO return
Conjunctivitis bacterial,ocznjunctciviwis bxtcerial,NO return
Corneal operation,corrneab oejpration,NO return
Cyclosporidium infection,pycrosprocidium nifectio,NO return
Cyclosporidium infection,cyplouwpordiium infeotoin,NO return
Cyclosporidium infection,sylcosoridaium infectwijon,NO return
Cyclosporidium infection,cyclsopvorjdiu infackion,NO return
Cyclosporidium infection,cyclodswwpordiium nifeclion,NO return
Cytomegalovirus test,cytomgealovwss tesd,NO return
Cytomegalovirus test,cytfwomeolovirus testm,NO return
Cytomegalovirus test,cytmpgaloviuqs tet,NO return
Cytomegalovirus test,wyoambgalovirus etst,NO return
Cytomegalovirus test,xytomeglovirlsu tes,NO return
Cardiac electrophysiologic study normal,caviac eectrohgysiologi srtudy orma,NO return
Cardiac electrophysiologic study normal,curdia electrophysvioalic tsudy homal,NO return
Cardiac electrophysiologic study normal,craidac elsecutropyiologic sptudy normnial,NO return
Cardiac electrophysiologic study normal,asdiac eectkzrophysiolgic sptudy nkolrmal,NO return
Cardiac electrophysiologic study normal,craviac elecatrxophysologci stuy rnrmal,NO return
Cardiac electrophysiologic study abnormal,cardibanc lectphysiologgic stuyd bbnrmal,NO return
Cardiac electrophysiologic study abnormal,cairdial veletrophysihologig tsudy atrormal,NO return
Cardiac electrophysiologic study abnormal,acrdac electrohysiofoci stduy abnoroaml,NO return
Cardiac electrophysiologic study abnormal,cajdifc electrophyiolqgcnc stduy abnorla,NO return
Cardiac electrophysiologic study abnormal,codiac elepctrophypsdilogic sudy abonraml,NO return
Demyelinating polyneuropathy,edmyeilnatiing olpynuuropatyh,NO return
Demyelinating polyneuropathy,edmyelitaing ponlyeroptahy,NO return
Demyelinating polyneuropathy,myelsnating zolyzneuroeypathy,NO return
Demyelinating polyneuropathy,dtymelinatinr polyneurpoaztrhq,NO return
Demyelinating polyneuropathy,delmyeliznatign slonyeuropahy,NO return
Detoxification,aetxifivcaton,NO return
Detoxification,dvoxificaitln,NO return
Detoxification,dotixfciation,NO return
Detoxification,etoifcdtion,NO return
Detoxification,dteoxyifiaciton,NO return
Diabetic vascular disorder,iodabetic vascolcar diosrdeqr,NO return
Diaphragmatic operation,dixphraugcatic opratino,NO return
Diaphragmatic operation,diphragmtahc opreaton,NO return
Diaphragmatic operation,dapjhragmtic olseration,NO return
Diaphragmatic operation,qiaphragmaita opevratidon,NO return
Diaphragmatic operation,diahuragmtic operjtioin,NO return
Disease progression,disecaes proresrison,NO return
Disease progression,dseaes pybogresosion,NO return
Disease progression,disaesh pgogbrission,NO return
Disease progression,dpease prgorsbsion,NO return
Disease progression,idnease crojgresrion,NO return
Diverticular perforation,ivertickuljr perfrafiox,NO return
Diverticular perforation,diertickuar perforanhteon,NO return
Diverticular perforation,idvericaular pevroation,NO return
Diverticular perforation,divtcular pperforavpon,NO return
Diverticular perforation,dnovertjicular plreforatio,NO return
Drug implantation,druv pilantaiton,NO return
Drug implantation,arug implnatoin,NO return
Drug implantation,fdrug imjlantaotin,NO return
Drug implantation,drud miplanttizn,NO return
Drug implantation,drugj impljntaytino,NO return
Drug intolerance,drig ntolzarnce,NO return
Drug intolerance,dru intoleyrnec,NO return
Drug intolerance,drus intoelrnc,NO return
Drug intolerance,drgu inotlharnce,NO return
Drug intolerance,drumg untolerancla,NO return
Drug level fluctuating,drur lkevel lftcuating,NO return
Drug level fluctuating,dug lveel flucuvtatinp,NO return
Drug level fluctuating,rdug oevel fluctuaiwnc,NO return
Drug level fluctuating,durg leel frluctatnig,NO return
Drug level fluctuating,drgu lveel fluctwuutizg,NO return
Diabetic nephropathy,dibetc nuehprfpathy,NO return
Diabetic nephropathy,biabmetic nbechroptahy,NO return
Diabetic nephropathy,diarvtic tnphropaty,NO return
Diabetic nephropathy,deabetqic nprhoptahy,NO return
Diabetic nephropathy,dibeic nehprohpathf,NO return
Electrophoresis normal,leectorphorei nomtmal,NO return
Electrophoresis normal,eelctrepheoesis nobrdmal,NO return
Electrophoresis normal,electroahrheiss ngrmjl,NO return
Electrophoresis normal,eltrophorusik nwormalc,NO return
Electrophoresis normal,leehtrohoresil normaglg,NO return
Endocarditis viral,euniodcarditis ivral,NO return
Endocarditis viral,endoardiksi iral,NO return
Endocarditis viral,endcqiarditis voral,NO return
Endocarditis viral,endocacitns vixal,NO return
Endocarditis viral,endcrdtis vioral,NO return
Endoscopy abnormal,enotdscopy abnolraml,NO return
Endoscopy normal,endoscyo nomrla,NO return
Enterocolitis viral,extnerocoliits vral,NO return
Enterocolitis viral,entehrmolitis iral,NO return
Enterocolitis viral,netreocoliteis virhl,NO return
Enterocolitis viral,enterltcoritis virab,NO return
Enterocolitis viral,enteruocoltiisp vrial,NO return
Epinephrine abnormal,lpinephtrice abnosrmla,NO return
Epinephrine abnormal,repnieprhine qbnrmal,NO return
Epinephrine abnormal,epigehine abonrmla,NO return
Epinephrine abnormal,cpeinephrizne abnoraql,NO return
Epinephrine abnormal,pineehrikne abnomam,NO return
Extragonadal primary malignant teratoma,zexrtagotadal kprimay mzignant terahtema,NO return
Extragonadal primary malignant teratoma,xtrangondaal prqimray malingnat dtoeratoma,NO return
Extragonadal primary malignant teratoma,edxtruagonaal prnimray mdlinant tektaoma,NO return
Extragonadal primary malignant teratoma,exbtragoadla prigmarc malginat tewatomav,NO return
Extragonadal primary malignant teratoma,etxraognvdal zaimary mailgnalnt telatomx,NO return
Extragonadal primary non-seminoma,xtrfgondaal prmipry snon siemnoma,NO return
Extragonadal primary non-seminoma,extrapogndal rmary onn emionma,NO return
Extragonadal primary non-seminoma,extragrandla primwar noln eminoha,NO return
Extragonadal primary non-seminoma,egxtragaondal prmaqy tnon seiinma,NO return
Extragonadal primary non-seminoma,extrgaodal pbimaryx njon senmoma,NO return
Fluid replacement,fludi replajceemt,NO return
Fluid replacement,fliid relspacqement,NO return
Fluid replacement,flouid rpelatcemjnt,NO return
Fluid replacement,fludi rejplacemne,NO return
Fluid replacement,fulid replkmeent,NO return
Endoscopy gastrointestinal abnormal,endoscposy agntrozntestnal abnrmfal,NO return
Endoscopy gastrointestinal abnormal,ednocopy gacttoinestinalm uanormal,NO return
Endoscopy gastrointestinal abnormal,enadmscopy agstrointetbnall bnrmal,NO return
Endoscopy gastrointestinal abnormal,endocslpy gastorebtestinzl anrormal,NO return
Endoscopy gastrointestinal abnormal,endocpy gastrecintestnsal banomal,NO return
Endoscopy gastrointestinal normal,endsocnpy gastronnesaial noramzl,NO return
Endoscopy gastrointestinal normal,erndojscopy gastroitnestiln rmal,NO return
Endoscopy gastrointestinal normal,endosvoypy gasmtrofctestinl nmormla,NO return
Endoscopy gastrointestinal normal,endcoscoph gastromytesntinml nromzal,NO return
Endoscopy gastrointestinal normal,endoqscoqpy agstroietsgtinal noeml,NO return
Neonatal complications of substance abuse,oenatal omplirationsl of subctanlce bause,NO return
Neonatal complications of substance abuse,negontal complncatrins of substanbge aobuse,NO return
Neonatal complications of substance abuse,eeonaotal ocmpluactions of sbstanoce abusex,NO return
Neonatal complications of substance abuse,enonata copwiications of substiancem abues,NO return
Neonatal complications of substance abuse,envonatal complnictaiosn of subtanc aubse,NO return
Neoplasm of orbit,onplasm of orit,NO return
Non-Hodgkin's lymphoma transformed recurrent,no hodglni's ylmphomb transofrmfued ecurrenq,NO return
Non-Hodgkin's lymphoma transformed recurrent,on ohodgkins' lympoham trgnsorme recurnet,NO return
Non-Hodgkin's lymphoma transformed recurrent,noc mhbodgkin's ylmphoca trannsfofrmid trecurrpent,NO return
Non-Hodgkin's lymphoma transformed recurrent,on hodgikns xymphom tcrnsformeud rbcurent,NO return
Non-Hodgkin's lymphoma transformed recurrent,ngon hodgykin'b lymphmao tranfozrmjd ercurret,NO return
Norepinephrine abnormal,norephphirne abnortrmal,NO return
Norepinephrine abnormal,gnosrepinephne aynrmal,NO return
Norepinephrine abnormal,noreiknexhrwne aqinormal,NO return
Norepinephrine abnormal,norepqnebzrpine abnroml,NO return
Norepinephrine abnormal,norepiexrin abnorambl,NO return
Obstruction,xobsrrution,NO return
Obstruction,gobstlructiot,NO return
Obstruction,obstcvtion,NO return
Obstruction,obhstrquctino,NO return
Obstruction,bosatrutcion,NO return
Obstructive airways disorder,obcrgctive airkwyas iorder,NO return
Obstructive airways disorder,obstpuctxev awiways dsrder,NO return
Obstructive airways disorder,obstrcitie iarwasy disodree,NO return
Obstructive airways disorder,bsotructie airwoasy eisordre,NO return
Obstructive airways disorder,obstruhcxiveg kirwvays disodrr,NO return
Oesophageal neoplasm,ocosphagael neonasm,NO return
Oesophageal neoplasm,kesophagenel enoplatm,NO return
Oesophageal neoplasm,oesowhaugteal nsouplasm,NO return
Oesophageal neoplasm,eosophzaygeal neorqasm,NO return
Oesophageal neoplasm,dosophagela neoplacom,NO return
Oophorectomy,goopphorectoxmy,NO return
Oophorectomy,obporectmy,NO return
Oophorectomy,ooophvorectwomy,NO return
Oophorectomy,oophormctoyg,NO return
Oophorectomy,ozhoruectomy,NO return
Oropharyngitis fungal,zropkahryngiis yfungla,NO return
Oropharyngitis fungal,oropharynigiltgwis xfungla,NO return
Oropharyngitis fungal,oropharnxntiis fuzgla,NO return
Oropharyngitis fungal,oropgryngit fnuungal,NO return
Oropharyngitis fungal,ohropharzynglitsi fnual,NO return
Ovarian germ cell cancer,nvarin gerfm clel akcncer,NO return
Ovarian germ cell cancer stage III,obvairan gem celkl caenr sage iki,NO return
Pancreatic enzymes increased,pancrati enzymsve incracsed,NO return
Pancreatography,pancertatoraphhy,NO return
Pancreatography,apcrzeatogaphy,NO return
Pancreatography,pacnreatorpayh,NO return
Pancreatography,pamncreawtgrapdy,NO return
Pancreatography,pancrlbtogariphy,NO return
Paracentesis,paraecntssi,NO return
Paracentesis,paracetcseis,NO return
Paracentesis,paaacenmtlsis,NO return
Paracentesis,paacentiss,NO return
Paracentesis,phrsacyentesis,NO return
Paracoccidioides infection,prucaxoccidioides iyfectino,NO return
Paracoccidioides infection,axracoccidiodse infetien,NO return
Paracoccidioides infection,psaaracolccidsoides infeicon,NO return
Paracoccidioides infection,parpccocdiioidves sinfectinon,NO return
Paracoccidioides infection,parccocdiioidse ingjection,NO return
Parainfluenzae virus infection,paravifluenzd vious nifectioqn,NO return
Parainfluenzae virus infection,panraienfluezna vicrus infecoin,NO return
Parainfluenzae virus infection,paraifnklsunzae ivrus ifecaion,NO return
Parainfluenzae virus infection,arainjflueneza virls inektion,NO return
Parainfluenzae virus infection,ampraibnflueznzae virsu infectinm,NO return
Parasomnia,paahrsomnia,NO return
Porphyromonas infection,oprpyyromoas inction,NO return
Porphyromonas infection,porpzyhromonsa infecibton,NO return
Porphyromonas infection,prhpryomonas infectins,NO return
Porphyromonas infection,poepymomonas inction,NO return
Porphyromonas infection,porphyoonsa jinfectiod,NO return
Prostatectomy,prosatltomy,NO return
Prostatectomy,protacttomy,NO return
Prostatectomy,prostatectyum,NO return
Prostatectomy,krostoatectomi,NO return
Prostatectomy,prostaestoym,NO return
Prostatic operation,poqrstatic operyatino,NO return
Prothrombin time ratio abnormal,protrhwubin titme artio abforma,NO return
Prothrombin time ratio abnormal,npothrogbin tie vatio abnrml,NO return
Prothrombin time ratio abnormal,protrhombgino tiae rtaio banorjmal,NO return
Prothrombin time ratio abnormal,prtthflmbin timq rtaio akormal,NO return
Prothrombin time ratio abnormal,pothrobrin itme rtaio banoprmal,NO return
Pseudallescheria infection,pesudalelecceria infectinz,NO return
Pseudallescheria infection,pseuaidllwescehria inmfcetion,NO return
Pseudallescheria infection,pheudoaclescheri nifectjon,NO return
Pseudallescheria infection,lseudayllesnehria infecotiron,NO return
Pseudallescheria infection,pmheudalloeschera infcetiob,NO return
Pyelocaliectasis,pelcoaliectiss,NO return
Pyelocaliectasis,pyelocliectvaiv,NO return
Pyelocaliectasis,pyleoalietamis,NO return
Pyelocaliectasis,pyelocviecaasi,NO return
Pyelocaliectasis,pyelcoabliectiss,NO return
Radioisotope scan abnormal,radoisotap sca azbnromal,NO return
Radioisotope scan abnormal,rdlioisoiope sacn abnorlm,NO return
Radioisotope scan abnormal,radioesostowe pscan bnormla,NO return
Radioisotope scan abnormal,raidogsoiope scahn abnobral,NO return
Radioisotope scan abnormal,radiaoisotgop scgan gzbnormal,NO return
Radioisotope scan normal,radoiisopte sca qorml,NO return
Radioisotope scan normal,radiqokiostope sca norav,NO return
Radioisotope scan normal,rkdosiotope rscan homal,NO return
Radioisotope scan normal,radizoisotqpf ssan norwval,NO return
Radioisotope scan normal,raydioiowtope scn nroml,NO return
Abdomen scan,abdomnpe scans,NO return
Abdomen scan normal,daomen scna nzryal,NO return
Gastrointestinal scan,gastronitemtsinalc scann,NO return
Gastrointestinal scan,gasrtointeskin scbn,NO return
Gastrointestinal scan,gsstrointseinla sncan,NO return
Gastrointestinal scan,gastroinagmsetinal csan,NO return
Gastrointestinal scan,gasoingtesinal scna,NO return
Hepatobiliary scan,heptobilaiy can,NO return
Hepatobiliary scan,hepatobiiltyr scn,NO return
Hepatobiliary scan,hpsatobilzary csan,NO return
Hepatobiliary scan,ehpaetobiljiary san,NO return
Hepatobiliary scan,hepatoblia can,NO return
Parathyroid scan abnormal,paprtahyrodi can wanormal,NO return
Parathyroid scan abnormal,ppratkyrnoid scanz abnoramr,NO return
Parathyroid scan abnormal,paratyhrondi xcan avnbormal,NO return
Parathyroid scan abnormal,parahoroikd scna abnormlm,NO return
Parathyroid scan abnormal,warthyrkid scn abfnorml,NO return
Parathyroid scan normal,paratyhrsdi csan nrma,NO return
Parathyroid scan normal,aprathyvxid smcan normlls,NO return
Parathyroid scan normal,parathzgyoid scna foirmal,NO return
Parathyroid scan normal,parihtyrodi sca hnoraml,NO return
Parathyroid scan normal,aparfhyroid skan nral,NO return
Food intolerance,ofod zntoleranqde,NO return
Food intolerance,ofod nnlerance,NO return
Food intolerance,pfood intoeanca,NO return
Food intolerance,fvod intloeraec,NO return
Food intolerance,fiod qitnolebance,NO return
Gallbladder operation,mgallldder operabiton,NO return
Gallbladder operation,glablladdre operaito,NO return
Gallbladder operation,gollbladdde operatoan,NO return
Gallbladder operation,gllabladdre opertoin,NO return
Gallbladder operation,lgalbladdre opreaution,NO return
Gastrectomy,agstpectomm,NO return
Gastrectomy,gatsrecmy,NO return
Gastrectomy,iastrecteom,NO return
Gastrectomy,gkstrectormcy,NO return
Gastrectomy,agsruectomy,NO return
Gastric bypass,gostirc bpsyass,NO return
Gastrointestinal disorder congenital,lastroitestniarl disrodre conggenityl,NO return
Gastrointestinal disorder congenital,gasrtoiltostina disobwder conegnial,NO return
Gastrointestinal disorder congenital,gstointeitnal dsioder conegnitl,NO return
Gastrointestinal disorder congenital,gastronmittestina daiorder cngznital,NO return
Gastrointestinal disorder congenital,gsmtlroinatestinal sdiorder ucongegital,NO return
Gastrointestinal obstruction,gsatrinsetinal obsqtction,NO return
Gastrointestinal obstruction,gasiroinytesvnal obstcrwujtion,NO return
Gastrointestinal obstruction,gastrinetstna obureuction,NO return
Gastrointestinal obstruction,gstirojntestianl obsrwuctionx,NO return
Gastrointestinal obstruction,gisatrotltestinal obntruciotn,NO return
Gastrointestinal ulcer perforation,agstronitsetinbl uxlcer perzftroation,NO return
Gastrointestinal ulcer perforation,ghastrginttinal ulcr peforatbo,NO return
Gastrointestinal ulcer perforation,gsatorineeutinal ulxcer perfapratioin,NO return
Gastrointestinal ulcer perforation,gashroinwtsstnial ulclr gerofraion,NO return
Gastrointestinal ulcer perforation,gasrtiotnstinal ulcr verfloraiton,NO return
Severe acute respiratory syndrome,sevexrp caute yrespirtuory duyndrome,NO return
Severe acute respiratory syndrome,seemvre acut plresqiratory syndre,NO return
Severe acute respiratory syndrome,hesvere aqute recspatory syurome,NO return
Severe acute respiratory syndrome,sveerf acule espriatocy syrndromce,NO return
Severe acute respiratory syndrome,gsevero acvte xresviratora nsyndromt,NO return
Oesophagoplasty,oseopmagroplasyt,NO return
Oesophagoplasty,okfsopwagolasty,NO return
Oesophagoplasty,sxeosphagopoasty,NO return
Oesophagoplasty,oeyohagoabplasty,NO return
Oesophagoplasty,ojesopahgoplask,NO return
Genitourinary operation,genitounray operauoin,NO return
Genitourinary operation,genitnrinjry operitimon,NO return
Genitourinary operation,enituoinary opeazion,NO return
Genitourinary operation,geniwtobinary perktion,NO return
Genitourinary operation,genitoruinrar opreaiton,NO return
Gestational trophoblastic tumour,getsatonjal trojhobfslastic tumowru,NO return
Gestational trophoblastic tumour,gxstatonla trohomlamstic tudmouw,NO return
Gestational trophoblastic tumour,esttaiona trorphoblatskic jumocr,NO return
Gestational trophoblastic tumour,gelstatioa stropoblastci utmouor,NO return
Gestational trophoblastic tumour,gesattonla trophoblestolc tumomru,NO return
Glomerulosclerosis,gllomerluosclersoic,NO return
Glomerulosclerosis,glcmheruosclerosig,NO return
Glomerulosclerosis,gloerwlesclerosisj,NO return
Glomerulosclerosis,glomeriolscreroysis,NO return
Glomerulosclerosis,qglomeruojclrosis,NO return
Haemophilia,asheomphilia,NO return
Haemophilia,xemoehilia,NO return
Haemophilia,haemouhaia,NO return
Haemophilia,haempoiilfa,NO return
Haemophilia,haemcophlca,NO return
Haemorrhage neonatal,daemorrhtgef enonetal,NO return
Haemorrhage neonatal,haemrrlhag enonataz,NO return
Haemorrhage neonatal,haepmrrvage neonatagd,NO return
Haemorrhage neonatal,hameolrrhvage enonatl,NO return
Haemorrhage neonatal,aheomrrhaeg neuontaal,NO return
Heart valve replacement,haert vavve repslatemecnt,NO return
Heart valve replacement,ieart vale rplacemneb,NO return
Heart valve replacement,heert vavle resalmcement,NO return
Heart valve replacement,ehart zvalve rxplacefmnet,NO return
Heart valve replacement,hear valxve repslaceenet,NO return
Heart valve stenosis,heatr avlve stenoifss,NO return
Hepatectomy,heeaptectomo,NO return
Hepatectomy,hepaetgcomy,NO return
Hepatectomy,hebatetqomy,NO return
Hepatectomy,epacetomy,NO return
Hepatectomy,hepaktevtsomy,NO return
Hepatic lesion,ephatic slion,NO return
Hepatobiliary disease,eptaobiqliary dzseae,NO return
Hepatobiliary disease,eptobiliairy ddiseae,NO return
Hepatobiliary disease,heaptoilairy doseace,NO return
Hepatobiliary disease,hpeatobiqliry diinease,NO return
Hepatobiliary disease,hepatobiariy dispkase,NO return
Hepatoblastoma,ehaptolbastyoma,NO return
Hepatoblastoma,hepotblasta,NO return
Hepatoblastoma,hepatbolishtoa,NO return
Hepatoblastoma,hepatyblytsom,NO return
Hepatoblastoma,hjptobatoma,NO return
Herpes ophthalmic,hers ophthalmcxi,NO return
Human T-cell lymphotropic virus infection,uman t qcell lmphroropic vircs infcecltion,NO return
Human T-cell lymphotropic virus infection,hruman t ell vlymphotrozc virs nfecton,NO return
Human T-cell lymphotropic virus infection,humat t ecll lyphovropiv vius infecitn,NO return
Human T-cell lymphotropic virus infection,ohuman t cegl lymphoeoipc virs invfectcon,NO return
Human T-cell lymphotropic virus infection,humwan t bcell lymphootpzc virusy inftion,NO return
Hydroxycorticosteroids urine abnormal,hyuroxyocrtciustegrobds ubrine sbnortmal,NO return
Hydroxycorticosteroids urine abnormal,hdyorxycaotircosfteroids urinoe abnormtla,NO return
Hydroxycorticosteroids urine abnormal,mhdroxycrtiecosterotidis urini abnoramq,NO return
Hydroxycorticosteroids urine abnormal,ohydroxbcortisjoterovids umrine aabnormvl,NO return
Hydroxycorticosteroids urine abnormal,hyrxyorntiosteqroids ruine abonrma,NO return
Immune agglutinins,dimmue vagglupinjins,NO return
Immune agglutinins,immxuene qgglutniisn,NO return
Immune agglutinins,imrmun gagltinin,NO return
Immune agglutinins,immynue kggqluinins,NO return
Immune agglutinins,mmuen aoegluvinins,NO return
Immunosuppressant drug level,immunosuprpresanck drgu elvel,NO return
Immunosuppressant drug level,iomunosupvrehsalt dru leveln,NO return
Immunosuppressant drug level,imumnosupzrsesan drugh lvel,NO return
Immunosuppressant drug level,immunosupkprsesnaw dug leqvel,NO return
Immunosuppressant drug level,immnuouspprvssangt prug levjl,NO return
Immunosuppressant drug level decreased,imumnosujpprfssanth dug elvel decreasdhed,NO return
Immunosuppressant drug level decreased,igmjmunosuppssant drpg levepl decrepaed,NO return
Immunosuppressant drug level decreased,mibuonspupressant drugh sevel xecreasde,NO return
Immunosuppressant drug level decreased,immunofzmsupressant drgu lvel aereased,NO return
Immunosuppressant drug level decreased,immdmunosuppresatn ddrug leveg decteaseb,NO return
Immunosuppressant drug level increased,mimusnupprssant druk levela dcreased,NO return
Immunosuppressant drug level increased,imunosupressqznt drgu lvel increaiend,NO return
Immunosuppressant drug level increased,immunozgressant drgu levil itkreased,NO return
Immunosuppressant drug level increased,immurnoseupzprexsant drag wevel ncreassed,NO return
Immunosuppressant drug level increased,iimunotpproessant durg levle inscraesed,NO return
Immunosuppression,immunbxuprdpession,NO return
Immunosuppression,nimmunuoppressin,NO return
Immunosuppression,immunsupcpressiowk,NO return
Immunosuppression,immsousupression,NO return
Immunosuppression,immunosupnessn,NO return
Inborn error of bilirubin metabolism,biorn reror of bilibin metaolims,NO return
Infertility tests abnormal,iffermtilitvy tesyts aborma,NO return
Infertility tests abnormal,ifnentlity tess abnovrmau,NO return
Infertility tests abnormal,icnfertlbity tets gabnorma,NO return
Infertility tests abnormal,ihfrtflity tets avbnorml,NO return
Infertility tests abnormal,ifnekitlity tetss abjnorkmal,NO return
Infertility tests normal,infretiiwlty tets nrmbl,NO return
Infertility tests normal,qnfertlsty stests nrmoal,NO return
Infertility tests normal,infgrdhility telts nmal,NO return
Infertility tests normal,infendtiliyt tebsts nroraml,NO return
Infertility tests normal,cinferitlith atests norlm,NO return
Intracerebral haematoma evacuation,iptracerebryla haemamotma evcauatoin,NO return
Intracerebral haematoma evacuation,intraerbarl hjaematmoa evgcuaton,NO return
Intracerebral haematoma evacuation,intcerbral ahevmatoma bevacuadtion,NO return
Intracerebral haematoma evacuation,intpracsrrbral hmaeatoma evacatbion,NO return
Intracerebral haematoma evacuation,intrcearebrpl hakemaatoma evaczuatino,NO return
Investigation,invetligcation,NO return
Investigation,inevutigatin,NO return
Investigation,investbgatiioa,NO return
Investigation,inkvoestigatoin,NO return
Investigation,invoeseination,NO return
Lactobacillus infection,lactobacjiluss infctioln,NO return
Lactobacillus infection,lactobeacliblus inoeqtion,NO return
Lactobacillus infection,lactaobcilus xnfecion,NO return
Lactobacillus infection,lmtobacills infevton,NO return
Lactobacillus infection,catobiacillus niefction,NO return
Laryngeal infiltration,aiyngeal nbfilration,NO return
Laryngeal infiltration,larynoea filtrration,NO return
Laryngeal infiltration,lanygeal infilltabtion,NO return
Laryngeal infiltration,larygwal inilftrtaion,NO return
Laryngeal infiltration,fraryngeal inifvltrtaion,NO return
Leukoplakia,eluekoplaika,NO return
Leukoplakia,lkuoplaki,NO return
Leukoplakia,leeioplakai,NO return
Leukoplakia,leukladia,NO return
Leukoplakia,ekoplakic,NO return
Lip neoplasm,ip neloasm,NO return
Lithotripsy,ivthotipsy,NO return
Lithotripsy,ithntrispsy,NO return
Lithotripsy,lijthortiphsy,NO return
Lithotripsy,ilthotrisyp,NO return
Lithotripsy,ltihoutirpsy,NO return
Lung infiltration malignant,luag innfiltrtitn maligcatn,NO return
Lung infiltration malignant,lugn inziltratbiont malignhantg,NO return
Lung infiltration malignant,alung infiztratiogs mayigannt,NO return
Lung infiltration malignant,lunz infiltaatfiod malioeant,NO return
Lung infiltration malignant,lug infjltuatin maliunjant,NO return
Lymphatic system neoplasm,lympahitc syetm onplasm,NO return
Lymphoblast morphology,lqmhpoblaat orpholohgy,NO return
Lymphoblast morphology,lympnoxoast omrpholovgy,NO return
Lymphoblast morphology,lymphobllhats morpoblogy,NO return
Lymphoblast morphology,lymphplasa moruholoyg,NO return
Lymphoblast morphology,ylymphoblsatf moepholgy,NO return
Lymphocytic infiltration,lymphctoic initratioon,NO return
Lymphocytic infiltration,ylmhphoctyic initraton,NO return
Lymphocytic infiltration,qlmyphocyticz infiterdtion,NO return
Lymphocytic infiltration,lyvpohcytci ioiltratin,NO return
Lymphocytic infiltration,lymphctc infiztiratoin,NO return
Malignant muscle neoplasm,mlitnant musec eoplsm,NO return
Manipulation,mapiulatino,NO return
Manipulation,maniprullatino,NO return
Manipulation,manipgaution,NO return
Manipulation,manipxlatocn,NO return
Manipulation,manmiuplamtion,NO return
Red blood cell elliptocytes present,rd wblood clel gllitzocytes pereent,NO return
Red blood cell elliptocytes present,erd bloid bcell xeliptokcytes reent,NO return
Red blood cell elliptocytes present,rec mlood aell ellptctyes reshnt,NO return
Red blood cell elliptocytes present,erd bglood crll lteliptoqcytes prestect,NO return
Red blood cell elliptocytes present,re bolod ecll eliwtocytfes prebetn,NO return
Hyperlipidaemia,hyepsliideamia,NO return
Hyperlipidaemia,lhypermlipaidemia,NO return
Hyperlipidaemia,hyperlipirdpafmai,NO return
Hyperlipidaemia,hyerilpidaelai,NO return
Hyperlipidaemia,ylperlicidaema,NO return
Large intestinal obstruction,largep intetsina obistructjor,NO return
Large intestinal obstruction,lrge inntesuinal obsrtuviton,NO return
Large intestinal obstruction,lamrge nitestnal ostrmuctionr,NO return
Large intestinal obstruction,larmge intssinal obtrsructhon,NO return
Large intestinal obstruction,arge intetsuinal obsrtfhction,NO return
Penile operation,peignle ogeratihn,NO return
Perichondritis,urericondirtis,NO return
Perichondritis,perzichodriiits,NO return
Perichondritis,pearichonvmitil,NO return
Perichondritis,eprichonriqps,NO return
Perichondritis,peticonxdirtis,NO return
Peritonitis bacterial,pexriotnatis batceridal,NO return
