MRA_term,Modified_term,ChangedBack,SearcherReturned_term,State,Rank
Skin cancer,peel cancer,peel cancer,Germ cell cancer metastatic,Unmatched,4th
Skin discolouration,hide discolouration,hide discolouration,Infusion site discolouration,Unmatched,4th
Skin discolouration,skin stain,skin stain,Graft versus host disease in skin,Unmatched,4th
Skin discomfort,hide discomfort,hide discomfort,Application site discomfort,Unmatched,4th
Skin discomfort,skin sore,skin sore,Therapeutic skin care topical,Unmatched,4th
Skin disorder,pare disorder,pare disorder,Acid-base balance disorder mixed,Unmatched,4th
Skin disorder,paring disorder,paring disorder,Eating disorder symptom,Unmatched,4th
Skin disorder,bark disorder,bark disorder,External ear disorder,Unmatched,4th
Skin disorder,pelt disorder,pelt disorder,Congenital white blood cell disorder,Unmatched,4th
Skin disorder,skin cark,skin cark,Therapeutic skin care topical,Unmatched,4th
Skin erosion,hide erosion,hide erosion,Application site erosion,Unmatched,4th
Skin exfoliation,hide exfoliation,hide exfoliation,Injection site exfoliation,Unmatched,4th
Skin exfoliation,skin scurf,skin scurf,Modified Rodnan skin score abnormal,Unmatched,4th
Skin exfoliation,skin scale,skin scale,Modified Rodnan skin score normal,Unmatched,4th
Skin fissures,skin crack,skin crack,Foreign body in reproductive tract,Unmatched,4th
Skin fissures,skin crevice,skin crevice,Drug administered in wrong device,Unmatched,4th
Skin hypertrophy,hide hypertrophy,hide hypertrophy,Catheter site hypertrophy,Unmatched,4th
Skin hypoplasia,pelt hypoplasia,pelt hypoplasia,Neuroendocrine cell hyperplasia of infancy,Unmatched,4th
Skin hypoplasia,peel hypoplasia,peel hypoplasia,Neuroendocrine cell hyperplasia of infancy,Unmatched,4th
Skin infection,parer infection,parer infection,Chronic active Epstein-Barr virus infection,Unmatched,4th
Skin infection,pare infection,pare infection,Epstein-Barr virus infection reactivation,Unmatched,4th
Skin infection,bark infection,bark infection,Ear infection viral,Unmatched,4th
Skin infection,hide infection,hide infection,Congenital HIV infection,Unmatched,4th
Skin infection,pelt infection,pelt infection,Immediate post-injection reaction,Unmatched,4th
Skin irritation,hide irritation,hide irritation,Implant site irritation,Unmatched,4th
Skin irritation,skin sore,skin sore,Therapeutic skin care topical,Unmatched,4th
Skin necrosis,hide necrosis,hide necrosis,Implant site necrosis,Unmatched,4th
Skin reaction,pare reaction,pare reaction,Large intestinal obstruction reduction,Unmatched,4th
Skin reaction,hide reaction,hide reaction,Injection site reaction,Unmatched,4th
Skin reaction,peel reaction,peel reaction,Pre-engraftment immune reaction,Unmatched,4th
Skin reaction,skin react,skin react,Foreign body in reproductive tract,Unmatched,4th
Skin striae,hide striae,hide striae,Administration site abscess sterile,Unmatched,4th
Skin striae,pelt striae,pelt striae,Left atrial dilatation,Unmatched,4th
Skin striae,skin band,skin band,Swan ganz catheter placement,Unmatched,4th
Skin test,parer test,parer test,Hepatic fibrosis marker test,Unmatched,4th
Skin test,pare test,pare test,Epstein-Barr virus test,Unmatched,4th
Skin test,bark test,bark test,Rinne tuning fork test abnormal,Unmatched,4th
Skin test,hide test,hide test,Injection site cyst,Unmatched,4th
Skin test,pelt test,pelt test,Tilt table test positive,Unmatched,4th
Skin test,peel test,peel test,Anti Kell antibody test negative,Unmatched,4th
Skin test,skin try,skin try,Removal of inert matter from skin or subcutaneous tissue,Unmatched,4th
Skin test,skin run,skin run,Graft versus host disease in lung,Unmatched,4th
Skin test positive,bark test positive,bark test positive,SARS-CoV-1 test positive,Unmatched,4th
Skin ulcer,pare ulcer,pare ulcer,Large intestinal ulcer haemorrhage,Unmatched,4th
Skin ulcer,bark ulcer,bark ulcer,Epstein Barr virus positive mucocutaneous ulcer,Unmatched,4th
Skin ulcer,hide ulcer,hide ulcer,Hearing aid user,Unmatched,4th
Skin warm,skinner warm,skinner warm,Inner ear infarction,Unmatched,4th
Skin warm,hide warm,hide warm,Infusion site warmth,Unmatched,4th
Skin warm,pelt warm,pelt warm,Wet wrap therapy,Unmatched,4th
Skin warm,skin fond,skin fond,Scan bone marrow abnormal,Unmatched,4th
Skin warm,skin affection,skin affection,Skin infection helminthic,Unmatched,4th
Sleep disorder,nap disorder,nap disorder,Jaw disorder,Unmatched,4th
Sleep disorder,rest disorder,rest disorder,Post-traumatic amnestic disorder,Unmatched,4th
Sleep disorder,kip disorder,kip disorder,Bipolar II disorder,Unmatched,4th
Small cell lung cancer,low cell lung cancer,low cell lung cancer,Non-small cell lung cancer stage 0,Unmatched,4th
Smear test,daub test,daub test,Genotype drug resistance test negative,Unmatched,4th
Smear test,blot test,blot test,Low set ears,Unmatched,4th
Smear test,stain test,stain test,Surgical skin tear,Unmatched,4th
Smear test,smear try,smear try,"Gamma radiation therapy to ear, nose, or throat",Unmatched,4th
Snoring,snore,snore,Mallampati score,Unmatched,4th
Snoring,snorer,snorer,Mallampati score,Unmatched,4th
Social fear,social care,social care,Vocal cord thickening,Unmatched,4th
Somnolence,sleepy,sleepy,Sleep talking,Unmatched,4th
Speech disorder,words disorder,words disorder,Shift work disorder,Unmatched,4th
Spermatozoa abnormal,sperm abnormal,sperm abnormal,Sperm analysis normal,Unmatched,4th
Spleen disorder,lienal disorder,lienal disorder,Renal disorder in pregnancy,Unmatched,4th
Spleen disorder,lien disorder,lien disorder,Lens disorder,Unmatched,4th
Spleen tuberculosis,spleen TB,spleen tb,"Sleep disorder due to general medical condition, mixed type",Unmatched,4th
Spleen tuberculosis,spleen T.B.,spleen t.b,"Sleep disorder due to general medical condition, mixed type",Unmatched,4th
Splenic injury,lien injury,lien injury,Mixed liver injury,Unmatched,4th
Splinter,slivery,slivery,Forceps delivery,Unmatched,4th
Splinter,sliver,sliver,Liver scan,Unmatched,4th
Splinter,secede,secede,Severe asthma with fungal sensitisation,Unmatched,4th
Sports injury,variation injury,variation injury,Pharynx radiation injury,Unmatched,4th
Sports injury,romp injury,romp injury,Nerve root injury sacral,Unmatched,4th
Stab wound,pang wound,pang wound,Bone marrow band neutrophil count increased,Unmatched,4th
Stab wound,prod wound,prod wound,Red blood cell count decreased,Unmatched,4th
Stab wound,poke wound,poke wound,Bone marrow polymorphonuclear leukocyte count increased,Unmatched,4th
Stab wound,stab spite,stab spite,Hodgkin's disease lymphocyte predominance stage I site unspec,Unmatched,4th
Stab wound,stab nose,stab nose,Scan lymph nodes,Unmatched,4th
Stab wound,stab roll,stab roll,Blood stem cell harvest,Unmatched,4th
Stab wound,stab wander,stab wander,"Bladder cancer stage I, without cancer in situ",Unmatched,4th
Staring,utter,utter,Anorectal ulcer,Unmatched,4th
Staring,stare,stare,NIH stroke scale score decreased,Unmatched,4th
Staring,stark,stark,Gram stain,Unmatched,4th
Staring,agaze,agaze,Vitreous haze,Unmatched,4th
Staring,gross,gross,Corneal cross linking,Unmatched,4th
Staring,gaze,gaze,Glare,Unmatched,4th
Staring,arrant,arrant,Cardiac arrest neonatal,Unmatched,4th
Staring,starer,starer,Stapes fracture,Unmatched,4th
Staring,star,star,Corneal scar,Unmatched,4th
Staring,complete,complete,Atrioventricular block complete,Unmatched,4th
Staring,perfect,perfect,Sympathomimetic effect,Unmatched,4th
Staring,pure,pure,Extragonadal primary seminoma (pure),Unmatched,4th
Staring,sodding,sodding,Vaccine virus shedding,Unmatched,4th
Starvation,starve,starve,Hyperosmolar state,Unmatched,4th
Starvation,starving,starving,Surgical stapling,Unmatched,4th
Stoma care,stoma like,stoma like,Stoma site candida,Unmatched,4th
Stoma care,stoma deal,stoma deal,Stool DNA test,Unmatched,4th
Stoma care,stoma tend,stoma tend,Stool DNA test,Unmatched,4th
Strabismus,squint,squint,Splenorenal shunt,Unmatched,4th
Stress,tenseness,tenseness,Liver tenderness,Unmatched,4th
Stress,strain,strain,Ligament sprain,Unmatched,4th
Stress,tension,tension,Normal tension glaucoma,Unmatched,4th
Stress,accent,accent,Pulse absent,Unmatched,4th
Stress,punctuate,punctuate,Lumbar puncture,Unmatched,4th
Stress,focus,focus,Arcus lipoides,Unmatched,4th
Stress,try,try,Dry throat,Unmatched,4th
Stress,emphatic,emphatic,Lymphatic fistula,Unmatched,4th
Stress,tense,tense,Vibratory sense increased,Unmatched,4th
Stupor,shock,shock,Electric shock,Unmatched,4th
Stupor,daze,daze,Product expiration date issue,Unmatched,4th
Sunburn,burn,burn,Burn operation,Unmatched,4th
Sunburn,tan,tan,Red man syndrome,Unmatched,4th
Supernumerary teeth,spare teeth,spare teeth,SARS-CoV-2 test negative,Unmatched,4th
Surgery,OR,or,Circumstance or information capable of leading to medication error,Unmatched,4th
Surgery,operation,operation,Toe operation,Unmatched,4th
Surgery,surgical,surgical,Surgical preconditioning,Unmatched,4th
Surgery,operative,operative,Toe operation,Unmatched,4th
Sweat discolouration,stew discolouration,stew discolouration,Infusion site discolouration,Unmatched,4th
Swelling,hump,hump,Intrathecal infusion pump user,Unmatched,4th
Swelling,bump,bump,Intrathecal infusion pump user,Unmatched,4th
Swelling,jut,jut,Gut fermentation syndrome,Unmatched,4th
Swelling,bulge,bulge,Cervical bulla,Unmatched,4th
Swelling,lump,lump,Mumps,Unmatched,4th
Swelling,extrusion,extrusion,Product temperature excursion issue,Unmatched,4th
Swelling,well,well,Red blood cell target cells present,Unmatched,4th
Swelling,swell,swell,B-cell small lymphocytic lymphoma,Unmatched,4th
Swelling,gibbous,gibbous,Fibrous cortical defect,Unmatched,4th
Swelling,bulgy,bulgy,Duodenal bulb deformity,Unmatched,4th
Swelling face,jut face,jut face,Electrocardiogram T wave abnormal,Unmatched,4th
Swelling face,well face,well face,Red blood cell sedimentation rate,Unmatched,4th
Swelling face,swell face,swell face,Red blood cell sedimentation rate,Unmatched,4th
Syncope,deliquium,deliquium,Postoperative delirium,Unmatched,4th
Syncope,swoon,swoon,Stool trypsin,Unmatched,4th
Syncope,faint,faint,Administration site joint pain,Unmatched,4th
Syphilis anal,pox anal,pox anal,Removal of renal transplant,Unmatched,4th
Syphilis genital,lues genital,lues genital,"Sleep disorder due to general medical condition, parasomnia type",Unmatched,4th
T-cell lymphoma,tonne cell lymphoma,tonne cell lymphoma,Nodal marginal zone B-cell lymphoma stage I,Unmatched,4th
T-cell lymphoma stage I,tonne cell lymphoma stage i,tonne cell lymphoma stage i,Extranodal marginal zone B-cell lymphoma (MALT type) stage I,Unmatched,4th
T-cell lymphoma stage II,tonne cell lymphoma stage ii,tonne cell lymphoma stage ii,Extranodal marginal zone B-cell lymphoma (MALT type) stage II,Unmatched,4th
T-cell lymphoma stage II,t cell lymphoma stage 2,t cell lymphoma stage 2,Cutaneous T-cell lymphoma stage I,Unmatched,4th
T-cell lymphoma stage III,tonne cell lymphoma stage iii,tonne cell lymphoma stage iii,Extranodal marginal zone B-cell lymphoma (MALT type) stage III,Unmatched,4th
T-cell lymphoma stage III,t cell lymphoma stage 3,t cell lymphoma stage 3,Cutaneous T-cell lymphoma stage I,Unmatched,4th
T-cell lymphoma stage IV,tonne cell lymphoma stage iv,tonne cell lymphoma stage iv,Extranodal marginal zone B-cell lymphoma (MALT type) stage IV,Unmatched,4th
T-cell lymphoma stage IV,t cell lymphoma stage 4,t cell lymphoma stage 4,Cutaneous T-cell lymphoma stage I,Unmatched,4th
Tanning,lashing,lashing,Gasping syndrome,Unmatched,4th
Tanning,whipping,whipping,Slipping rib syndrome,Unmatched,4th
Tanning,whip,whip,Hip surgery,Unmatched,4th
Tanning,bronze,bronze,Arthropod-borne disease,Unmatched,4th
Tanning,flog,flog,Fractional flow reserve,Unmatched,4th
Tanning,tanner,tanner,Breast cancer,Unmatched,4th
Tanning,tan,tan,Red man syndrome,Unmatched,4th
Tearfulness,weepy,weepy,Deep dissecting haematoma,Unmatched,4th
Teething,teethe,teethe,Malpositioned teeth,Unmatched,4th
Tenderness,fond,fond,Food interaction,Unmatched,4th
Tenderness,heart,heart,Univentricular heart,Unmatched,4th
Tenderness,sore,sore,Metavir score,Unmatched,4th
Tenderness,warm,warm,Peruvian wart,Unmatched,4th
Tenderness,philia,philia,Phobia of exams,Unmatched,4th
Tenderness,raw,raw,Abscess jaw,Unmatched,4th
Tenderness,affection,affection,Colostomy infection,Unmatched,4th
Tenderness,fondness,fondness,Implant site coldness,Unmatched,4th
Tenderness,hearty,hearty,Univentricular heart,Unmatched,4th
Tenderness,tender,tender,Tender joint count decreased,Unmatched,4th
Tendon injury,sinew injury,sinew injury,Application site injury,Unmatched,4th
Tension,taut,taut,Tandem gait test normal,Unmatched,4th
Tension,tenseness,tenseness,Liver tenderness,Unmatched,4th
Tension,stress,stress,Stress polycythaemia,Unmatched,4th
Tension,tense,tense,Vibratory sense increased,Unmatched,4th
Testicular pain,testicular ail,testicular ail,Testicular seminoma (pure) stage III,Unmatched,4th
Testicular pain,testicular hurt,testicular hurt,Testicular seminoma (pure) stage III,Unmatched,4th
Testicular swelling,testicular well,testicular well,Testicular germ cell cancer metastatic,Unmatched,4th
Testicular swelling,testicular swell,testicular swell,Testicular germ cell cancer metastatic,Unmatched,4th
Theft,steal,steal,Coronary steal syndrome,Unmatched,4th
Theft,thieve,thieve,Adult failure to thrive,Unmatched,4th
Theft,stealing,stealing,Auricular swelling,Unmatched,4th
Theft,thieving,thieving,Corneal thinning,Unmatched,4th
Thinking abnormal,recall abnormal,recall abnormal,Venogram renal normal,Unmatched,4th
Thinking abnormal,mean abnormal,mean abnormal,Barium meal normal,Unmatched,4th
Thinking abnormal,cerebrate abnormal,cerebrate abnormal,Cerebral ventriculogram abnormal,Unmatched,4th
Thinking abnormal,imagine abnormal,imagine abnormal,Magnetic resonance imaging normal,Unmatched,4th
Thinking abnormal,opine abnormal,opine abnormal,Galactose urine abnormal,Unmatched,4th
Thirst,lust,lust,Lung diffusion test,Unmatched,4th
Thirst,craving,craving,Impaired driving ability,Unmatched,4th
Thirst,starve,starve,Hyperosmolar state,Unmatched,4th
Thirst,hunger,hunger,Mallet finger,Unmatched,4th
Thirst,crave,crave,Urate nephropathy,Unmatched,4th
Thought insertion,intent insertion,intent insertion,Vascular stent insertion,Unmatched,4th
Thought insertion,mean insertion,mean insertion,Ear infection bacterial,Unmatched,4th
Throat cancer,pharyngeal cancer,pharyngeal cancer,Pharyngeal cancer recurrent,Unmatched,4th
Thyroxine,T,t,Troponin T increased,Unmatched,4th
Thyroxine abnormal,T abnormal,t abnormal,Angiotensin I normal,Unmatched,4th
Thyroxine decreased,T decreased,t decreased,Angiotensin I increased,Unmatched,4th
Thyroxine increased,T increased,t increased,Angiotensin I increased,Unmatched,4th
Thyroxine normal,T normal,t normal,Angiotensin I normal,Unmatched,4th
Tongue discolouration,spit discolouration,spit discolouration,Implant site discolouration,Unmatched,4th
Tongue discolouration,tongue stain,tongue stain,Tongue carcinoma stage III,Unmatched,4th
Tongue disorder,spit disorder,spit disorder,Skin disorder prophylaxis,Unmatched,4th
Tongue haematoma,spit haematoma,spit haematoma,Implant site haematoma,Unmatched,4th
Tongue oedema,spit oedema,spit oedema,Infusion site oedema,Unmatched,4th
Tongue ulceration,spit ulceration,spit ulceration,Application site laceration,Unmatched,4th
Tooth loss,tooth red,tooth red,Face and mouth X-ray abnormal,Unmatched,4th
Trance,captive,captive,Chronic active Epstein-Barr virus infection,Unmatched,4th
Trance,catch,catch,Eye patch application,Unmatched,4th
Trance,fascination,fascination,Contraindication to vaccination,Unmatched,4th
Trance,spell,spell,Small cell lung cancer recurrent,Unmatched,4th
Trance,capture,capture,Arterial rupture,Unmatched,4th
Trance,charmer,charmer,Anterior chamber flare,Unmatched,4th
Trance,captivation,captivation,Mast cell activation syndrome,Unmatched,4th
Trance,charm,charm,Budd-Chiari syndrome,Unmatched,4th
Tremor,shudder,shudder,Shoulder operation,Unmatched,4th
Tremor,quake,quake,Irregular sleep wake rhythm disorder,Unmatched,4th
Tuberculosis,TB,tb,Blood group AB,Unmatched,4th
Tuberculosis,tubercular,tubercular,Tuberculin test positive,Unmatched,4th
Tuberculosis,T.B.,t.b,Laryngeal web,Unmatched,4th
Tuberculosis bladder,TB bladder,tb bladder,Gamma radiation therapy to bladder,Unmatched,4th
Tuberculosis bladder,T.B. bladder,t.b bladder,Gamma radiation therapy to bladder,Unmatched,4th
Tuberculosis ureter,T.B. ureter,t.b ureter,Transitional cell cancer of the renal pelvis and ureter recurrent,Unmatched,4th
Tumour pain,tumour ail,tumour ail,Extragonadal primary germ cell tumour mixed stage III,Unmatched,4th
Ulcer,ulceration,ulceration,Mouth ulceration,Unmatched,4th
Ulcer,ulcerate,ulcerate,Gingivitis ulcerative,Unmatched,4th
Urethral discharge,urethral vent,urethral vent,Urethral stent removal,Unmatched,4th
Urinary casts,urinary roll,urinary roll,Extragonadal primary germ cell tumour mixed stage II,Unmatched,4th
Urinary casts,urinary spue,urinary spue,Extragonadal primary seminoma (pure) stage I,Unmatched,4th
Urinary casts,urinary put,urinary put,Extragonadal primary seminoma (pure) stage III,Unmatched,4th
Urinary casts,urinary purge,urinary purge,Extragonadal primary seminoma (pure) stage III,Unmatched,4th
Urinary casts,urinary shape,urinary shape,Extragonadal primary non-seminoma stage IV,Unmatched,4th
Urinary casts,urinary stamp,urinary stamp,Extragonadal primary non-seminoma stage III,Unmatched,4th
Urinary casts,urinary honk,urinary honk,Extragonadal primary non-seminoma stage III,Unmatched,4th
Urinary casts,urinary puke,urinary puke,Extragonadal primary seminoma (pure) stage III,Unmatched,4th
Urinary casts,urinary hurl,urinary hurl,Extragonadal primary seminoma (pure) stage III,Unmatched,4th
Urinary casts,urinary range,urinary range,Primary mediastinal large B-cell lymphoma stage I,Unmatched,4th
Urinary casts,urinary form,urinary form,Extragonadal primary germ cell tumour mixed stage II,Unmatched,4th
Urinary casts,urinary tramp,urinary tramp,Haemorrhage urinary tract,Unmatched,4th
Urine abnormality,urine abnormal,urine abnormal,Galactose urine abnormal,Unmatched,4th
Urine flow decreased,pee flow decreased,pee flow decreased,Peak nasal inspiratory flow decreased,Unmatched,4th
Urticaria,hives,hives,Liver scan,Unmatched,4th
Uterine pain,uterine ail,uterine ail,Urine uric acid decreased,Unmatched,4th
Uterine rupture,uterine bust,uterine bust,Parasite urine test positive,Unmatched,4th
Uterine rupture,uterine tear,uterine tear,Parasite urine test positive,Unmatched,4th
Uterine tenderness,uterine fond,uterine fond,Pyogenic sterile arthritis pyoderma gangrenosum and acne syndrome,Unmatched,4th
Vaginal cancer stage IVB,vagina cancer stage ivb,vagina cancer stage ivb,Vaginal cancer stage IVA,Unmatched,4th
Vaginal cancer stage IVB,vaginal Cancer stage ivb,vaginal cancer stage ivb,Vaginal cancer stage IVA,Unmatched,4th
Vaginal cancer stage IVB,vaginal cancer stagy ivb,vaginal cancer stagy ivb,Vaginal cancer stage IVA,Unmatched,4th
Vaginal cancer stage IVB,vaginal cancer stager ivb,vaginal cancer stager ivb,Vaginal cancer stage IVA,Unmatched,4th
Vaginal cancer stage IVB,vaginal cancer stagey ivb,vaginal cancer stagey ivb,Vaginal cancer stage IVA,Unmatched,4th
Vaginal odour,vaginal smell,vaginal smell,Nodal marginal zone B-cell lymphoma stage I,Unmatched,4th
Vascular pain,vascular infliction,vascular infliction,Vascular access site infection,Unmatched,4th
Vein discolouration,vein stain,vein stain,Graft versus host disease in skin,Unmatched,4th
Vein disorder,nervure disorder,nervure disorder,Trigeminal nerve disorder,Unmatched,4th
Vein disorder,vein cark,vein cark,Vena cava thrombosis,Unmatched,4th
Venous injury,venous hurt,venous hurt,Spontaneous intrahepatic portosystemic venous shunt,Unmatched,4th
Venous thrombosis,vein thrombosis,vein thrombosis,Mesenteric vein thrombosis,Unmatched,4th
Vertigo,vertiginous,vertiginous,Acral lentiginous melanoma stage II,Unmatched,4th
Vertigo,dizziness,dizziness,Procedural dizziness,Unmatched,4th
Viral rash,viral head,viral head,Viral load increased,Unmatched,4th
Vital capacity,vital content,vital content,Infection transmission via personal contact,Unmatched,4th
Vital capacity,vital contain,vital contain,Infection transmission via personal contact,Unmatched,4th
Vitamin E deficiency,vitamin Es deficiency,vitamin es deficiency,Anaemia vitamin B6 deficiency,Unmatched,4th
Vitamin K deficiency,vitamin kB deficiency,vitamin kb deficiency,Anaemia vitamin B6 deficiency,Unmatched,4th
Vitamin K deficiency,vitamin M deficiency,vitamin m deficiency,Vitamin E deficiency,Unmatched,4th
Vitamin K deficiency,vitamin G deficiency,vitamin g deficiency,Vitamin E deficiency,Unmatched,4th
Vitamin K deficiency,vitamin K deficiency,vitamin k deficiency,Vitamin E deficiency,Unmatched,4th
Vitamin K deficiency,vitamin KB deficiency,vitamin kb deficiency,Anaemia vitamin B6 deficiency,Unmatched,4th
Vitamin K deficiency,vitamin m deficiency,vitamin m deficiency,Vitamin E deficiency,Unmatched,4th
Vitamin K deficiency,vitamin k deficient,vitamin k deficient,Vitamin E deficiency,Unmatched,4th
Vomiting,vomit,vomit,Vogt-Koyanagi-Harada disease,Unmatched,4th
Vomiting,cast,cast,Decidual cast,Unmatched,4th
Vomiting,honk,honk,Biopsy bone,Unmatched,4th
Vomiting,cat,cat,Fat embolism,Unmatched,4th
Vomiting,spew,spew,Sperm granuloma,Unmatched,4th
Vomiting,purge,purge,Pulse absent,Unmatched,4th
Vomiting,spewer,spewer,Device power source issue,Unmatched,4th
Vomiting,chuck,chuck,Electric shock,Unmatched,4th
Vomiting,barf,barf,Epstein-Barr virus test,Unmatched,4th
Vomiting,puke,puke,Pure white cell aplasia,Unmatched,4th
Vomiting,sick,sick,Sick cell syndrome,Unmatched,4th
Vomiting,retch,retch,Introital stretch,Unmatched,4th
Vomiting,puking,puking,Transcutaneous pacing,Unmatched,4th
Vomiting,spue,spue,Sprue-like enteropathy,Unmatched,4th
Weight,angle,angle,Cerebellopontine angle tumour,Unmatched,4th
Weight,slant,slant,Scan adrenal gland normal,Unmatched,4th
Weight,burden,burden,Sudden hearing loss,Unmatched,4th
Weight decreased,angle decreased,angle decreased,Cardio-ankle vascular index increased,Unmatched,4th
Weight increased,angle increased,angle increased,Cardio-ankle vascular index increased,Unmatched,4th
Wheezing,asthma,asthma,Occupational asthma,Unmatched,4th
Wheezing,asthmatic,asthmatic,Acute post asthmatic amyotrophy,Unmatched,4th
Wound infection,spite infection,spite infection,Catheter site infection,Unmatched,4th
Wound infection,nose infection,nose infection,Non-infectious endophthalmitis,Unmatched,4th
Wound infection,hurt infection,hurt infection,Snowshoe hare virus infection,Unmatched,4th
Wound infection,hoist infection,hoist infection,Urethral stricture post infection,Unmatched,4th
Wound infection,roll infection,roll infection,Intramedullary rod insertion,Unmatched,4th
Wound infection,weave infection,weave infection,Cranial nerve infection,Unmatched,4th
Wound infection,wrap infection,wrap infection,Oral viral infection,Unmatched,4th
Wound infection,scent infection,scent infection,Arterial stent insertion,Unmatched,4th
Wound infection,hoister infection,hoister infection,Disseminated varicella zoster virus infection,Unmatched,4th
Wound infection,curve infection,curve infection,Cranial nerve infection,Unmatched,4th
X-ray,go ray,go ray,"Brachytherapy to ear, nose, or throat",Unmatched,4th
X-ray,tenner ray,tenner ray,Inner ear infarction,Unmatched,4th
X-ray,ten ray,ten ray,Wet wrap therapy,Unmatched,4th
X-ray,Adam ray,adam ray,Anal skin tag excision,Unmatched,4th
X-ray treatment,x ray treat,x ray treat,X-ray therapy to breast,Unmatched,4th
Xerophthalmia,xeroma,xeroma,Neuroma,Unmatched,4th
XIIth nerve injury,xiith nervy injury,xiith nervy injury,VIth nerve injury,Unmatched,4th
XIIth nerve injury,xiith nervus injury,xiith nervus injury,VIth nerve injury,Unmatched,4th
XIIth nerve injury,xiith nerve injure,xiith nerve injure,VIth nerve injury,Unmatched,4th
XIth nerve injury,xith nervy injury,xith nervy injury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith nervus injury,xith nervus injury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith nerve injure,xith nerve injure,Vth nerve injury,Unmatched,4th
Yawning,gape,gape,Adhesive tape use,Unmatched,4th
Yawning,yawn,yawn,Yaws of bone,Unmatched,4th
Yawning,yaw,yaw,Abscess jaw,Unmatched,4th
Yaws,gape,gape,Adhesive tape use,Unmatched,4th
Yaws,swerve,swerve,Nerve injury,Unmatched,4th
Yaws of skin,yaws of pelt,yaws of pelt,SARS-CoV-2 test negative,Unmatched,4th
Zinc deficiency,Zn deficiency,zn deficiency,Anaemia vitamin B6 deficiency,Unmatched,4th
Zinc deficiency,zinc want,zinc want,Extranodal marginal zone B-cell lymphoma (MALT type) recurrent,Unmatched,4th
Mobility decreased,mobile decreased,mobile decreased,Bile duct pressure increased,Unmatched,4th
Brain malformation,mental malformation,mental malformation,Renal arteriovenous malformation,Unmatched,4th
Lip disorder,brim disorder,brim disorder,Brief psychotic disorder with marked stressors,Unmatched,4th
Lip disorder,lip upset,lip upset,Limb prosthesis user,Unmatched,4th
Stent placement,stent position,stent position,Radioallergosorbent test positive,Unmatched,4th
Skin maceration,hide maceration,hide maceration,Infusion site laceration,Unmatched,4th
Muscle fibrosis,sinew fibrosis,sinew fibrosis,Catheter site fibrosis,Unmatched,4th
Terminal state,pole state,pole state,Extragonadal primary seminoma (pure) stage I,Unmatched,4th
Terminal state,final state,final state,Anal cancer stage II,Unmatched,4th
Terminal state,end state,end state,NAT2 gene status assay,Unmatched,4th
Terminal state,last state,last state,Lack of infusion site rotation,Unmatched,4th
Venous stenosis,vein stenosis,vein stenosis,Brachiocephalic vein stenosis,Unmatched,4th
Tear discolouration,tear stain,tear stain,Malignant melanoma of sites other than skin,Unmatched,4th
Oral infection,viva infection,viva infection,Asymptomatic HIV infection,Unmatched,4th
Axillary pain,axil pain,axil pain,Anal pap smear abnormal,Unmatched,4th
Axillary pain,alar pain,alar pain,External ear pain,Unmatched,4th
Energy increased,vim increased,vim increased,Antithrombin III increased,Unmatched,4th
Energy increased,vital increased,vital increased,Blood heavy metal increased,Unmatched,4th
Energy increased,DOE increased,doe increased,Resorption bone decreased,Unmatched,4th
Energy increased,zip increased,zip increased,Angiotensin II increased,Unmatched,4th
Energy increased,push increased,push increased,CSF pH increased,Unmatched,4th
Breast calcifications,tit calcifications,tit calcifications,Administration site calcification,Unmatched,4th
Sinus rhythm,sinus beat,sinus beat,Herpes virus test,Unmatched,4th
Underweight,scrag,scrag,Sacral radiculopathy,Unmatched,4th
Underweight,skinny,skinny,Granuloma skin,Unmatched,4th
Underweight,boney,boney,Bone disorder,Unmatched,4th
Rectal examination,rectal test,rectal test,Renal cyst excision,Unmatched,4th
Boredom,tedium,tedium,Blood sodium abnormal,Unmatched,4th
Peripheral swelling,peripheral jut,peripheral jut,Peripheral T-cell lymphoma unspecified stage I,Unmatched,4th
Peripheral swelling,peripheral well,peripheral well,Peripheral T-cell lymphoma unspecified stage I,Unmatched,4th
Peripheral swelling,peripheral swell,peripheral swell,Peripheral T-cell lymphoma unspecified stage I,Unmatched,4th
Localised oedema,set oedema,set oedema,Infusion site oedema,Unmatched,4th
Brain oedema,wit oedema,wit oedema,Infusion site oedema,Unmatched,4th
Scar pain,pit pain,pit pain,Infrapatellar fat pad inflammation,Unmatched,4th
Scar pain,mark pain,mark pain,Man-in-the-barrel syndrome,Unmatched,4th
Scar pain,pock pain,pock pain,Poor weight gain neonatal,Unmatched,4th
Scar pain,scar infliction,scar infliction,Ear infection bacterial,Unmatched,4th
Scar pain,scar ail,scar ail,"Ear, nose and throat examination abnormal",Unmatched,4th
Axillary mass,axil mass,axil mass,Acid base balance normal,Unmatched,4th
Axillary mass,axillary muckle,axillary muckle,Papillary muscle disorder,Unmatched,4th
Axillary mass,axillary deal,axillary deal,Papillary tumour of renal pelvis,Unmatched,4th
Brain death,brain decease,brain decease,Pain threshold decreased,Unmatched,4th
Saliva discolouration,spit discolouration,spit discolouration,Implant site discolouration,Unmatched,4th
Saliva discolouration,saliva stain,saliva stain,Salivary gland scan normal,Unmatched,4th
