MRA_term,Modified_term,ChangedBack,SearcherReturned_term,State,Rank
Slit-lamp examination,slit lamp test,slit lamp test,Slit-lamp tests normal,Unmatched,2nd
Slow virus infection,dull virus infection,dull virus infection,Human T-cell lymphotropic virus type I infection,Unmatched,2nd
Sluggishness,lethargic,lethargic,Encephalitis lethargica,Unmatched,2nd
Small cell carcinoma,low cell carcinoma,low cell carcinoma,Non-renal cell carcinoma of kidney,Unmatched,2nd
Small cell lung cancer,low cell lung cancer,low cell lung cancer,Non-small cell lung cancer recurrent,Unmatched,2nd
Smear test,daub test,daub test,Genotype drug resistance test,Unmatched,2nd
Smear test,blot test,blot test,Blood test,Unmatched,2nd
Smear test,blur test,blur test,Epstein-Barr virus test positive,Unmatched,2nd
Smear test,malignment test,malignment test,Malignant ovarian cyst,Unmatched,2nd
Smear test,slur test,slur test,Slit-lamp tests normal,Unmatched,2nd
Smear test,stain test,stain test,Skin cyst excision,Unmatched,2nd
Smear test,spot test,spot test,Slit-lamp tests normal,Unmatched,2nd
Smear test,smear try,smear try,"Radiation therapy to ear, nose, or throat",Unmatched,2nd
Smear test,smear examination,smear examination,"Ear, nose and throat examination normal",Unmatched,2nd
Smear test,smear run,smear run,Tear break up time decreased,Unmatched,2nd
Smear vagina,stain vagina,stain vagina,Ultrasound scan vagina abnormal,Unmatched,2nd
Sneezing,sneeze,sneeze,Duodeno-jejunal bypass sleeve therapy,Unmatched,2nd
Snoring,snore,snore,Metavir score,Unmatched,2nd
Snoring,stertor,stertor,Sleep terror,Unmatched,2nd
Snoring,snorer,snorer,Metavir score,Unmatched,2nd
Social fear,social care,social care,Vocal cord paralysis,Unmatched,2nd
Sodium retention,Na retention,na retention,Renal and pancreas transplant rejection,Unmatched,2nd
Somnolence,sleepy,sleepy,Sleep disorder,Unmatched,2nd
Speech disorder,words disorder,words disorder,Spinal cord disorder,Unmatched,2nd
Spermatozoa abnormal,sperm abnormal,sperm abnormal,Serum ferritin normal,Unmatched,2nd
Spine malformation,spine deformity,spine deformity,Spinal deformity correction,Unmatched,2nd
Spleen disorder,lienal disorder,lienal disorder,Congenital renal disorder,Unmatched,2nd
Spleen disorder,lien disorder,lien disorder,Vein disorder,Unmatched,2nd
Spleen tuberculosis,spleen TB,spleen tb,"Sleep disorder due to general medical condition, hypersomnia type",Unmatched,2nd
Spleen tuberculosis,spleen T.B.,spleen t.b,"Sleep disorder due to general medical condition, hypersomnia type",Unmatched,2nd
Splenic haematoma,lienal haematoma,lienal haematoma,Renal hamartoma,Unmatched,2nd
Splenic haemorrhage,lienal haemorrhage,lienal haemorrhage,Renal cyst haemorrhage,Unmatched,2nd
Splenic infarction,lienal infarction,lienal infarction,Renal graft infection,Unmatched,2nd
Splenic injury,lienal injury,lienal injury,Traumatic renal injury,Unmatched,2nd
Splenic injury,lien injury,lien injury,Limb injury,Unmatched,2nd
Splenic rupture,lien rupture,lien rupture,Varicose vein ruptured,Unmatched,2nd
Splinter,slivery,slivery,Breech delivery,Unmatched,2nd
Splinter,sliver,sliver,Liver abscess,Unmatched,2nd
Splinter,secede,secede,Severe invasive streptococcal infection,Unmatched,2nd
Splinter,secession,secession,Eye muscle recession,Unmatched,2nd
Sports injury,vary injury,vary injury,Ear canal injury,Unmatched,2nd
Sports injury,fun injury,fun injury,Traumatic lung injury,Unmatched,2nd
Sports injury,variation injury,variation injury,Pulmonary radiation injury,Unmatched,2nd
Sports injury,boast injury,boast injury,Breast injury,Unmatched,2nd
Sports injury,lark injury,lark injury,Ear injury,Unmatched,2nd
Sports injury,romp injury,romp injury,Nerve root injury cervical,Unmatched,2nd
Stab wound,pang wound,pang wound,Band neutrophil count increased,Unmatched,2nd
Stab wound,prod wound,prod wound,Red blood cell count,Unmatched,2nd
Stab wound,poke wound,poke wound,Bone marrow metamyelocyte count increased,Unmatched,2nd
Stab wound,stab spite,stab spite,Hodgkin's disease lymphocyte depletion stage I site unspecified,Unmatched,2nd
Stab wound,stab nose,stab nose,Scan bone marrow normal,Unmatched,2nd
Stab wound,stab roll,stab roll,Stem cell donor,Unmatched,2nd
Stab wound,stab wander,stab wander,"Bladder cancer stage 0, without cancer in situ",Unmatched,2nd
Staring,utter,utter,Anal ulcer,Unmatched,2nd
Staring,stare,stare,COMFORT scale score decreased,Unmatched,2nd
Staring,stark,stark,Confusional state,Unmatched,2nd
Staring,agaze,agaze,Shewanella algae bacteraemia,Unmatched,2nd
Staring,gross,gross,Cross infection,Unmatched,2nd
Staring,gaze,gaze,Vitreous haze,Unmatched,2nd
Staring,arrant,arrant,Respiratory arrest,Unmatched,2nd
Staring,starer,starer,Stapes mobilisation,Unmatched,2nd
Staring,star,star,Chorioretinal scar,Unmatched,2nd
Staring,complete,complete,Completed suicide,Unmatched,2nd
Staring,perfect,perfect,Rebound effect,Unmatched,2nd
Staring,pure,pure,Aplasia pure red cell,Unmatched,2nd
Staring,sodding,sodding,Tumour budding,Unmatched,2nd
Starvation,starve,starve,Confusional state,Unmatched,2nd
Starvation,starving,starving,Alopecia scarring,Unmatched,2nd
Stillbirth,miscarriage,miscarriage,Risk of future pregnancy miscarriage,Unmatched,2nd
Stoma care,pore care,pore care,Post intensive care syndrome,Unmatched,2nd
Stoma care,stoma like,stoma like,Stoma site discomfort,Unmatched,2nd
Stoma care,stoma deal,stoma deal,Stem cell donor,Unmatched,2nd
Stoma care,stoma tend,stoma tend,Parasite stool test negative,Unmatched,2nd
Stoma care,stoma wish,stoma wish,Stoma site rash,Unmatched,2nd
Stoma care,stoma aid,stoma aid,Stoma site pain,Unmatched,2nd
Strabismus,squint,squint,Portal shunt,Unmatched,2nd
Stress,tenseness,tenseness,Abdominal tenderness,Unmatched,2nd
Stress,strain,strain,Myocardial strain,Unmatched,2nd
Stress,tension,tension,Tendon sheath lesion excision,Unmatched,2nd
Stress,accent,accent,Cerebrovascular accident,Unmatched,2nd
Stress,punctuate,punctuate,Punctate keratitis,Unmatched,2nd
Stress,focus,focus,Normal foetus,Unmatched,2nd
Stress,try,try,Dry mouth,Unmatched,2nd
Stress,emphatic,emphatic,Lymphatic disorder,Unmatched,2nd
Stress,tense,tense,Sense of oppression,Unmatched,2nd
Stress ulcer,try ulcer,try ulcer,X-ray with contrast upper gastrointestinal tract normal,Unmatched,2nd
Stroke volume,CVA volume,cva volume,CSF volume increased,Unmatched,2nd
Stroke volume decreased,CVA volume decreased,cva volume decreased,CSF volume decreased,Unmatched,2nd
Stroke volume increased,CVA volume increased,cva volume increased,CSF volume decreased,Unmatched,2nd
Stupor,shock,shock,Anaphylactic shock,Unmatched,2nd
Stupor,daze,daze,Vitreous haze,Unmatched,2nd
Sudden death,sudden last,sudden last,Sudden hearing loss,Unmatched,2nd
Sunburn,burn,burn,Burn dressing,Unmatched,2nd
Sunburn,tan,tan,Dural tap,Unmatched,2nd
Supernumerary teeth,spare teeth,spare teeth,SARS-CoV-1 test,Unmatched,2nd
Surgery,OR,or,Retained placenta or membranes,Unmatched,2nd
Surgery,operation,operation,Burn operation,Unmatched,2nd
Surgery,surgical,surgical,Surgical stapling,Unmatched,2nd
Surgery,operative,operative,Burn operation,Unmatched,2nd
Surgery,operate,operate,CHA2DS2-VASc annual stroke risk moderate,Unmatched,2nd
Sweat discolouration,stew discolouration,stew discolouration,Application site discolouration,Unmatched,2nd
Swelling,hump,hump,Mumps,Unmatched,2nd
Swelling,bump,bump,Mumps,Unmatched,2nd
Swelling,jut,jut,NUT gene mutation,Unmatched,2nd
Swelling,bulge,bulge,Pulse abnormal,Unmatched,2nd
Swelling,prominence,prominence,Prominent epicanthal folds,Unmatched,2nd
Swelling,lump,lump,Slit-lamp examination,Unmatched,2nd
Swelling,extrusion,extrusion,Device extension damage,Unmatched,2nd
Swelling,well,well,Anaplastic large cell lymphoma T- and null-cell types,Unmatched,2nd
Swelling,protuberant,protuberant,Dermatofibrosarcoma protuberans,Unmatched,2nd
Swelling,swell,swell,Small cell lung cancer,Unmatched,2nd
Swelling,protuberate,protuberate,Protuberant ear,Unmatched,2nd
Swelling,gibbous,gibbous,Malignant fibrous histiocytoma,Unmatched,2nd
Swelling,protuberance,protuberance,Protuberant ear,Unmatched,2nd
Swelling,puffy,puffy,Rotator cuff repair,Unmatched,2nd
Swelling,bulgy,bulgy,Cholesterolosis bulbi,Unmatched,2nd
Swelling,protrusion,protrusion,Intervertebral disc protrusion,Unmatched,2nd
Swelling face,jut face,jut face,Electrocardiogram T wave inversion,Unmatched,2nd
Swelling face,well face,well face,Heel fat pad syndrome,Unmatched,2nd
Swelling face,swell face,swell face,Skull fractured base,Unmatched,2nd
Syncope,deliquium,deliquium,Delirium tremens,Unmatched,2nd
Syncope,swoon,swoon,Stool analysis,Unmatched,2nd
Syncope,faint,faint,Facet joint syndrome,Unmatched,2nd
Synovial rupture,synovial bust,synovial bust,Synovial cyst removal,Unmatched,2nd
Syphilis anal,lues anal,lues anal,Oedema due to renal disease,Unmatched,2nd
Syphilis anal,pox anal,pox anal,On and off phenomenon,Unmatched,2nd
Syphilis genital,lues genital,lues genital,"Sleep disorder due to general medical condition, insomnia type",Unmatched,2nd
Syphilis genital,pox genital,pox genital,Chemical burn of genitalia,Unmatched,2nd
T-cell lymphoma,tonne cell lymphoma,tonne cell lymphoma,Nodal marginal zone B-cell lymphoma recurrent,Unmatched,2nd
T-cell lymphoma recurrent,tonne cell lymphoma recurrent,tonne cell lymphoma recurrent,Extranodal marginal zone B-cell lymphoma (MALT type) recurrent,Unmatched,2nd
T-cell lymphoma refractory,tonne cell lymphoma refractory,tonne cell lymphoma refractory,Extranodal marginal zone B-cell lymphoma (MALT type) refractory,Unmatched,2nd
T-cell lymphoma stage I,tonne cell lymphoma stage i,tonne cell lymphoma stage i,Nodal marginal zone B-cell lymphoma stage II,Unmatched,2nd
T-cell lymphoma stage I,T cell lymphoma stage i,t cell lymphoma stage i,B-cell lymphoma stage II,Unmatched,2nd
T-cell lymphoma stage I,t cell lymphoma stagy i,t cell lymphoma stagy i,B-cell lymphoma stage II,Unmatched,2nd
T-cell lymphoma stage I,t cell lymphoma stager i,t cell lymphoma stager i,B-cell lymphoma stage II,Unmatched,2nd
T-cell lymphoma stage I,t cell lymphoma stagey i,t cell lymphoma stagey i,B-cell lymphoma stage II,Unmatched,2nd
T-cell lymphoma stage I,t cell lymphoma stage I,t cell lymphoma stage i,B-cell lymphoma stage II,Unmatched,2nd
T-cell lymphoma stage II,tonne cell lymphoma stage ii,tonne cell lymphoma stage ii,Nodal marginal zone B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage II,T cell lymphoma stage ii,t cell lymphoma stage ii,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage II,t cell lymphoma stagy ii,t cell lymphoma stagy ii,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage II,t cell lymphoma stager ii,t cell lymphoma stager ii,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage II,t cell lymphoma stagey ii,t cell lymphoma stagey ii,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage II,t cell lymphoma stage II,t cell lymphoma stage ii,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage II,t cell lymphoma stage 2,t cell lymphoma stage 2,T-cell lymphoma stage I,Unmatched,2nd
T-cell lymphoma stage III,tonne cell lymphoma stage iii,tonne cell lymphoma stage iii,Nodal marginal zone B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage III,T cell lymphoma stage iii,t cell lymphoma stage iii,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage III,t cell lymphoma stagy iii,t cell lymphoma stagy iii,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage III,t cell lymphoma stager iii,t cell lymphoma stager iii,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage III,t cell lymphoma stagey iii,t cell lymphoma stagey iii,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage III,t cell lymphoma stage 3,t cell lymphoma stage 3,T-cell lymphoma stage I,Unmatched,2nd
T-cell lymphoma stage III,t cell lymphoma stage III,t cell lymphoma stage iii,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage IV,tonne cell lymphoma stage iv,tonne cell lymphoma stage iv,Nodal marginal zone B-cell lymphoma stage IV,Unmatched,2nd
T-cell lymphoma stage IV,T cell lymphoma stage iv,t cell lymphoma stage iv,B-cell lymphoma stage IV,Unmatched,2nd
T-cell lymphoma stage IV,t cell lymphoma stagy iv,t cell lymphoma stagy iv,B-cell lymphoma stage IV,Unmatched,2nd
T-cell lymphoma stage IV,t cell lymphoma stager iv,t cell lymphoma stager iv,B-cell lymphoma stage IV,Unmatched,2nd
T-cell lymphoma stage IV,t cell lymphoma stagey iv,t cell lymphoma stagey iv,B-cell lymphoma stage IV,Unmatched,2nd
T-cell lymphoma stage IV,t cell lymphoma stage IV,t cell lymphoma stage iv,B-cell lymphoma stage IV,Unmatched,2nd
T-cell lymphoma stage IV,t cell lymphoma stage 4,t cell lymphoma stage 4,T-cell lymphoma stage I,Unmatched,2nd
Tanning,lashing,lashing,Fasting,Unmatched,2nd
Tanning,whipping,whipping,Non-dipping,Unmatched,2nd
Tanning,flogging,flogging,Floating patella,Unmatched,2nd
Tanning,whip,whip,Hip disarticulation,Unmatched,2nd
Tanning,bronze,bronze,Air-borne transmission,Unmatched,2nd
Tanning,flog,flog,Urine flow decreased,Unmatched,2nd
Tanning,tanner,tanner,Bladder cancer,Unmatched,2nd
Tanning,tan,tan,Dural tap,Unmatched,2nd
Tearfulness,weepy,weepy,Deep vein thrombosis,Unmatched,2nd
Teething,teethe,teethe,Teeth brittle,Unmatched,2nd
Tenderness,fond,fond,Hand-foot-genital syndrome,Unmatched,2nd
Tenderness,heart,heart,Heart rate,Unmatched,2nd
Tenderness,sore,sore,Umbilical cord short,Unmatched,2nd
Tenderness,warm,warm,Warm type haemolytic anaemia,Unmatched,2nd
Tenderness,philia,philia,Milia,Unmatched,2nd
Tenderness,raw,raw,Jaw fracture,Unmatched,2nd
Tenderness,affection,affection,Affective disorder,Unmatched,2nd
Tenderness,fondness,fondness,Injection site coldness,Unmatched,2nd
Tenderness,hearty,hearty,Heart rate,Unmatched,2nd
Tenderness,tender,tender,Gender dysphoria,Unmatched,2nd
Tendon injury,sinew injury,sinew injury,Catheter site injury,Unmatched,2nd
Tendon injury,tendon wound,tendon wound,Tender joint count increased,Unmatched,2nd
Tension,taut,taut,Tandem gait test,Unmatched,2nd
Tension,tenseness,tenseness,Abdominal tenderness,Unmatched,2nd
Tension,stress,stress,Family stress,Unmatched,2nd
Tension,tense,tense,Sense of oppression,Unmatched,2nd
Testicular pain,testicular infliction,testicular infliction,Seminal vesicular infection,Unmatched,2nd
Testicular pain,testicular ail,testicular ail,Testicular embryonal carcinoma stage III,Unmatched,2nd
Testicular pain,testicular hurt,testicular hurt,Testicular seminoma (pure) stage I,Unmatched,2nd
Testicular scan,testicular scanner,testicular scanner,Testicular germ cell cancer,Unmatched,2nd
Testicular swelling,testicular well,testicular well,Testicular germ cell cancer,Unmatched,2nd
Testicular swelling,testicular swell,testicular swell,Testicular germ cell cancer,Unmatched,2nd
Theft,steal,steal,Stool heavy metal positive,Unmatched,2nd
Theft,thieve,thieve,Failure to thrive,Unmatched,2nd
Theft,stealing,stealing,Tissue sealing,Unmatched,2nd
Theft,thieving,thieving,Magical thinking,Unmatched,2nd
Thinking abnormal,intelligence abnormal,intelligence abnormal,Intelligence test abnormal,Unmatched,2nd
Thinking abnormal,guess abnormal,guess abnormal,Blood gases normal,Unmatched,2nd
Thinking abnormal,intelligent abnormal,intelligent abnormal,Intelligence test abnormal,Unmatched,2nd
Thinking abnormal,recall abnormal,recall abnormal,Arteriogram renal normal,Unmatched,2nd
Thinking abnormal,mean abnormal,mean abnormal,Scan normal,Unmatched,2nd
Thinking abnormal,cerebrate abnormal,cerebrate abnormal,Angiogram cerebral normal,Unmatched,2nd
Thinking abnormal,imagine abnormal,imagine abnormal,Foetal renal imaging abnormal,Unmatched,2nd
Thinking abnormal,thought abnormal,thought abnormal,Barium meal and follow through normal,Unmatched,2nd
Thinking abnormal,opine abnormal,opine abnormal,Creatine urine abnormal,Unmatched,2nd
Thirst,lust,lust,Mesonephric duct cyst,Unmatched,2nd
Thirst,craving,craving,Salt craving,Unmatched,2nd
Thirst,starve,starve,Confusional state,Unmatched,2nd
Thirst,hunger,hunger,Anger,Unmatched,2nd
Thirst,crave,crave,Diver's cramp,Unmatched,2nd
Thirst,hungry,hungry,Hunger,Unmatched,2nd
Thought insertion,intent insertion,intent insertion,Urethral stent insertion,Unmatched,2nd
Thought insertion,recall insertion,recall insertion,Rectal tube insertion,Unmatched,2nd
Thought insertion,mean insertion,mean insertion,Ear infection staphylococcal,Unmatched,2nd
Thought insertion,cerebrate insertion,cerebrate insertion,Cerebral artery stent insertion,Unmatched,2nd
Thought insertion,intention insertion,intention insertion,Injection site joint infection,Unmatched,2nd
Throat cancer,pharyngeal cancer,pharyngeal cancer,Pharyngeal cancer,Unmatched,2nd
Thyroid neoplasm,thyroid tumor,thyroid tumor,Thyroid stimulating hormone-producing pituitary tumour,Unmatched,2nd
Thyroid neoplasm,thyroid tumour,thyroid tumour,Thyroid stimulating hormone-producing pituitary tumour,Unmatched,2nd
Thyroxine,T,t,T-cell lymphoma,Unmatched,2nd
Thyroxine abnormal,T abnormal,t abnormal,Apolipoprotein A-I normal,Unmatched,2nd
Thyroxine decreased,T decreased,t decreased,Apolipoprotein A-I increased,Unmatched,2nd
Thyroxine increased,T increased,t increased,Apolipoprotein A-I increased,Unmatched,2nd
Thyroxine normal,T normal,t normal,Apolipoprotein A-I normal,Unmatched,2nd
Toe operation,toe surgery,toe surgery,Bioptic eye surgery,Unmatched,2nd
Toe operation,toe surgical,toe surgical,Pre-surgical treatment of acromegaly,Unmatched,2nd
Tongue discolouration,spit discolouration,spit discolouration,Injection site discolouration,Unmatched,2nd
Tongue discolouration,tongue stain,tongue stain,Tongue carcinoma stage I,Unmatched,2nd
Tongue disorder,spit disorder,spit disorder,Vascular skin disorder,Unmatched,2nd
Tongue haematoma,spit haematoma,spit haematoma,Catheter site haematoma,Unmatched,2nd
Tongue oedema,spit oedema,spit oedema,Application site oedema,Unmatched,2nd
Tongue ulceration,spit ulceration,spit ulceration,Skin laceration,Unmatched,2nd
Tonic convulsion,pop convulsion,pop convulsion,Post concussion syndrome,Unmatched,2nd
Tooth deposit,tooth bank,tooth bank,Hand-foot-and-mouth disease,Unmatched,2nd
Tooth impacted,tooth touch,tooth touch,Hand-foot-and-mouth disease,Unmatched,2nd
Tooth loss,tooth red,tooth red,Hand-foot-and-mouth disease,Unmatched,2nd
Tooth repair,tooth amend,tooth amend,Hand-foot-and-mouth disease,Unmatched,2nd
Tooth repair,tooth mend,tooth mend,Hand-foot-and-mouth disease,Unmatched,2nd
Trance,captive,captive,Adaptive servo-ventilation,Unmatched,2nd
Trance,catch,catch,Scratch,Unmatched,2nd
Trance,fascination,fascination,Vaccination failure,Unmatched,2nd
Trance,spell,spell,Small cell lung cancer,Unmatched,2nd
Trance,enamor,enamor,Acquired enamel hypoplasia,Unmatched,2nd
Trance,capture,capture,Joint capsule rupture,Unmatched,2nd
Trance,charmer,charmer,Anterior chamber degeneration,Unmatched,2nd
Trance,entrancement,entrancement,Drug therapy enhancement,Unmatched,2nd
Trance,bewitch,bewitch,Arterial switch operation,Unmatched,2nd
Trance,captivation,captivation,Activation syndrome,Unmatched,2nd
Trance,charm,charm,Chiari network,Unmatched,2nd
Transplant rejection,graft rejection,graft rejection,Skin graft rejection,Unmatched,2nd
Tremor,shudder,shudder,Shoulder arthroplasty,Unmatched,2nd
Tremor,quake,quake,Placental lake,Unmatched,2nd
Trench foot,ditch foot,ditch foot,"Dementia of the Alzheimer's type, with depressed mood",Unmatched,2nd
Trench foot,deep foot,deep foot,Heel fat pad syndrome,Unmatched,2nd
Tuberculosis,TB,tb,Allergy to sting,Unmatched,2nd
Tuberculosis,tubercular,tubercular,Tuberculin test,Unmatched,2nd
Tuberculosis,T.B.,t.b,Job change,Unmatched,2nd
Tuberculosis bladder,TB bladder,tb bladder,Metastases to bladder,Unmatched,2nd
Tuberculosis bladder,T.B. bladder,t.b bladder,Metastases to bladder,Unmatched,2nd
Tuberculosis ureter,T.B. ureter,t.b ureter,Transitional cell cancer of the renal pelvis and ureter,Unmatched,2nd
Tumour pain,neoplasm pain,neoplasm pain,Benign neoplasm of skin,Unmatched,2nd
Tumour pain,tumour ail,tumour ail,Ovarian germ cell endodermal sinus tumour stage III,Unmatched,2nd
Type II hyperlipidaemia,type 2 hyperlipidaemia,type 2 hyperlipidaemia,Type V hyperlipidaemia,Unmatched,2nd
Type IIb hyperlipidaemia,typic iib hyperlipidaemia,typic iib hyperlipidaemia,Type IIa hyperlipidaemia,Unmatched,2nd
Type IIb hyperlipidaemia,type iib hyperlipaemia,type iib hyperlipaemia,Type IIa hyperlipidaemia,Unmatched,2nd
Type IIb hyperlipidaemia,type iib hyperlipoidemia,type iib hyperlipoidemia,Type IIa hyperlipidaemia,Unmatched,2nd
Type IIb hyperlipidaemia,type iib hyperlipidemia,type iib hyperlipidemia,Type IIa hyperlipidaemia,Unmatched,2nd
Type IIb hyperlipidaemia,type iib hyperlipoidaemia,type iib hyperlipoidaemia,Type IIa hyperlipidaemia,Unmatched,2nd
Ulcer,ulceration,ulceration,Laryngeal ulceration,Unmatched,2nd
Ulcer,ulcerate,ulcerate,Colitis ulcerative,Unmatched,2nd
Urea urine abnormal,urea water abnormal,urea water abnormal,Red blood cell sedimentation rate normal,Unmatched,2nd
Urea urine decreased,urea water decreased,urea water decreased,Red blood cell sedimentation rate decreased,Unmatched,2nd
Urea urine increased,urea water increased,urea water increased,Red blood cell sedimentation rate decreased,Unmatched,2nd
Urea urine normal,urea water normal,urea water normal,Red blood cell sedimentation rate normal,Unmatched,2nd
Urethral discharge,urethral spark,urethral spark,Ureteral spasm,Unmatched,2nd
Urethral discharge,urethral vent,urethral vent,Ureteral stent removal,Unmatched,2nd
Urinary casts,urine casts,urine casts,Uterine mass,Unmatched,2nd
Urinary casts,urinary roll,urinary roll,Extragonadal primary germ cell tumour mixed,Unmatched,2nd
Urinary casts,urinary spue,urinary spue,Extragonadal primary seminoma (pure),Unmatched,2nd
Urinary casts,urinary draw,urinary draw,Urinary system x-ray abnormal,Unmatched,2nd
Urinary casts,urinary put,urinary put,Extragonadal primary seminoma (pure) stage I,Unmatched,2nd
Urinary casts,urinary purge,urinary purge,Extragonadal primary seminoma (pure) stage I,Unmatched,2nd
Urinary casts,urinary shape,urinary shape,Extragonadal primary non-seminoma stage II,Unmatched,2nd
Urinary casts,urinary stamp,urinary stamp,Extragonadal primary non-seminoma stage I,Unmatched,2nd
Urinary casts,urinary stray,urinary stray,Urinary system x-ray abnormal,Unmatched,2nd
Urinary casts,urinary honk,urinary honk,Extragonadal primary non-seminoma stage I,Unmatched,2nd
Urinary casts,urinary puke,urinary puke,Extragonadal primary seminoma (pure) stage I,Unmatched,2nd
Urinary casts,urinary hurl,urinary hurl,Extragonadal primary seminoma (pure) stage I,Unmatched,2nd
Urinary casts,urinary range,urinary range,Primary mediastinal large B-cell lymphoma recurrent,Unmatched,2nd
Urinary casts,urinary roam,urinary roam,Urinary system x-ray abnormal,Unmatched,2nd
Urinary casts,urinary form,urinary form,Extragonadal primary germ cell tumour mixed,Unmatched,2nd
Urinary casts,urinary sick,urinary sick,Urinary tract carcinoma in situ,Unmatched,2nd
Urinary casts,urinary tramp,urinary tramp,Urinary tract infection,Unmatched,2nd
Urinary hesitation,urinary falter,urinary falter,Severe primary insulin like growth factor-1 deficiency,Unmatched,2nd
Urine abnormality,pee abnormality,pee abnormality,Red blood cell abnormality,Unmatched,2nd
Urine abnormality,water abnormality,water abnormality,Foetal heart rate deceleration abnormality,Unmatched,2nd
Urine abnormality,urine abnormal,urine abnormal,Creatine urine abnormal,Unmatched,2nd
Urine analysis,pee analysis,pee analysis,Red blood cell analysis abnormal,Unmatched,2nd
Urine flow decreased,pee flow decreased,pee flow decreased,Peak expiratory flow rate increased,Unmatched,2nd
Urine flow decreased,urine run decreased,urine run decreased,Urine iron increased,Unmatched,2nd
Urine potassium,urine K,urine k,Urine vitamin K decreased,Unmatched,2nd
Urine potassium decreased,urine K decreased,urine k decreased,Urine vitamin K decreased,Unmatched,2nd
Urine potassium increased,urine K increased,urine k increased,Urine vitamin K decreased,Unmatched,2nd
Urogenital fistula,urogenital sinus,urogenital sinus,Urogenital sinus mobilisation,Unmatched,2nd
Urticaria,hives,hives,Liver abscess,Unmatched,2nd
Uterine disorder,uterine cark,uterine cark,Uterine scar diverticulum,Unmatched,2nd
Uterine inflammation,uterine red,uterine red,Uterine dilation and evacuation,Unmatched,2nd
Uterine inflammation,uterine kindling,uterine kindling,Urine retinol binding protein increased,Unmatched,2nd
Uterine pain,uterine ail,uterine ail,Urine lactic acid,Unmatched,2nd
Uterine rupture,uterine bust,uterine bust,Adnexa uteri cyst,Unmatched,2nd
Uterine rupture,uterine snap,uterine snap,Uterine scar diverticulum,Unmatched,2nd
Uterine rupture,uterine tear,uterine tear,Uterine scar diverticulum,Unmatched,2nd
Uterine tenderness,uterine fond,uterine fond,Uterine dilation and curettage,Unmatched,2nd
Vaccination failure,vaccination fail,vaccination fail,Vaccination site joint pain,Unmatched,2nd
Vaginal cancer stage II,vaginal cancer stage 2,vaginal cancer stage 2,Vaginal cancer stage I,Unmatched,2nd
Vaginal cancer stage III,vaginal cancer stage 3,vaginal cancer stage 3,Vaginal cancer stage I,Unmatched,2nd
Vaginal cancer stage IVA,vagina cancer stage iva,vagina cancer stage iva,Vaginal cancer stage II,Unmatched,2nd
Vaginal cancer stage IVA,vaginal Cancer stage iva,vaginal cancer stage iva,Vaginal cancer stage II,Unmatched,2nd
Vaginal cancer stage IVA,vaginal cancer stagy iva,vaginal cancer stagy iva,Vaginal cancer stage II,Unmatched,2nd
Vaginal cancer stage IVA,vaginal cancer stager iva,vaginal cancer stager iva,Vaginal cancer stage II,Unmatched,2nd
Vaginal cancer stage IVA,vaginal cancer stagey iva,vaginal cancer stagey iva,Vaginal cancer stage II,Unmatched,2nd
Vaginal cancer stage IVB,vagina cancer stage ivb,vagina cancer stage ivb,Vaginal cancer stage II,Unmatched,2nd
Vaginal cancer stage IVB,vaginal Cancer stage ivb,vaginal cancer stage ivb,Vaginal cancer stage II,Unmatched,2nd
Vaginal cancer stage IVB,vaginal cancer stagy ivb,vaginal cancer stagy ivb,Vaginal cancer stage II,Unmatched,2nd
Vaginal cancer stage IVB,vaginal cancer stager ivb,vaginal cancer stager ivb,Vaginal cancer stage II,Unmatched,2nd
Vaginal cancer stage IVB,vaginal cancer stagey ivb,vaginal cancer stagey ivb,Vaginal cancer stage II,Unmatched,2nd
Vaginal odour,vaginal smell,vaginal smell,Nodal marginal zone B-cell lymphoma recurrent,Unmatched,2nd
Vascular injury,vascular hurt,vascular hurt,Ventriculo-vascular shunt,Unmatched,2nd
Vascular pain,vascular infliction,vascular infliction,Vascular device infection,Unmatched,2nd
Vascular pain,vascular hurt,vascular hurt,Ventriculo-vascular shunt,Unmatched,2nd
Vein discolouration,vein stain,vein stain,Exposure via skin contact,Unmatched,2nd
Vein disorder,nervure disorder,nervure disorder,VIth nerve disorder,Unmatched,2nd
Vein disorder,veinal disorder,veinal disorder,Retinal disorder,Unmatched,2nd
Vein disorder,vein cark,vein cark,Vena cava embolism,Unmatched,2nd
Vein disorder,vein upset,vein upset,Inadequate aseptic technique in use of product,Unmatched,2nd
Venous injury,vein injury,vein injury,Radiation skin injury,Unmatched,2nd
