MRA_term,Modified_term,ChangedBack,SearcherReturned_term,State,Rank
Vitamin K deficiency,vitamin chiliad deficiency,vitamin g deficiency,Vitamin E deficiency,Unmatched,4th
Vitamin K deficiency,vitamin thou deficiency,vitamin g deficiency,Vitamin E deficiency,Unmatched,4th
Vitamin K deficiency,vitamin grand deficiency,vitamin g deficiency,Vitamin E deficiency,Unmatched,4th
Vitamin K deficiency,vitamin KB deficiency,vitamin kb deficiency,Anaemia vitamin B6 deficiency,Unmatched,4th
Vitamin K deficiency,vitamin m deficiency,vitamin m deficiency,Vitamin E deficiency,Unmatched,4th
Vitamin K deficiency,vitamin k want,vitamin k deficiency,Vitamin E deficiency,Unmatched,4th
Vitamin K deficiency,vitamin k deficient,vitamin k deficient,Vitamin E deficiency,Unmatched,4th
Vitamin K deficiency,vitamin k inadequacy,vitamin k deficiency,Vitamin E deficiency,Unmatched,4th
Vomiting,vomiter,cat,Fat embolism,Unmatched,4th
Vomiting,vomit,vomit,Vogt-Koyanagi-Harada disease,Unmatched,4th
Vomiting,disgorge,cat,Fat embolism,Unmatched,4th
Vomiting,be_sick,cat,Fat embolism,Unmatched,4th
Vomiting,cast,cast,Decidual cast,Unmatched,4th
Vomiting,honk,cat,Fat embolism,Unmatched,4th
Vomiting,cat,cat,Fat embolism,Unmatched,4th
Vomiting,spew,cat,Fat embolism,Unmatched,4th
Vomiting,purge,cat,Fat embolism,Unmatched,4th
Vomiting,regorge,cat,Fat embolism,Unmatched,4th
Vomiting,regurgitate,cat,Fat embolism,Unmatched,4th
Vomiting,spewer,cat,Fat embolism,Unmatched,4th
Vomiting,chuck,cat,Fat embolism,Unmatched,4th
Vomiting,barf,cat,Fat embolism,Unmatched,4th
Vomiting,puke,cat,Fat embolism,Unmatched,4th
Vomiting,sick,sick,Sick cell syndrome,Unmatched,4th
Vomiting,retch,cat,Fat embolism,Unmatched,4th
Vomiting,vomit_up,cat,Fat embolism,Unmatched,4th
Vomiting,disgorgement,cat,Fat embolism,Unmatched,4th
Vomiting,puking,cat,Fat embolism,Unmatched,4th
Vomiting,upchuck,cat,Fat embolism,Unmatched,4th
Vomiting,spue,cat,Fat embolism,Unmatched,4th
Vomiting,throw_up,cat,Fat embolism,Unmatched,4th
Water pollution,water defile,water stain,Multiple gated acquisition scan normal,Unmatched,4th
Weight,angle,angle,Cerebellopontine angle tumour,Unmatched,4th
Weight decreased,angle decreased,angle decreased,Cardio-ankle vascular index increased,Unmatched,4th
Weight increased,angle increased,angle increased,Cardio-ankle vascular index increased,Unmatched,4th
Well educated,well preparatory,well fixed,Testicular germ cell tumour mixed stage I,Unmatched,4th
Well educated,well prepare,well fixed,Testicular germ cell tumour mixed stage I,Unmatched,4th
Wheezing,asthma,asthma,Occupational asthma,Unmatched,4th
Wheezing,asthmatic,asthmatic,Acute post asthmatic amyotrophy,Unmatched,4th
Wound infection,nose infection,nose infection,Non-infectious endophthalmitis,Unmatched,4th
Wound infection,hurt infection,pain infection,Fungal skin infection,Unmatched,4th
Wound infection,wind infection,lead infection,Ear infection viral,Unmatched,4th
Wound infection,wrap infection,wrap infection,Oral viral infection,Unmatched,4th
Wound infection,twist infection,device infection,Ventricular assist device insertion,Unmatched,4th
Wound infection,scent infection,nose infection,Non-infectious endophthalmitis,Unmatched,4th
X-ray,go ray,loss ray,Low birth weight baby,Unmatched,4th
X-ray,ten ray,ten ray,Wet wrap therapy,Unmatched,4th
X-ray,Adam ray,adam ray,Anal skin tag excision,Unmatched,4th
X-ray,x beam,x air,C-kit gene negative,Unmatched,4th
X-ray abnormal,x beam abnormal,x air abnormal,X-ray of pelvis and hip normal,Unmatched,4th
X-ray normal,x beam normal,x air normal,X-ray of pelvis and hip normal,Unmatched,4th
XIIth nerve injury,xiith brassy injury,xiith nerve injury,VIth nerve injury,Unmatched,4th
XIIth nerve injury,xiith spunk injury,xiith nerve injury,VIth nerve injury,Unmatched,4th
XIIth nerve injury,xiith nervy injury,xiith nerve injury,VIth nerve injury,Unmatched,4th
XIIth nerve injury,xiith cheeky injury,xiith nerve injury,VIth nerve injury,Unmatched,4th
XIIth nerve injury,xiith steel injury,xiith nerve injury,VIth nerve injury,Unmatched,4th
XIIth nerve injury,xiith spunky injury,xiith nerve injury,VIth nerve injury,Unmatched,4th
XIIth nerve injury,xiith boldness injury,xiith nerve injury,VIth nerve injury,Unmatched,4th
XIIth nerve injury,xiith mettle injury,xiith nerve injury,VIth nerve injury,Unmatched,4th
XIIth nerve injury,xiith brass injury,xiith nerve injury,VIth nerve injury,Unmatched,4th
XIIth nerve injury,xiith nervus injury,xiith nerve injury,VIth nerve injury,Unmatched,4th
XIIth nerve injury,xiith nerve combat_injury,xiith nerve injury,VIth nerve injury,Unmatched,4th
XIIth nerve injury,xiith nerve traumatise,xiith nerve injury,VIth nerve injury,Unmatched,4th
XIIth nerve injury,xiith nerve harm,xiith nerve injury,VIth nerve injury,Unmatched,4th
XIIth nerve injury,xiith nerve injure,xiith nerve injury,VIth nerve injury,Unmatched,4th
XIIth nerve injury,xiith nerve accidental_injury,xiith nerve injury,VIth nerve injury,Unmatched,4th
XIIth nerve injury,xiith nerve traumatize,xiith nerve injury,VIth nerve injury,Unmatched,4th
XIth nerve injury,xith brassy injury,xith nerve injury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith spunk injury,xith nerve injury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith nervy injury,xith nerve injury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith cheeky injury,xith nerve injury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith steel injury,xith nerve injury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith spunky injury,xith nerve injury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith boldness injury,xith nerve injury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith mettle injury,xith nerve injury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith brass injury,xith nerve injury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith nervus injury,xith nerve injury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith nerve combat_injury,xith nerve injury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith nerve traumatise,xith nerve injury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith nerve harm,xith nerve injury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith nerve injure,xith nerve injury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith nerve accidental_injury,xith nerve injury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith nerve traumatize,xith nerve injury,Vth nerve injury,Unmatched,4th
Yaws,gape,yawning,Paediatric early warning score,Unmatched,4th
Yaws,yawn,yawning,Paediatric early warning score,Unmatched,4th
Yaws,yaw,yawning,Paediatric early warning score,Unmatched,4th
Zinc deficiency,Zn deficiency,zn deficiency,Anaemia vitamin B6 deficiency,Unmatched,4th
Mobility decreased,mobile decreased,mobile decreased,Bile duct pressure increased,Unmatched,4th
Brain malformation,mental malformation,mental malformation,Renal arteriovenous malformation,Unmatched,4th
Stent placement,stent position,stent position,Radioallergosorbent test positive,Unmatched,4th
Skin maceration,skin boney,skin bone,C-kit gene mutation,Unmatched,4th
Skin maceration,skin bony,skin bone,C-kit gene mutation,Unmatched,4th
Terminal state,depot state,storage state,Hodgkin's disease lymphocyte predominance stage II site unspec,Unmatched,4th
Terminal state,terminus state,end state,NAT2 gene status assay,Unmatched,4th
Terminal state,end state,end state,NAT2 gene status assay,Unmatched,4th
Venous stenosis,vein stenosis,vein stenosis,Brachiocephalic vein stenosis,Unmatched,4th
Tear discolouration,tear stain,tear stain,Malignant melanoma of sites other than skin,Unmatched,4th
Energy increased,vitality increased,vital increased,Blood heavy metal increased,Unmatched,4th
Energy increased,vital increased,vital increased,Blood heavy metal increased,Unmatched,4th
Energy increased,DOE increased,doe increased,Resorption bone decreased,Unmatched,4th
Energy increased,zip increased,null increased,Mean cell haemoglobin decreased,Unmatched,4th
Energy increased,energize increased,stimulating increased,Blood thyroid stimulating hormone decreased,Unmatched,4th
Underweight,scrag,choking,Cooling therapy,Unmatched,4th
Underweight,skinny,skin,Granuloma skin,Unmatched,4th
Underweight,boniness,skeletal,Skeletal dysplasia,Unmatched,4th
Underweight,boney,bone,Bone disorder,Unmatched,4th
Rectal examination,rectal examine,rectal tests,Hair metal test abnormal,Unmatched,4th
Rectal examination,rectal exam,rectal tests,Hair metal test abnormal,Unmatched,4th
Rectal examination,rectal test,rectal test,Renal cyst excision,Unmatched,4th
Boredom,tedium,slow,Slow response to stimuli,Unmatched,4th
Boredom,tedious,slow,Slow response to stimuli,Unmatched,4th
Peripheral swelling,peripheral well,peripheral well,Peripheral T-cell lymphoma unspecified stage I,Unmatched,4th
Localised oedema,set oedema,set oedema,Infusion site oedema,Unmatched,4th
Scar pain,pit pain,pit pain,Infrapatellar fat pad inflammation,Unmatched,4th
Scar pain,scrape pain,skin pain,Skin hair bearing graft,Unmatched,4th
Scar pain,mark pain,mark pain,Man-in-the-barrel syndrome,Unmatched,4th
Axillary mass,axillary muckle,axillary muckle,Papillary muscle disorder,Unmatched,4th
Saliva discolouration,saliva stain,saliva stain,Salivary gland scan normal,Unmatched,4th
Rectal discharge,rectal vent,rectal air,Rectal cancer stage III,Unmatched,4th
Rectal discharge,rectal venting,rectal air,Rectal cancer stage III,Unmatched,4th
Neck mass,neck lot,neck lot,Peak expiratory flow rate abnormal,Unmatched,4th
Muscle abscess,muscular abscess,muscular abscess,Vascular access site haemorrhage,Unmatched,4th
Blood phosphorus decreased,blood P decreased,blood p decreased,Blood immunoglobulin A increased,Unmatched,4th
Live birth,know birth,bed birth,Red cell distribution width normal,Unmatched,4th
Anal haemorrhage,anal bleed,anal bleed,Nail bed inflammation,Unmatched,4th
Spinal shock,spinal traumatize,spinal injury,Spinal cord injury lumbar,Unmatched,4th
Spinal shock,spinal traumatise,spinal injury,Spinal cord injury lumbar,Unmatched,4th
Spinal shock,spinal cushion,spinal cushion,Spinal fusion fracture,Unmatched,4th
Bone infarction,os infarction,os infarction,BK virus infection,Unmatched,4th
Balance disorder,rest disorder,rest disorder,Post-traumatic amnestic disorder,Unmatched,4th
Autopsy,PM,pm,Gastric pH,Unmatched,4th
Autopsy,postmortem,postmortem,Postmortem blood drug level increased,Unmatched,4th
Bed rest,bed stay,bed stay,Diabetic end stage renal disease,Unmatched,4th
Bed rest,bed lie,bed lie,Head lag abnormal,Unmatched,4th
Blood phosphorus increased,blood P increased,blood p increased,Blood immunoglobulin A increased,Unmatched,4th
Anal inflammation,anal red,anal red,Anti-GAD antibody,Unmatched,4th
Anal inflammation,anal redness,anal red,Anti-GAD antibody,Unmatched,4th
Self esteem decreased,self value decreased,self rate decreased,Red blood cell sedimentation rate decreased,Unmatched,4th
Cast application,cast coat,cast coat,CSF neutrophil count,Unmatched,4th
Dental examination,dental examine,dental tests,Hair metal test abnormal,Unmatched,4th
Dental examination,dental exam,dental tests,Hair metal test abnormal,Unmatched,4th
Dental examination,dental test,dental test,Dental cyst,Unmatched,4th
Electrocardiogram P wave abnormal,cardiogram p wave abnormal,electrocardiogram p wave abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram P wave abnormal,electrocardiogram P wave abnormal,electrocardiogram p wave abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram P wave abnormal,electrocardiogram p undulate abnormal,electrocardiogram p waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram P wave abnormal,electrocardiogram p curl abnormal,electrocardiogram p waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram P wave abnormal,electrocardiogram p brandish abnormal,electrocardiogram p waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram P wave abnormal,electrocardiogram p wafture abnormal,electrocardiogram p waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram P wave abnormal,electrocardiogram p undulation abnormal,electrocardiogram p waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram P wave abnormal,electrocardiogram p curler abnormal,electrocardiogram p waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram P wave abnormal,electrocardiogram p waving abnormal,electrocardiogram p waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram P wave abnormal,electrocardiogram p Wave abnormal,electrocardiogram p wave abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram P wave abnormal,electrocardiogram p wavelet abnormal,electrocardiogram p waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram P wave abnormal,electrocardiogram p flourish abnormal,electrocardiogram p waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram P wave abnormal,electrocardiogram p moving_ridge abnormal,electrocardiogram p waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram P wave abnormal,electrocardiogram p beckon abnormal,electrocardiogram p waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram P wave abnormal,electrocardiogram p wavy abnormal,electrocardiogram p waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram P wave abnormal,electrocardiogram p wave unnatural,electrocardiogram p wave abnormal,Electrocardiogram P wave normal,Unmatched,4th
Face injury,cheeky injury,nerve injury,IIIrd nerve injury,Unmatched,4th
Face injury,boldness injury,nerve injury,IIIrd nerve injury,Unmatched,4th
Face injury,side injury,side injury,Application site injury,Unmatched,4th
Face injury,brass injury,nerve injury,IIIrd nerve injury,Unmatched,4th
Face injury,brassy injury,nerve injury,IIIrd nerve injury,Unmatched,4th
Face injury,nerve injury,nerve injury,IIIrd nerve injury,Unmatched,4th
Face injury,nervy injury,nerve injury,IIIrd nerve injury,Unmatched,4th
Face injury,face hurt,face pain,Heel fat pad syndrome,Unmatched,4th
Traction,grip,grip,Gait disturbance,Unmatched,4th
Contusion,bruise,bruise,Administration site bruise,Unmatched,4th
Contusion,contuse,bruise,Administration site bruise,Unmatched,4th
Skin tightness,skin taut,skin tension,Skin lesion inflammation,Unmatched,4th
Skin tightness,skin meanness,skin base,Scan bone marrow abnormal,Unmatched,4th
Skin tightness,skin tautness,skin tension,Skin lesion inflammation,Unmatched,4th
Red blood cells urine,red blood cells water,red blood cells water,Red blood cell sedimentation rate decreased,Unmatched,4th
Urea urine,urea water,urea water,Red blood cell sedimentation rate increased,Unmatched,4th
Itching scar,spoil scar,baby scar,"X-ray therapy to ear, nose, or throat",Unmatched,4th
Groin infection,mole infection,mole infection,Bone prosthesis insertion,Unmatched,4th
Groin infection,groyne infection,mole infection,Bone prosthesis insertion,Unmatched,4th
Groin infection,breakwater infection,mole infection,Bone prosthesis insertion,Unmatched,4th
Groin infection,bulwark infection,wall infection,Nail bed infection bacterial,Unmatched,4th
Groin infection,seawall infection,mole infection,Bone prosthesis insertion,Unmatched,4th
Groin infection,jetty infection,mole infection,Bone prosthesis insertion,Unmatched,4th
Drug screen,drug test,drug test,Genotype drug resistance test negative,Unmatched,4th
Vitamin E increased,vitamin Es increased,vitamin es increased,Vitamin B1 decreased,Unmatched,4th
Oral surgery,oral operating_theater,oral or,X-ray of pelvis and hip abnormal,Unmatched,4th
Oral surgery,oral OR,oral or,X-ray of pelvis and hip abnormal,Unmatched,4th
Oral surgery,oral operating_theatre,oral or,X-ray of pelvis and hip abnormal,Unmatched,4th
Oral surgery,oral operating_room,oral or,X-ray of pelvis and hip abnormal,Unmatched,4th
Hip surgery,hip operating_theater,hip or,HLA-B*27 positive,Unmatched,4th
Hip surgery,hip OR,hip or,HLA-B*27 positive,Unmatched,4th
Hip surgery,hip operating_theatre,hip or,HLA-B*27 positive,Unmatched,4th
Hip surgery,hip operating_room,hip or,HLA-B*27 positive,Unmatched,4th
Therapy responder,therapeutic responder,therapeutic responder,Therapeutic response unexpected,Unmatched,4th
Arterial restenosis,artery restenosis,artery restenosis,Mesenteric artery stenosis,Unmatched,4th
Electrocardiogram Q wave abnormal,cardiogram q wave abnormal,electrocardiogram q wave abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram Q wave abnormal,electrocardiogram Q wave abnormal,electrocardiogram q wave abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram Q wave abnormal,electrocardiogram q undulate abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram Q wave abnormal,electrocardiogram q curl abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram Q wave abnormal,electrocardiogram q brandish abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram Q wave abnormal,electrocardiogram q wafture abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram Q wave abnormal,electrocardiogram q undulation abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram Q wave abnormal,electrocardiogram q curler abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram Q wave abnormal,electrocardiogram q waving abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram Q wave abnormal,electrocardiogram q Wave abnormal,electrocardiogram q wave abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram Q wave abnormal,electrocardiogram q wavelet abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram Q wave abnormal,electrocardiogram q flourish abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram Q wave abnormal,electrocardiogram q moving_ridge abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram Q wave abnormal,electrocardiogram q beckon abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram Q wave abnormal,electrocardiogram q wavy abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram Q wave abnormal,electrocardiogram q wave unnatural,electrocardiogram q wave abnormal,Electrocardiogram P wave normal,Unmatched,4th
Nasal odour,nasal scent,nasal nose,Nodal marginal zone B-cell lymphoma stage I,Unmatched,4th
Wound haemorrhage,nose haemorrhage,nose haemorrhage,Bone marrow haemorrhage,Unmatched,4th
Wound haemorrhage,scent haemorrhage,nose haemorrhage,Bone marrow haemorrhage,Unmatched,4th
Acupressure,G-Jo,g jo,X-ray therapy to bone,Unmatched,4th
Biopsy intestine,biopsy bowel,biopsy bowel,Biopsy bone normal,Unmatched,4th
Burn infection,bite infection,bite infection,Infusion site infection,Unmatched,4th
Burn infection,sting infection,sting infection,Ureteral stent insertion,Unmatched,4th
Burn infection,stinger infection,sting infection,Ureteral stent insertion,Unmatched,4th
Burn infection,fire infection,fire infection,Catheter site infection,Unmatched,4th
Burn infection,cautery infection,cautery infection,Cerebral artery stent insertion,Unmatched,4th
Complement factor C1 decreased,complementary factor c1 decreased,complement factor c1 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 decreased,full_complement factor c1 decreased,complement factor c1 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 decreased,complemental factor c1 decreased,complement factor c1 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 decreased,complement factoring c1 decreased,complement factor c1 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 decreased,complement factor_out c1 decreased,complement factor c1 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 decreased,complement genetical c1 decreased,complement factor c1 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 decreased,complement ingredient c1 decreased,complement factor c1 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 decreased,complement factorization c1 decreased,complement factor c1 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 decreased,complement compose c1 decreased,complement factor c1 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 decreased,complement divisor c1 decreased,complement factor c1 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 decreased,complement factorize c1 decreased,complement factor c1 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 decreased,complement cistron c1 decreased,complement factor c1 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 decreased,complement factorisation c1 decreased,complement factor c1 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 decreased,complement factor_in c1 decreased,complement factor c1 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 decreased,complement genic c1 decreased,complement factor c1 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 decreased,complement factor c1 diminution,complement factor c1 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 decreased,complement factor c1 minify,complement factor c1 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 decreased,complement factor c1 diminish,complement factor c1 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 decreased,complement factor c1 lessen,complement factor c1 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 increased,complementary factor c1 increased,complement factor c1 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 increased,full_complement factor c1 increased,complement factor c1 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 increased,complemental factor c1 increased,complement factor c1 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 increased,complement factoring c1 increased,complement factor c1 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 increased,complement factor_out c1 increased,complement factor c1 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 increased,complement genetical c1 increased,complement factor c1 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 increased,complement ingredient c1 increased,complement factor c1 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 increased,complement factorization c1 increased,complement factor c1 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 increased,complement compose c1 increased,complement factor c1 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 increased,complement divisor c1 increased,complement factor c1 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 increased,complement factorize c1 increased,complement factor c1 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 increased,complement cistron c1 increased,complement factor c1 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 increased,complement factorisation c1 increased,complement factor c1 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 increased,complement factor_in c1 increased,complement factor c1 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 increased,complement genic c1 increased,complement factor c1 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C1 increased,complement factor c1 increase,complement factor c1 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,complementary factor c2 decreased,complement factor c2 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,full_complement factor c2 decreased,complement factor c2 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,complemental factor c2 decreased,complement factor c2 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,complement factoring c2 decreased,complement factor c2 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,complement factor_out c2 decreased,complement factor c2 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,complement genetical c2 decreased,complement factor c2 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,complement ingredient c2 decreased,complement factor c2 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,complement factorization c2 decreased,complement factor c2 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,complement compose c2 decreased,complement factor c2 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,complement divisor c2 decreased,complement factor c2 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,complement factorize c2 decreased,complement factor c2 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,complement cistron c2 decreased,complement factor c2 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,complement factorisation c2 decreased,complement factor c2 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,complement factor_in c2 decreased,complement factor c2 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,complement genic c2 decreased,complement factor c2 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,complement factor c2 diminution,complement factor c2 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,complement factor c2 minify,complement factor c2 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,complement factor c2 diminish,complement factor c2 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,complement factor c2 lessen,complement factor c2 decreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 increased,complementary factor c2 increased,complement factor c2 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 increased,full_complement factor c2 increased,complement factor c2 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 increased,complemental factor c2 increased,complement factor c2 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 increased,complement factoring c2 increased,complement factor c2 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 increased,complement factor_out c2 increased,complement factor c2 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 increased,complement genetical c2 increased,complement factor c2 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 increased,complement ingredient c2 increased,complement factor c2 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 increased,complement factorization c2 increased,complement factor c2 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 increased,complement compose c2 increased,complement factor c2 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 increased,complement divisor c2 increased,complement factor c2 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 increased,complement factorize c2 increased,complement factor c2 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 increased,complement cistron c2 increased,complement factor c2 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 increased,complement factorisation c2 increased,complement factor c2 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 increased,complement factor_in c2 increased,complement factor c2 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 increased,complement genic c2 increased,complement factor c2 increased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 increased,complement factor c2 increase,complement factor c2 increased,Complement factor C4 decreased,Unmatched,4th
Haemoglobin S,Hb s,hb s,Hepatitis B e antibody,Unmatched,4th
Laziness,lazy,indolent,Non-Hodgkin's lymphoma unspecified histology indolent stage III,Unmatched,4th
Laziness,indolence,indolent,Non-Hodgkin's lymphoma unspecified histology indolent stage III,Unmatched,4th
Laziness,indolent,indolent,Non-Hodgkin's lymphoma unspecified histology indolent stage III,Unmatched,4th
Cytomegalovirus test positive,CMV test positive,cmv test positive,HIV test false positive,Unmatched,4th
Cytomegalovirus test negative,CMV test negative,cmv test negative,SARS-CoV-2 test negative,Unmatched,4th
Factor XII deficiency,factoring xii deficiency,factor xii deficiency,Factor VIII deficiency,Unmatched,4th
Factor XII deficiency,factor_out xii deficiency,factor xii deficiency,Factor VIII deficiency,Unmatched,4th
Factor XII deficiency,genetical xii deficiency,factor xii deficiency,Factor VIII deficiency,Unmatched,4th
Factor XII deficiency,ingredient xii deficiency,factor xii deficiency,Factor VIII deficiency,Unmatched,4th
Factor XII deficiency,factorization xii deficiency,factor xii deficiency,Factor VIII deficiency,Unmatched,4th
Factor XII deficiency,compose xii deficiency,factor xii deficiency,Factor VIII deficiency,Unmatched,4th
