MRA_term,Modified_term,ChangedBack,SearcherReturned_term,State,Rank
Yaws,yaw,yawning,Paediatric early warning score increased,Unmatched,5th
Zinc deficiency,Zn deficiency,zn deficiency,Neuropathy vitamin B6 deficiency,Unmatched,5th
Stent placement,stent position,stent position,Schumm's test positive,Unmatched,5th
Skin maceration,skin boney,skin bone,C-kit gene overexpression,Unmatched,5th
Skin maceration,skin bony,skin bone,C-kit gene overexpression,Unmatched,5th
Terminal state,depot state,storage state,Hodgkin's disease mixed cellularity stage I site unspecified,Unmatched,5th
Terminal state,terminus state,end state,HERG gene status assay,Unmatched,5th
Terminal state,end state,end state,HERG gene status assay,Unmatched,5th
Venous stenosis,vein stenosis,vein stenosis,Subclavian vein stenosis,Unmatched,5th
Tear discolouration,tear stain,tear stain,Fear of weight gain,Unmatched,5th
Energy increased,vitality increased,vital increased,Iron binding capacity total decreased,Unmatched,5th
Energy increased,vital increased,vital increased,Iron binding capacity total decreased,Unmatched,5th
Energy increased,DOE increased,doe increased,End-tidal CO2 increased,Unmatched,5th
Energy increased,zip increased,null increased,Mean cell haemoglobin increased,Unmatched,5th
Energy increased,energize increased,stimulating increased,Blood thyroid stimulating hormone increased,Unmatched,5th
Underweight,scrag,choking,Smoking cessation therapy,Unmatched,5th
Underweight,skinny,skin,Neoplasm skin,Unmatched,5th
Underweight,boniness,skeletal,Skeletal survey abnormal,Unmatched,5th
Underweight,boney,bone,Bone graft,Unmatched,5th
Rectal examination,rectal examine,rectal tests,Renal function test,Unmatched,5th
Rectal examination,rectal exam,rectal tests,Renal function test,Unmatched,5th
Rectal examination,rectal test,rectal test,Renal cyst ruptured,Unmatched,5th
Boredom,tedium,slow,Slow vital capacity abnormal,Unmatched,5th
Boredom,tedious,slow,Slow vital capacity abnormal,Unmatched,5th
Peripheral swelling,peripheral well,peripheral well,Peripheral T-cell lymphoma unspecified stage II,Unmatched,5th
Localised oedema,set oedema,set oedema,Catheter site oedema,Unmatched,5th
Scar pain,pit pain,pit pain,Heel fat pad syndrome,Unmatched,5th
Scar pain,scrape pain,skin pain,Loin pain haematuria syndrome,Unmatched,5th
Scar pain,mark pain,mark pain,Genital cancer male in situ,Unmatched,5th
Saliva discolouration,saliva stain,saliva stain,Salivary gland cancer stage 0,Unmatched,5th
Rectal discharge,rectal vent,rectal air,Renal cancer stage III,Unmatched,5th
Rectal discharge,rectal venting,rectal air,Renal cancer stage III,Unmatched,5th
Neck mass,neck lot,neck lot,Peak expiratory flow rate decreased,Unmatched,5th
Muscle abscess,muscular abscess,muscular abscess,Vascular access site complication,Unmatched,5th
Blood phosphorus decreased,blood P decreased,blood p decreased,Blood immunoglobulin E decreased,Unmatched,5th
Live birth,know birth,bed birth,Red cell distribution width abnormal,Unmatched,5th
Anal haemorrhage,anal bleed,anal bleed,Nail bed disorder,Unmatched,5th
Spinal shock,spinal traumatize,spinal injury,Spinal cord injury sacral,Unmatched,5th
Spinal shock,spinal traumatise,spinal injury,Spinal cord injury sacral,Unmatched,5th
Spinal shock,spinal cushion,spinal cushion,Delayed spinal fusion,Unmatched,5th
Bone infarction,os infarction,os infarction,ECG signs of myocardial infarction,Unmatched,5th
Balance disorder,rest disorder,rest disorder,Post-traumatic stress disorder,Unmatched,5th
Autopsy,PM,pm,Blood pH,Unmatched,5th
Autopsy,postmortem,postmortem,Postmortem blood drug level decreased,Unmatched,5th
Bed rest,bed stay,bed stay,Model for end stage liver disease score,Unmatched,5th
Bed rest,bed lie,bed lie,Head lag normal,Unmatched,5th
Blood phosphorus increased,blood P increased,blood p increased,Blood immunoglobulin E decreased,Unmatched,5th
Anal inflammation,anal red,anal red,Nail bed infection,Unmatched,5th
Anal inflammation,anal redness,anal red,Nail bed infection,Unmatched,5th
Cast application,cast coat,cast coat,Chest wall cyst,Unmatched,5th
Dental examination,dental examine,dental tests,Renal function test,Unmatched,5th
Dental examination,dental exam,dental tests,Renal function test,Unmatched,5th
Dental examination,dental test,dental test,Congenital renal cyst,Unmatched,5th
Face injury,cheeky injury,nerve injury,IVth nerve injury,Unmatched,5th
Face injury,boldness injury,nerve injury,IVth nerve injury,Unmatched,5th
Face injury,side injury,side injury,Infusion site injury,Unmatched,5th
Face injury,brass injury,nerve injury,IVth nerve injury,Unmatched,5th
Face injury,brassy injury,nerve injury,IVth nerve injury,Unmatched,5th
Face injury,nerve injury,nerve injury,IVth nerve injury,Unmatched,5th
Face injury,nervy injury,nerve injury,IVth nerve injury,Unmatched,5th
Face injury,face hurt,face pain,Genital cancer male in situ,Unmatched,5th
Traction,grip,grip,Gait inability,Unmatched,5th
Contusion,bruise,bruise,Puncture site bruise,Unmatched,5th
Contusion,contuse,bruise,Puncture site bruise,Unmatched,5th
Skin tightness,skin taut,skin tension,Target skin lesion,Unmatched,5th
Skin tightness,skin meanness,skin base,Therapeutic skin care topical,Unmatched,5th
Skin tightness,skin tautness,skin tension,Target skin lesion,Unmatched,5th
Red blood cells urine,red blood cells water,red blood cells water,Red blood cell sedimentation rate normal,Unmatched,5th
Urea urine,urea water,urea water,Red blood cell sedimentation rate decreased,Unmatched,5th
Groin infection,mole infection,mole infection,West Nile viral infection,Unmatched,5th
Groin infection,groyne infection,mole infection,West Nile viral infection,Unmatched,5th
Groin infection,breakwater infection,mole infection,West Nile viral infection,Unmatched,5th
Groin infection,bulwark infection,wall infection,Nail bed infection viral,Unmatched,5th
Groin infection,seawall infection,mole infection,West Nile viral infection,Unmatched,5th
Groin infection,jetty infection,mole infection,West Nile viral infection,Unmatched,5th
Drug screen,drug test,drug test,Genotype drug resistance test abnormal,Unmatched,5th
Vitamin E increased,vitamin Es increased,vitamin es increased,Vitamin B2 increased,Unmatched,5th
Oral surgery,oral operating_theater,oral or,X-ray of pelvis and hip normal,Unmatched,5th
Oral surgery,oral OR,oral or,X-ray of pelvis and hip normal,Unmatched,5th
Oral surgery,oral operating_theatre,oral or,X-ray of pelvis and hip normal,Unmatched,5th
Oral surgery,oral operating_room,oral or,X-ray of pelvis and hip normal,Unmatched,5th
Hip surgery,hip operating_theater,hip or,Carcinoma in situ of eye,Unmatched,5th
Hip surgery,hip OR,hip or,Carcinoma in situ of eye,Unmatched,5th
Hip surgery,hip operating_theatre,hip or,Carcinoma in situ of eye,Unmatched,5th
Hip surgery,hip operating_room,hip or,Carcinoma in situ of eye,Unmatched,5th
Therapy responder,therapeutic responder,therapeutic responder,Therapeutic response delayed,Unmatched,5th
Arterial restenosis,artery restenosis,artery restenosis,Pulmonary artery stenosis,Unmatched,5th
Electrocardiogram Q wave abnormal,cardiogram q wave abnormal,electrocardiogram q wave abnormal,Electrocardiogram P wave abnormal,Unmatched,5th
Electrocardiogram Q wave abnormal,electrocardiogram Q wave abnormal,electrocardiogram q wave abnormal,Electrocardiogram P wave abnormal,Unmatched,5th
Electrocardiogram Q wave abnormal,electrocardiogram q undulate abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave abnormal,Unmatched,5th
Electrocardiogram Q wave abnormal,electrocardiogram q curl abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave abnormal,Unmatched,5th
Electrocardiogram Q wave abnormal,electrocardiogram q brandish abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave abnormal,Unmatched,5th
Electrocardiogram Q wave abnormal,electrocardiogram q wafture abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave abnormal,Unmatched,5th
Electrocardiogram Q wave abnormal,electrocardiogram q undulation abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave abnormal,Unmatched,5th
Electrocardiogram Q wave abnormal,electrocardiogram q curler abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave abnormal,Unmatched,5th
Electrocardiogram Q wave abnormal,electrocardiogram q waving abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave abnormal,Unmatched,5th
Electrocardiogram Q wave abnormal,electrocardiogram q Wave abnormal,electrocardiogram q wave abnormal,Electrocardiogram P wave abnormal,Unmatched,5th
Electrocardiogram Q wave abnormal,electrocardiogram q wavelet abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave abnormal,Unmatched,5th
Electrocardiogram Q wave abnormal,electrocardiogram q flourish abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave abnormal,Unmatched,5th
Electrocardiogram Q wave abnormal,electrocardiogram q moving_ridge abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave abnormal,Unmatched,5th
Electrocardiogram Q wave abnormal,electrocardiogram q beckon abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave abnormal,Unmatched,5th
Electrocardiogram Q wave abnormal,electrocardiogram q wavy abnormal,electrocardiogram q waves abnormal,Electrocardiogram P wave abnormal,Unmatched,5th
Electrocardiogram Q wave abnormal,electrocardiogram q wave unnatural,electrocardiogram q wave abnormal,Electrocardiogram P wave abnormal,Unmatched,5th
Nasal odour,nasal scent,nasal nose,Nodal marginal zone B-cell lymphoma stage II,Unmatched,5th
Wound haemorrhage,nose haemorrhage,nose haemorrhage,Post-traumatic punctate intraepidermal haemorrhage,Unmatched,5th
Wound haemorrhage,scent haemorrhage,nose haemorrhage,Post-traumatic punctate intraepidermal haemorrhage,Unmatched,5th
Acupressure,G-Jo,g jo,X-ray therapy to brain,Unmatched,5th
Biopsy intestine,biopsy bowel,biopsy bowel,Biopsy bone marrow abnormal,Unmatched,5th
Burn infection,bite infection,bite infection,Catheter site infection,Unmatched,5th
Burn infection,sting infection,sting infection,Urethral stent insertion,Unmatched,5th
Burn infection,stinger infection,sting infection,Urethral stent insertion,Unmatched,5th
Burn infection,fire infection,fire infection,Implant site infection,Unmatched,5th
Burn infection,cautery infection,cautery infection,Hepatic artery infusion pump insertion,Unmatched,5th
Complement factor C1 increased,complementary factor c1 increased,complement factor c1 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C1 increased,full_complement factor c1 increased,complement factor c1 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C1 increased,complemental factor c1 increased,complement factor c1 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C1 increased,complement factoring c1 increased,complement factor c1 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C1 increased,complement factor_out c1 increased,complement factor c1 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C1 increased,complement genetical c1 increased,complement factor c1 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C1 increased,complement ingredient c1 increased,complement factor c1 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C1 increased,complement factorization c1 increased,complement factor c1 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C1 increased,complement compose c1 increased,complement factor c1 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C1 increased,complement divisor c1 increased,complement factor c1 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C1 increased,complement factorize c1 increased,complement factor c1 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C1 increased,complement cistron c1 increased,complement factor c1 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C1 increased,complement factorisation c1 increased,complement factor c1 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C1 increased,complement factor_in c1 increased,complement factor c1 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C1 increased,complement genic c1 increased,complement factor c1 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C1 increased,complement factor c1 increase,complement factor c1 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 decreased,complementary factor c2 decreased,complement factor c2 decreased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 decreased,full_complement factor c2 decreased,complement factor c2 decreased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 decreased,complemental factor c2 decreased,complement factor c2 decreased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 decreased,complement factoring c2 decreased,complement factor c2 decreased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 decreased,complement factor_out c2 decreased,complement factor c2 decreased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 decreased,complement genetical c2 decreased,complement factor c2 decreased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 decreased,complement ingredient c2 decreased,complement factor c2 decreased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 decreased,complement factorization c2 decreased,complement factor c2 decreased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 decreased,complement compose c2 decreased,complement factor c2 decreased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 decreased,complement divisor c2 decreased,complement factor c2 decreased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 decreased,complement factorize c2 decreased,complement factor c2 decreased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 decreased,complement cistron c2 decreased,complement factor c2 decreased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 decreased,complement factorisation c2 decreased,complement factor c2 decreased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 decreased,complement factor_in c2 decreased,complement factor c2 decreased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 decreased,complement genic c2 decreased,complement factor c2 decreased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 decreased,complement factor c2 diminution,complement factor c2 decreased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 decreased,complement factor c2 minify,complement factor c2 decreased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 decreased,complement factor c2 diminish,complement factor c2 decreased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 decreased,complement factor c2 lessen,complement factor c2 decreased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 increased,complementary factor c2 increased,complement factor c2 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 increased,full_complement factor c2 increased,complement factor c2 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 increased,complemental factor c2 increased,complement factor c2 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 increased,complement factoring c2 increased,complement factor c2 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 increased,complement factor_out c2 increased,complement factor c2 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 increased,complement genetical c2 increased,complement factor c2 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 increased,complement ingredient c2 increased,complement factor c2 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 increased,complement factorization c2 increased,complement factor c2 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 increased,complement compose c2 increased,complement factor c2 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 increased,complement divisor c2 increased,complement factor c2 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 increased,complement factorize c2 increased,complement factor c2 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 increased,complement cistron c2 increased,complement factor c2 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 increased,complement factorisation c2 increased,complement factor c2 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 increased,complement factor_in c2 increased,complement factor c2 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 increased,complement genic c2 increased,complement factor c2 increased,Complement factor C1 decreased,Unmatched,5th
Complement factor C2 increased,complement factor c2 increase,complement factor c2 increased,Complement factor C1 decreased,Unmatched,5th
Haemoglobin S,Hb s,hb s,Carbohydrate antigen 72-4,Unmatched,5th
Laziness,lazy,indolent,Non-Hodgkin's lymphoma unspecified histology indolent stage IV,Unmatched,5th
Laziness,indolence,indolent,Non-Hodgkin's lymphoma unspecified histology indolent stage IV,Unmatched,5th
Laziness,indolent,indolent,Non-Hodgkin's lymphoma unspecified histology indolent stage IV,Unmatched,5th
Cytomegalovirus test positive,CMV test positive,cmv test positive,Influenza C virus test positive,Unmatched,5th
Cytomegalovirus test negative,CMV test negative,cmv test negative,SARS-CoV-1 test negative,Unmatched,5th
Factor XII deficiency,factoring xii deficiency,factor xii deficiency,Factor XI deficiency,Unmatched,5th
Factor XII deficiency,factor_out xii deficiency,factor xii deficiency,Factor XI deficiency,Unmatched,5th
Factor XII deficiency,genetical xii deficiency,factor xii deficiency,Factor XI deficiency,Unmatched,5th
Factor XII deficiency,ingredient xii deficiency,factor xii deficiency,Factor XI deficiency,Unmatched,5th
Factor XII deficiency,factorization xii deficiency,factor xii deficiency,Factor XI deficiency,Unmatched,5th
Factor XII deficiency,compose xii deficiency,factor xii deficiency,Factor XI deficiency,Unmatched,5th
Factor XII deficiency,divisor xii deficiency,factor xii deficiency,Factor XI deficiency,Unmatched,5th
Factor XII deficiency,factorize xii deficiency,factor xii deficiency,Factor XI deficiency,Unmatched,5th
Factor XII deficiency,cistron xii deficiency,factor xii deficiency,Factor XI deficiency,Unmatched,5th
Factor XII deficiency,factorisation xii deficiency,factor xii deficiency,Factor XI deficiency,Unmatched,5th
Factor XII deficiency,factor_in xii deficiency,factor xii deficiency,Factor XI deficiency,Unmatched,5th
Factor XII deficiency,genic xii deficiency,factor xii deficiency,Factor XI deficiency,Unmatched,5th
Factor XII deficiency,factor XII deficiency,factor xii deficiency,Factor XI deficiency,Unmatched,5th
Factor XII deficiency,factor twelve deficiency,factor xii deficiency,Factor XI deficiency,Unmatched,5th
Factor XII deficiency,factor dozen deficiency,factor xii deficiency,Factor XI deficiency,Unmatched,5th
Factor XII deficiency,factor xii want,factor xii deficiency,Factor XI deficiency,Unmatched,5th
Factor XII deficiency,factor xii deficient,factor xii deficient,Factor XI deficiency,Unmatched,5th
Factor XII deficiency,factor xii inadequacy,factor xii deficiency,Factor XI deficiency,Unmatched,5th
Prostitute,tart,jaundice,Jaundice neonatal,Unmatched,5th
Primary transmission,primary contagion,primary infection,Cytomegalovirus urinary tract infection,Unmatched,5th
Primary transmission,primary infection,primary infection,Cytomegalovirus urinary tract infection,Unmatched,5th
Primary transmission,primary contagious,primary infection,Cytomegalovirus urinary tract infection,Unmatched,5th
Primary transmission,primary transmit,primary infection,Cytomegalovirus urinary tract infection,Unmatched,5th
Glare,glower,lower,Lower gastrointestinal perforation,Unmatched,5th
Glare,spotlight,spots,Psoas sign,Unmatched,5th
Ear discomfort,spike discomfort,spike discomfort,Instillation site discomfort,Unmatched,5th
Ear pruritus,spike pruritus,spike pruritus,Incision site pruritus,Unmatched,5th
Biliary cyst,bilious cyst,bile cyst,Implant site cyst,Unmatched,5th
Biliary cyst,bile cyst,bile cyst,Implant site cyst,Unmatched,5th
Wound,spite,venom,Russell's viper venom time abnormal,Unmatched,5th
Wound,offensive,shock,Endotoxic shock,Unmatched,5th
Wound,nose,nose,Radiotherapy to nose,Unmatched,5th
Wound,hurt,pain,Back pain,Unmatched,5th
Wound,wind,lead,Head lag abnormal,Unmatched,5th
Wound,lesion,lesion,Lesion excision,Unmatched,5th
Wound,weave,tissue,Tissue infiltration,Unmatched,5th
Wound,wrap,wrap,Diver's cramp,Unmatched,5th
Wound,thread,thread,Dry throat,Unmatched,5th
Wound,twist,device,Device extrusion,Unmatched,5th
Wound,bruise,bruise,Puncture site bruise,Unmatched,5th
Wound,injure,injury,Cartilage injury,Unmatched,5th
Wound,offend,shock,Endotoxic shock,Unmatched,5th
Wound,scent,nose,Radiotherapy to nose,Unmatched,5th
Wound,lift,lift,Prostatic urethral lift procedure,Unmatched,5th
Wound,combat_injury,injury,Cartilage injury,Unmatched,5th
Wound,injury,injury,Cartilage injury,Unmatched,5th
Factor III deficiency,factoring iii deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor_out iii deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,genetical iii deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,ingredient iii deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factorization iii deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,compose iii deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,divisor iii deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factorize iii deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,cistron iii deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factorisation iii deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor_in iii deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,genic iii deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor threesome deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor troika deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor terzetto deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor three deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor triad deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor ternion deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor 3 deficiency,factor 3 deficiency,Severe primary insulin like growth factor-1 deficiency,Unmatched,5th
Factor III deficiency,factor trinity deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor trio deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor tercet deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor trey deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor leash deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor trine deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor ternary deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor III deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor triplet deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor tierce deficiency,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor iii want,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor iii deficient,factor iii deficient,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factor iii inadequacy,factor iii deficiency,Factor XII deficiency,Unmatched,5th
Comminuted fracture,masher fracture,wolf fracture,Surgical fixation of rib fracture,Unmatched,5th
Thyroxine therapy,tetraiodothyronine therapy,t therapy,X-ray therapy to breast,Unmatched,5th
Thyroxine therapy,T therapy,t therapy,X-ray therapy to breast,Unmatched,5th
Drug tolerance,drug allow,drug left,Drug half-life increased,Unmatched,5th
Catheter placement,catheter locate,catheter site,Catheter site phlebitis,Unmatched,5th
Catheter placement,catheter posit,catheter state,Catheter site phlebitis,Unmatched,5th
Injection,shot,shot,Umbilical cord short,Unmatched,5th
Injection,inject,shot,Umbilical cord short,Unmatched,5th
Injection,injectant,shot,Umbilical cord short,Unmatched,5th
Leukaemia cutis,leukaemia cutaneal,leukaemia skin,Monocytic leukaemia in remission,Unmatched,5th
Leukaemia cutis,leukaemia tegument,leukaemia skin,Monocytic leukaemia in remission,Unmatched,5th
Leukaemia cutis,leukaemia skinny,leukaemia skin,Monocytic leukaemia in remission,Unmatched,5th
Leukaemia cutis,leukaemia skin,leukaemia skin,Monocytic leukaemia in remission,Unmatched,5th
Skin swelling,skin lump,skin lump,Graft versus host disease in lung,Unmatched,5th
Respite care,rest_period care,rest care,Post intensive care syndrome,Unmatched,5th
Respite care,break care,break care,Peak expiratory flow rate decreased,Unmatched,5th
Respite care,relief care,rest care,Post intensive care syndrome,Unmatched,5th
Respite care,rest care,rest care,Post intensive care syndrome,Unmatched,5th
Hydrophobia,rabies,rabies,Radius fracture,Unmatched,5th
Hydrophobia,madness,demented,Vascular dementia,Unmatched,5th
Hydrophobia,lyssa,rabies,Radius fracture,Unmatched,5th
Antacid therapy,alkalize therapy,base therapy,Allogenic bone marrow transplantation therapy,Unmatched,5th
Venomous bite,virulence bite,acid bite,Acid-base balance disorder mixed,Unmatched,5th
Venomous bite,virulent bite,acid bite,Acid-base balance disorder mixed,Unmatched,5th
Bone swelling,bone lump,bone lump,Non-small cell lung cancer stage 0,Unmatched,5th
Bone swelling,bone well,bone well,Bone giant cell tumour malignant,Unmatched,5th
Vascular rupture,vascular rift,vascular rift,Vascular graft stenosis,Unmatched,5th
Vascular rupture,vascular tear,vascular tear,Vascular access steal syndrome,Unmatched,5th
Iris exfoliation,iris scale,iris scale,Caprini risk score low,Unmatched,5th
Trisomy 18,trisomy eighteen,trisomy 18,Trisomy 8,Unmatched,5th
Trisomy 18,trisomy XVIII,trisomy 18,Trisomy 8,Unmatched,5th
Trisomy 18,trisomy xviii,trisomy 18,Trisomy 8,Unmatched,5th
Trisomy 17,trisomy xvii,trisomy 17,Trisomy 18,Unmatched,5th
Trisomy 17,trisomy XVII,trisomy 17,Trisomy 18,Unmatched,5th
Trisomy 17,trisomy seventeen,trisomy 17,Trisomy 18,Unmatched,5th
Nodule,nodular,nodular,Toxic nodular goitre,Unmatched,5th
Malignant syphilis,malignant pox,malignant pox,Malignant neoplasm of orbit,Unmatched,5th
Gait deviation,gait departure,gait loss,Chronic graft versus host disease,Unmatched,5th
Gait deviation,gait depart,gait loss,Chronic graft versus host disease,Unmatched,5th
Transaminases decreased,transaminase decreased,aminotransferase decreased,Mitochondrial aspartate aminotransferase increased,Unmatched,5th
Transaminases decreased,aminopherase decreased,aminotransferase decreased,Mitochondrial aspartate aminotransferase increased,Unmatched,5th
Transaminases decreased,aminotransferase decreased,aminotransferase decreased,Mitochondrial aspartate aminotransferase increased,Unmatched,5th
Blood phosphorus abnormal,blood P abnormal,blood p abnormal,Blood immunoglobulin E abnormal,Unmatched,5th
Peritoneal lesion,peritoneal wound,peritoneal wound,Peritoneal effluent erythrocyte count increased,Unmatched,5th
Blood phosphorus normal,blood P normal,blood p normal,Blood immunoglobulin E abnormal,Unmatched,5th
Transaminases,transaminase,aminotransferase,Alanine aminotransferase increased,Unmatched,5th
Transaminases,aminopherase,aminotransferase,Alanine aminotransferase increased,Unmatched,5th
Transaminases,aminotransferase,aminotransferase,Alanine aminotransferase increased,Unmatched,5th
Transaminases increased,transaminase increased,aminotransferase increased,Mitochondrial aspartate aminotransferase increased,Unmatched,5th
Transaminases increased,aminopherase increased,aminotransferase increased,Mitochondrial aspartate aminotransferase increased,Unmatched,5th
Transaminases increased,aminotransferase increased,aminotransferase increased,Mitochondrial aspartate aminotransferase increased,Unmatched,5th
Disseminated large cell lymphoma,diffuse large cell lymphoma,diffuse large cell lymphoma,Diffuse large B-cell lymphoma stage II,Unmatched,5th
Anal injury,anal hurt,anal pain,Renal vein thrombosis,Unmatched,5th
Electrocardiogram U-wave abnormality,electrocardiogram u wave abnormal,electrocardiogram u wave abnormal,Electrocardiogram P wave abnormal,Unmatched,5th
Skin cancer metastatic,peel cancer metastatic,peel cancer metastatic,Non-small cell lung cancer metastatic,Unmatched,5th
Haemorrhage,bleed,bleed,Blood lead increased,Unmatched,5th
Haemorrhage,haemorrhagic,haemorrhagic,Enterocolitis haemorrhagic,Unmatched,5th
Haemorrhage,bleeding,bleeding,Eyelid bleeding,Unmatched,5th
Cytomegalovirus syndrome,CMV syndrome,cmv syndrome,CSF HIV escape syndrome,Unmatched,5th
Adenomyosis,endometriosis,endometriosis,Endometritis decidual,Unmatched,5th
Nipple neoplasm,pap neoplasm,pap neoplasm,Benign ear neoplasm,Unmatched,5th
Painful erection,painfulness erection,pain erection,Harlequin skin reaction,Unmatched,5th
Bursa disorder,bursa trouble,bursa pain,Fourth degree chemical burn of skin,Unmatched,5th
Bone tuberculosis,bone TB,bone tb,Non-24-hour sleep-wake disorder,Unmatched,5th
